Lower layer Super Output Areas Code,Sex (2 categories),Observation
E01032568,Female,822
E01032568,Male,703
E01032569,Female,1001
E01032569,Male,789
E01032570,Female,913
E01032570,Male,823
E01032572,Female,841
E01032572,Male,767
E01032573,Female,897
E01032573,Male,905
E01032574,Female,1108
E01032574,Male,963
E01032575,Female,1157
E01032575,Male,977
E01032576,Female,834
E01032576,Male,845
E01032577,Female,936
E01032577,Male,848
E01032579,Female,1106
E01032579,Male,1050
E01032580,Female,791
E01032580,Male,755
E01032581,Female,1010
E01032581,Male,920
E01032582,Female,1160
E01032582,Male,1122
E01032583,Female,1017
E01032583,Male,1033
E01032584,Female,667
E01032584,Male,681
E01032623,Female,929
E01032623,Male,869
E01032637,Female,520
E01032637,Male,528
E01032638,Female,505
E01032638,Male,597
E01032639,Female,959
E01032639,Male,956
E01032640,Female,466
E01032640,Male,569
E01032646,Female,758
E01032646,Male,757
E01032719,Female,698
E01032719,Male,747
E01032739,Female,637
E01032739,Male,982
E01032740,Female,631
E01032740,Male,761
E01032741,Female,750
E01032741,Male,718
E01032742,Female,924
E01032742,Male,842
E01032743,Female,1204
E01032743,Male,1077
E01032744,Female,797
E01032744,Male,815
E01032764,Female,1176
E01032764,Male,1185
E01032765,Female,921
E01032765,Male,833
E01032767,Female,646
E01032767,Male,918
E01032768,Female,638
E01032768,Male,683
E01032769,Female,655
E01032769,Male,684
E01032770,Female,1081
E01032770,Male,1046
E01032771,Female,741
E01032771,Male,805
E01032772,Female,1289
E01032772,Male,1118
E01032774,Female,892
E01032774,Male,911
E01032775,Female,553
E01032775,Male,634
E01032776,Female,974
E01032776,Male,1093
E01032777,Female,638
E01032777,Male,640
E01032779,Female,656
E01032779,Male,748
E01032780,Female,940
E01032780,Male,1118
E01032781,Female,810
E01032781,Male,879
E01032782,Female,1040
E01032782,Male,1208
E01032783,Female,659
E01032783,Male,649
E01032784,Female,888
E01032784,Male,818
E01032785,Female,1253
E01032785,Male,1263
E01032786,Female,827
E01032786,Male,787
E01032787,Female,1216
E01032787,Male,1238
E01032788,Female,870
E01032788,Male,715
E01032789,Female,647
E01032789,Male,555
E01032790,Female,621
E01032790,Male,509
E01032803,Female,739
E01032803,Male,767
E01032834,Female,484
E01032834,Male,541
E01033000,Female,928
E01033000,Male,824
E01033030,Female,923
E01033030,Male,929
E01033081,Female,795
E01033081,Male,800
E01033082,Female,650
E01033082,Male,611
E01033083,Female,1060
E01033083,Male,1157
E01033084,Female,1004
E01033084,Male,972
E01033086,Female,661
E01033086,Male,529
E01033098,Female,871
E01033098,Male,838
E01033099,Female,1006
E01033099,Male,880
E01033100,Female,986
E01033100,Male,884
E01033132,Female,1028
E01033132,Male,1008
E01033133,Female,571
E01033133,Male,623
E01033135,Female,620
E01033135,Male,568
E01033146,Female,863
E01033146,Male,674
E01033148,Female,1162
E01033148,Male,1054
E01033150,Female,929
E01033150,Male,761
E01033151,Female,795
E01033151,Male,656
E01033208,Female,843
E01033208,Male,864
E01033320,Female,800
E01033320,Male,769
E01033322,Female,649
E01033322,Male,608
E01033324,Female,808
E01033324,Male,731
E01033325,Female,685
E01033325,Male,682
E01033327,Female,1056
E01033327,Male,1152
E01033341,Female,699
E01033341,Male,625
E01033455,Female,591
E01033455,Male,552
E01033456,Female,1382
E01033456,Male,1242
E01033457,Female,969
E01033457,Male,1013
E01033463,Female,1529
E01033463,Male,1626
E01033485,Female,864
E01033485,Male,774
E01033486,Female,539
E01033486,Male,496
E01033487,Female,606
E01033487,Male,594
E01033488,Female,906
E01033488,Male,739
E01033489,Female,676
E01033489,Male,784
E01033490,Female,719
E01033490,Male,680
E01033491,Female,931
E01033491,Male,1001
E01033493,Female,627
E01033493,Male,686
E01033494,Female,792
E01033494,Male,742
E01033569,Female,900
E01033569,Male,917
E01033570,Female,978
E01033570,Male,926
E01033571,Female,763
E01033571,Male,733
E01033579,Female,957
E01033579,Male,929
E01033580,Female,652
E01033580,Male,760
E01033581,Female,995
E01033581,Male,928
E01033582,Female,734
E01033582,Male,715
E01033584,Female,871
E01033584,Male,832
E01033586,Female,988
E01033586,Male,1112
E01033587,Female,1244
E01033587,Male,1209
E01033589,Female,986
E01033589,Male,968
E01033590,Female,662
E01033590,Male,588
E01033591,Female,1486
E01033591,Male,1491
E01033592,Female,999
E01033592,Male,985
E01033593,Female,879
E01033593,Male,853
E01033594,Female,819
E01033594,Male,681
E01033597,Female,511
E01033597,Male,495
E01033598,Female,774
E01033598,Male,592
E01033599,Female,756
E01033599,Male,545
E01033601,Female,956
E01033601,Male,1024
E01033602,Female,850
E01033602,Male,677
E01033603,Female,647
E01033603,Male,619
E01033604,Female,555
E01033604,Male,626
E01033605,Female,845
E01033605,Male,795
E01033699,Female,684
E01033699,Male,729
E01033700,Female,1200
E01033700,Male,1291
E01033702,Female,747
E01033702,Male,704
E01033703,Female,781
E01033703,Male,632
E01033704,Female,1135
E01033704,Male,1209
E01033705,Female,743
E01033705,Male,691
E01033706,Female,723
E01033706,Male,724
E01033708,Female,868
E01033708,Male,1001
E01033709,Female,900
E01033709,Male,931
E01033710,Female,584
E01033710,Male,547
E01033711,Female,1021
E01033711,Male,892
E01033712,Female,824
E01033712,Male,719
E01033713,Female,693
E01033713,Male,630
E01033727,Female,1448
E01033727,Male,1263
E01033728,Female,872
E01033728,Male,891
E01033729,Female,1380
E01033729,Male,1097
E01033732,Female,515
E01033732,Male,552
E01033734,Female,743
E01033734,Male,722
E01033735,Female,636
E01033735,Male,626
E01033736,Female,1066
E01033736,Male,1178
E01033737,Female,997
E01033737,Male,937
E01033738,Female,951
E01033738,Male,909
E01033739,Female,891
E01033739,Male,835
E01033740,Female,860
E01033740,Male,774
E01033741,Female,947
E01033741,Male,1751
E01033742,Female,657
E01033742,Male,684
E01033743,Female,1038
E01033743,Male,903
E01033744,Female,923
E01033744,Male,880
E01033745,Female,910
E01033745,Male,873
E01033746,Female,769
E01033746,Male,702
E01033784,Female,800
E01033784,Male,759
E01033785,Female,683
E01033785,Male,698
E01033786,Female,662
E01033786,Male,651
E01033787,Female,800
E01033787,Male,661
E01033788,Female,786
E01033788,Male,772
E01033789,Female,943
E01033789,Male,825
E01033790,Female,723
E01033790,Male,615
E01033791,Female,721
E01033791,Male,660
E01033792,Female,720
E01033792,Male,662
E01033862,Female,669
E01033862,Male,726
E01033863,Female,651
E01033863,Male,674
E01033864,Female,527
E01033864,Male,505
E01033865,Female,739
E01033865,Male,781
E01033866,Female,552
E01033866,Male,568
E01033867,Female,844
E01033867,Male,703
E01033868,Female,737
E01033868,Male,672
E01033869,Female,785
E01033869,Male,683
E01033870,Female,893
E01033870,Male,876
E01033871,Female,765
E01033871,Male,747
E01033872,Female,608
E01033872,Male,693
E01033873,Female,909
E01033873,Male,864
E01033874,Female,633
E01033874,Male,518
E01033875,Female,682
E01033875,Male,638
E01033876,Female,582
E01033876,Male,668
E01033877,Female,760
E01033877,Male,785
E01033878,Female,599
E01033878,Male,509
E01033879,Female,1377
E01033879,Male,1178
E01033880,Female,1024
E01033880,Male,1107
E01033881,Female,994
E01033881,Male,889
E01033882,Female,731
E01033882,Male,677
E01033883,Female,885
E01033883,Male,715
E01033884,Female,497
E01033884,Male,605
E01033885,Female,669
E01033885,Male,661
E01033911,Female,951
E01033911,Male,927
E01033912,Female,879
E01033912,Male,824
E01033913,Female,812
E01033913,Male,717
E01033914,Female,908
E01033914,Male,905
E01033915,Female,783
E01033915,Male,704
E01033916,Female,871
E01033916,Male,915
E01033917,Female,762
E01033917,Male,747
E01033918,Female,815
E01033918,Male,738
E01033919,Female,676
E01033919,Male,635
E01033920,Female,758
E01033920,Male,765
E01033921,Female,867
E01033921,Male,788
E01033922,Female,855
E01033922,Male,853
E01033923,Female,798
E01033923,Male,761
E01033924,Female,772
E01033924,Male,772
E01033925,Female,836
E01033925,Male,896
E01033926,Female,1403
E01033926,Male,1232
E01033927,Female,849
E01033927,Male,805
E01033928,Female,645
E01033928,Male,653
E01033929,Female,689
E01033929,Male,655
E01033930,Female,942
E01033930,Male,904
E01033931,Female,722
E01033931,Male,637
E01033932,Female,870
E01033932,Male,790
E01033933,Female,727
E01033933,Male,754
E01033934,Female,775
E01033934,Male,866
E01033935,Female,927
E01033935,Male,1081
E01033936,Female,824
E01033936,Male,818
E01033937,Female,572
E01033937,Male,593
E01033938,Female,627
E01033938,Male,604
E01033939,Female,959
E01033939,Male,972
E01033940,Female,1230
E01033940,Male,1122
E01033941,Female,846
E01033941,Male,721
E01033942,Female,864
E01033942,Male,743
E01033943,Female,1199
E01033943,Male,1315
E01033944,Female,1407
E01033944,Male,1128
E01033945,Female,682
E01033945,Male,687
E01033946,Female,677
E01033946,Male,683
E01034026,Female,1408
E01034026,Male,1103
E01034027,Female,1236
E01034027,Male,1297
E01034028,Female,637
E01034028,Male,593
E01034029,Female,798
E01034029,Male,727
E01034030,Female,957
E01034030,Male,904
E01034031,Female,646
E01034031,Male,666
E01034032,Female,979
E01034032,Male,835
E01034033,Female,859
E01034033,Male,893
E01034034,Female,874
E01034034,Male,799
E01034035,Female,819
E01034035,Male,763
E01034036,Female,916
E01034036,Male,938
E01034037,Female,948
E01034037,Male,906
E01034038,Female,882
E01034038,Male,918
E01034039,Female,834
E01034039,Male,898
E01034040,Female,806
E01034040,Male,850
E01034041,Female,713
E01034041,Male,764
E01034042,Female,714
E01034042,Male,542
E01034043,Female,747
E01034043,Male,694
E01034044,Female,619
E01034044,Male,613
E01034045,Female,910
E01034045,Male,883
E01034046,Female,1027
E01034046,Male,925
E01034139,Female,899
E01034139,Male,905
E01034140,Female,669
E01034140,Male,575
E01034141,Female,690
E01034141,Male,730
E01034142,Female,714
E01034142,Male,765
E01034143,Female,656
E01034143,Male,651
E01034144,Female,689
E01034144,Male,660
E01034145,Female,677
E01034145,Male,653
E01034146,Female,779
E01034146,Male,663
E01034147,Female,519
E01034147,Male,602
E01034148,Female,760
E01034148,Male,868
E01034149,Female,1149
E01034149,Male,965
E01034150,Female,649
E01034150,Male,698
E01034151,Female,576
E01034151,Male,587
E01034152,Female,835
E01034152,Male,792
E01034153,Female,721
E01034153,Male,681
E01034154,Female,793
E01034154,Male,743
E01034155,Female,1085
E01034155,Male,967
E01034156,Female,726
E01034156,Male,680
E01034173,Female,970
E01034173,Male,885
E01034174,Female,644
E01034174,Male,609
E01034175,Female,654
E01034175,Male,648
E01034176,Female,1073
E01034176,Male,954
E01034177,Female,869
E01034177,Male,733
E01034178,Female,912
E01034178,Male,780
E01034179,Female,752
E01034179,Male,671
E01034180,Female,695
E01034180,Male,598
E01034181,Female,930
E01034181,Male,882
E01034182,Female,715
E01034182,Male,684
E01034183,Female,784
E01034183,Male,738
E01034184,Female,664
E01034184,Male,625
E01034185,Female,614
E01034185,Male,592
E01034186,Female,664
E01034186,Male,692
E01034187,Female,660
E01034187,Male,595
E01034188,Female,691
E01034188,Male,706
E01034189,Female,644
E01034189,Male,624
E01034190,Female,911
E01034190,Male,775
E01034191,Female,840
E01034191,Male,804
E01034192,Female,1183
E01034192,Male,1052
E01034193,Female,740
E01034193,Male,739
E01034194,Female,668
E01034194,Male,632
E01034195,Female,708
E01034195,Male,582
E01034196,Female,633
E01034196,Male,647
E01034198,Female,1199
E01034198,Male,1125
E01034199,Female,982
E01034199,Male,837
E01034200,Female,736
E01034200,Male,834
E01034201,Female,748
E01034201,Male,699
E01034202,Female,846
E01034202,Male,799
E01034203,Female,604
E01034203,Male,757
E01034204,Female,970
E01034204,Male,1023
E01034205,Female,805
E01034205,Male,750
E01034206,Female,917
E01034206,Male,849
E01034207,Female,767
E01034207,Male,769
E01034208,Female,971
E01034208,Male,973
E01034209,Female,755
E01034209,Male,725
E01034210,Female,734
E01034210,Male,802
E01034211,Female,661
E01034211,Male,776
E01034212,Female,940
E01034212,Male,985
E01034213,Female,898
E01034213,Male,890
E01034214,Female,731
E01034214,Male,834
E01034215,Female,745
E01034215,Male,791
E01034216,Female,853
E01034216,Male,851
E01034217,Female,991
E01034217,Male,1055
E01034218,Female,885
E01034218,Male,936
E01034219,Female,985
E01034219,Male,900
E01034220,Female,576
E01034220,Male,658
E01034221,Female,882
E01034221,Male,901
E01034222,Female,705
E01034222,Male,822
E01034223,Female,665
E01034223,Male,710
E01034224,Female,914
E01034224,Male,839
E01034225,Female,769
E01034225,Male,735
E01034226,Female,689
E01034226,Male,725
E01034227,Female,867
E01034227,Male,710
E01034228,Female,654
E01034228,Male,694
E01034229,Female,730
E01034229,Male,679
E01034230,Female,600
E01034230,Male,637
E01034231,Female,657
E01034231,Male,686
E01034383,Female,705
E01034383,Male,603
E01034384,Female,749
E01034384,Male,586
E01034385,Female,758
E01034385,Male,694
E01034386,Female,602
E01034386,Male,648
E01034387,Female,769
E01034387,Male,835
E01034388,Female,672
E01034388,Male,607
E01034389,Female,804
E01034389,Male,866
E01034390,Female,755
E01034390,Male,748
E01034391,Female,807
E01034391,Male,817
E01034392,Female,944
E01034392,Male,784
E01034393,Female,550
E01034393,Male,540
E01034394,Female,609
E01034394,Male,642
E01034395,Female,922
E01034395,Male,773
E01034469,Female,932
E01034469,Male,813
E01034470,Female,769
E01034470,Male,730
E01034471,Female,1386
E01034471,Male,1300
E01034472,Female,1013
E01034472,Male,872
E01034473,Female,610
E01034473,Male,656
E01034474,Female,1134
E01034474,Male,1118
E01034475,Female,902
E01034475,Male,927
E01034476,Female,952
E01034476,Male,869
E01034477,Female,836
E01034477,Male,746
E01034478,Female,585
E01034478,Male,613
E01034479,Female,1117
E01034479,Male,1088
E01034480,Female,703
E01034480,Male,643
E01034481,Female,927
E01034481,Male,779
E01034482,Female,558
E01034482,Male,525
E01034483,Female,758
E01034483,Male,660
E01034484,Female,847
E01034484,Male,858
E01034485,Female,997
E01034485,Male,1018
E01034486,Female,854
E01034486,Male,798
E01034487,Female,675
E01034487,Male,579
E01034488,Female,994
E01034488,Male,931
E01034576,Female,624
E01034576,Male,632
E01034577,Female,715
E01034577,Male,662
E01034578,Female,578
E01034578,Male,511
E01034579,Female,978
E01034579,Male,897
E01034580,Female,739
E01034580,Male,742
E01034581,Female,805
E01034581,Male,713
E01034589,Female,1036
E01034589,Male,964
E01034590,Female,707
E01034590,Male,647
E01034591,Female,879
E01034591,Male,926
E01034592,Female,675
E01034592,Male,570
E01034593,Female,766
E01034593,Male,719
E01034594,Female,759
E01034594,Male,802
E01034595,Female,704
E01034595,Male,703
E01034596,Female,663
E01034596,Male,617
E01034597,Female,703
E01034597,Male,731
E01034598,Female,635
E01034598,Male,631
E01034599,Female,852
E01034599,Male,820
E01034600,Female,1026
E01034600,Male,946
E01034601,Female,768
E01034601,Male,684
E01034602,Female,731
E01034602,Male,668
E01034603,Female,696
E01034603,Male,684
E01034604,Female,741
E01034604,Male,683
E01034605,Female,834
E01034605,Male,804
E01034606,Female,1240
E01034606,Male,1366
E01034607,Female,1136
E01034607,Male,1166
E01034608,Female,1199
E01034608,Male,1211
E01034609,Female,980
E01034609,Male,995
E01034610,Female,927
E01034610,Male,841
E01034611,Female,669
E01034611,Male,608
E01034612,Female,1000
E01034612,Male,1075
E01034613,Female,461
E01034613,Male,544
E01034614,Female,1028
E01034614,Male,977
E01034615,Female,1103
E01034615,Male,1064
E01034616,Female,700
E01034616,Male,797
E01034617,Female,1167
E01034617,Male,1164
E01035484,Female,922
E01035484,Male,775
E01035485,Female,578
E01035485,Male,524
E01035486,Female,938
E01035486,Male,831
E01035487,Female,833
E01035487,Male,724
E01035488,Female,728
E01035488,Male,737
E01035489,Female,672
E01035489,Male,657
E01035490,Female,862
E01035490,Male,842
E01035491,Female,641
E01035491,Male,597
E01035492,Female,838
E01035492,Male,848
E01035493,Female,872
E01035493,Male,781
E01035494,Female,944
E01035494,Male,855
E01035495,Female,687
E01035495,Male,658
E01035496,Female,595
E01035496,Male,660
E01035497,Female,807
E01035497,Male,685
E01035498,Female,601
E01035498,Male,615
E01035499,Female,882
E01035499,Male,722
E01035638,Female,977
E01035638,Male,914
E01035639,Female,874
E01035639,Male,836
E01035640,Female,730
E01035640,Male,664
E01035641,Female,710
E01035641,Male,719
E01035642,Female,927
E01035642,Male,916
E01035643,Female,867
E01035643,Male,855
E01035644,Female,581
E01035644,Male,597
E01035645,Female,698
E01035645,Male,610
E01035646,Female,814
E01035646,Male,725
E01035647,Female,554
E01035647,Male,562
E01035648,Female,810
E01035648,Male,729
E01035649,Female,757
E01035649,Male,705
E01035650,Female,1065
E01035650,Male,945
E01035651,Female,815
E01035651,Male,760
E01035652,Female,645
E01035652,Male,637
E01035653,Female,690
E01035653,Male,732
E01035654,Female,626
E01035654,Male,537
E01035655,Female,873
E01035655,Male,857
E01035656,Female,762
E01035656,Male,723
E01035657,Female,506
E01035657,Male,539
E01035658,Female,638
E01035658,Male,649
E01035659,Female,861
E01035659,Male,716
E01035660,Female,718
E01035660,Male,725
E01035661,Female,899
E01035661,Male,746
E01035662,Female,536
E01035662,Male,576
E01035663,Female,692
E01035663,Male,638
E01035664,Female,1248
E01035664,Male,1258
E01035665,Female,718
E01035665,Male,711
E01035666,Female,942
E01035666,Male,974
E01035667,Female,1046
E01035667,Male,948
E01035668,Female,1001
E01035668,Male,1072
E01035669,Female,684
E01035669,Male,700
E01035670,Female,2308
E01035670,Male,1971
E01035671,Female,1072
E01035671,Male,1092
E01035672,Female,1499
E01035672,Male,1455
E01035673,Female,566
E01035673,Male,562
E01035674,Female,692
E01035674,Male,698
