Lower layer Super Output Areas Code,Age (4 categories),Observation
E01002742,Aged 16 to 20 years,123
E01002742,Aged 21 to 29 years,436
E01002742,Aged 30 years and over,1085
E01002743,Aged 15 years and under,280
E01002743,Aged 16 to 20 years,59
E01002743,Aged 21 to 29 years,234
E01002743,Aged 30 years and over,953
E01002744,Aged 15 years and under,147
E01002744,Aged 16 to 20 years,33
E01002744,Aged 21 to 29 years,209
E01002744,Aged 30 years and over,924
E01002745,Aged 15 years and under,173
E01002745,Aged 16 to 20 years,45
E01002745,Aged 21 to 29 years,265
E01002745,Aged 30 years and over,928
E01002747,Aged 15 years and under,280
E01002747,Aged 16 to 20 years,48
E01002747,Aged 21 to 29 years,307
E01002747,Aged 30 years and over,921
E01002748,Aged 15 years and under,316
E01002748,Aged 16 to 20 years,77
E01002748,Aged 21 to 29 years,282
E01002748,Aged 30 years and over,978
E01002749,Aged 15 years and under,326
E01002749,Aged 16 to 20 years,88
E01002749,Aged 21 to 29 years,222
E01002749,Aged 30 years and over,888
E01002751,Aged 15 years and under,371
E01002751,Aged 16 to 20 years,60
E01002751,Aged 21 to 29 years,360
E01002751,Aged 30 years and over,1046
E01002752,Aged 15 years and under,224
E01002752,Aged 16 to 20 years,83
E01002752,Aged 21 to 29 years,306
E01002752,Aged 30 years and over,1008
E01002753,Aged 15 years and under,203
E01002753,Aged 16 to 20 years,66
E01002753,Aged 21 to 29 years,286
E01002753,Aged 30 years and over,892
E01002754,Aged 15 years and under,285
E01002754,Aged 16 to 20 years,69
E01002754,Aged 21 to 29 years,267
E01002754,Aged 30 years and over,928
E01002755,Aged 15 years and under,240
E01002755,Aged 16 to 20 years,57
E01002755,Aged 21 to 29 years,204
E01002755,Aged 30 years and over,818
E01002756,Aged 15 years and under,210
E01002756,Aged 16 to 20 years,42
E01002756,Aged 21 to 29 years,198
E01002756,Aged 30 years and over,864
E01002757,Aged 15 years and under,303
E01002757,Aged 16 to 20 years,78
E01002757,Aged 21 to 29 years,193
E01002757,Aged 30 years and over,875
E01002758,Aged 15 years and under,391
E01002758,Aged 16 to 20 years,106
E01002758,Aged 21 to 29 years,265
E01002758,Aged 30 years and over,974
E01002759,Aged 15 years and under,216
E01002759,Aged 16 to 20 years,69
E01002759,Aged 21 to 29 years,252
E01002759,Aged 30 years and over,967
E01002760,Aged 15 years and under,371
E01002760,Aged 16 to 20 years,105
E01002760,Aged 21 to 29 years,297
E01002760,Aged 30 years and over,962
E01002762,Aged 15 years and under,171
E01002762,Aged 16 to 20 years,81
E01002762,Aged 21 to 29 years,483
E01002762,Aged 30 years and over,1137
E01002763,Aged 15 years and under,172
E01002763,Aged 16 to 20 years,78
E01002763,Aged 21 to 29 years,290
E01002763,Aged 30 years and over,762
E01002764,Aged 15 years and under,307
E01002764,Aged 16 to 20 years,110
E01002764,Aged 21 to 29 years,406
E01002764,Aged 30 years and over,993
E01002765,Aged 15 years and under,397
E01002765,Aged 16 to 20 years,362
E01002765,Aged 21 to 29 years,678
E01002765,Aged 30 years and over,1420
E01002766,Aged 15 years and under,394
E01002766,Aged 16 to 20 years,140
E01002766,Aged 21 to 29 years,433
E01002766,Aged 30 years and over,1211
E01002767,Aged 15 years and under,273
E01002767,Aged 16 to 20 years,154
E01002767,Aged 21 to 29 years,495
E01002767,Aged 30 years and over,1230
E01002768,Aged 15 years and under,217
E01002768,Aged 16 to 20 years,56
E01002768,Aged 21 to 29 years,274
E01002768,Aged 30 years and over,1064
E01002769,Aged 15 years and under,308
E01002769,Aged 16 to 20 years,185
E01002769,Aged 21 to 29 years,342
E01002769,Aged 30 years and over,1023
E01002770,Aged 15 years and under,214
E01002770,Aged 16 to 20 years,62
E01002770,Aged 21 to 29 years,412
E01002770,Aged 30 years and over,1156
E01002771,Aged 15 years and under,233
E01002771,Aged 16 to 20 years,71
E01002771,Aged 21 to 29 years,321
E01002771,Aged 30 years and over,919
E01002772,Aged 15 years and under,225
E01002772,Aged 16 to 20 years,67
E01002772,Aged 21 to 29 years,514
E01002772,Aged 30 years and over,1080
E01002773,Aged 15 years and under,366
E01002773,Aged 16 to 20 years,98
E01002773,Aged 21 to 29 years,226
E01002773,Aged 30 years and over,953
E01002774,Aged 15 years and under,294
E01002774,Aged 16 to 20 years,70
E01002774,Aged 21 to 29 years,372
E01002774,Aged 30 years and over,1403
E01002775,Aged 15 years and under,174
E01002775,Aged 16 to 20 years,39
E01002775,Aged 21 to 29 years,330
E01002775,Aged 30 years and over,865
E01002776,Aged 15 years and under,308
E01002776,Aged 16 to 20 years,78
E01002776,Aged 21 to 29 years,332
E01002776,Aged 30 years and over,1141
E01002777,Aged 15 years and under,222
E01002777,Aged 16 to 20 years,57
E01002777,Aged 21 to 29 years,308
E01002777,Aged 30 years and over,1091
E01002778,Aged 15 years and under,395
E01002778,Aged 16 to 20 years,183
E01002778,Aged 21 to 29 years,343
E01002778,Aged 30 years and over,1019
E01002779,Aged 15 years and under,251
E01002779,Aged 16 to 20 years,86
E01002779,Aged 21 to 29 years,420
E01002779,Aged 30 years and over,995
E01002780,Aged 15 years and under,212
E01002780,Aged 16 to 20 years,54
E01002780,Aged 21 to 29 years,270
E01002780,Aged 30 years and over,1164
E01002781,Aged 15 years and under,256
E01002781,Aged 16 to 20 years,78
E01002781,Aged 21 to 29 years,288
E01002781,Aged 30 years and over,1118
E01002782,Aged 15 years and under,300
E01002782,Aged 16 to 20 years,117
E01002782,Aged 21 to 29 years,230
E01002782,Aged 30 years and over,783
E01002783,Aged 15 years and under,272
E01002783,Aged 16 to 20 years,94
E01002783,Aged 21 to 29 years,320
E01002783,Aged 30 years and over,1015
E01002784,Aged 15 years and under,307
E01002784,Aged 16 to 20 years,103
E01002784,Aged 21 to 29 years,286
E01002784,Aged 30 years and over,1059
E01002785,Aged 15 years and under,274
E01002785,Aged 16 to 20 years,101
E01002785,Aged 21 to 29 years,315
E01002785,Aged 30 years and over,1170
E01002786,Aged 15 years and under,328
E01002786,Aged 16 to 20 years,98
E01002786,Aged 21 to 29 years,369
E01002786,Aged 30 years and over,1144
E01002787,Aged 15 years and under,231
E01002787,Aged 16 to 20 years,84
E01002787,Aged 21 to 29 years,331
E01002787,Aged 30 years and over,825
E01002788,Aged 15 years and under,233
E01002788,Aged 16 to 20 years,58
E01002788,Aged 21 to 29 years,313
E01002788,Aged 30 years and over,1218
E01002789,Aged 15 years and under,285
E01002789,Aged 16 to 20 years,65
E01002789,Aged 21 to 29 years,283
E01002789,Aged 30 years and over,1214
E01002790,Aged 15 years and under,245
E01002790,Aged 16 to 20 years,68
E01002790,Aged 21 to 29 years,216
E01002790,Aged 30 years and over,880
E01002791,Aged 15 years and under,296
E01002791,Aged 16 to 20 years,65
E01002791,Aged 21 to 29 years,366
E01002791,Aged 30 years and over,1134
E01002792,Aged 15 years and under,255
E01002792,Aged 16 to 20 years,65
E01002792,Aged 21 to 29 years,366
E01002792,Aged 30 years and over,1160
E01002793,Aged 15 years and under,250
E01002793,Aged 16 to 20 years,94
E01002793,Aged 21 to 29 years,385
E01002793,Aged 30 years and over,1116
E01002794,Aged 15 years and under,210
E01002794,Aged 16 to 20 years,72
E01002794,Aged 21 to 29 years,509
E01002794,Aged 30 years and over,1249
E01002795,Aged 15 years and under,283
E01002795,Aged 16 to 20 years,91
E01002795,Aged 21 to 29 years,455
E01002795,Aged 30 years and over,1107
E01002796,Aged 15 years and under,154
E01002796,Aged 16 to 20 years,47
E01002796,Aged 21 to 29 years,218
E01002796,Aged 30 years and over,690
E01002797,Aged 15 years and under,242
E01002797,Aged 16 to 20 years,83
E01002797,Aged 21 to 29 years,459
E01002797,Aged 30 years and over,1043
E01002798,Aged 15 years and under,313
E01002798,Aged 16 to 20 years,61
E01002798,Aged 21 to 29 years,280
E01002798,Aged 30 years and over,1323
E01002799,Aged 15 years and under,346
E01002799,Aged 16 to 20 years,121
E01002799,Aged 21 to 29 years,356
E01002799,Aged 30 years and over,1085
E01002800,Aged 15 years and under,278
E01002800,Aged 16 to 20 years,128
E01002800,Aged 21 to 29 years,337
E01002800,Aged 30 years and over,1026
E01002801,Aged 15 years and under,154
E01002801,Aged 16 to 20 years,31
E01002801,Aged 21 to 29 years,316
E01002801,Aged 30 years and over,958
E01002802,Aged 15 years and under,275
E01002802,Aged 16 to 20 years,88
E01002802,Aged 21 to 29 years,424
E01002802,Aged 30 years and over,1063
E01002804,Aged 15 years and under,261
E01002804,Aged 16 to 20 years,84
E01002804,Aged 21 to 29 years,293
E01002804,Aged 30 years and over,901
E01002805,Aged 15 years and under,149
E01002805,Aged 16 to 20 years,29
E01002805,Aged 21 to 29 years,353
E01002805,Aged 30 years and over,900
E01002806,Aged 15 years and under,275
E01002806,Aged 16 to 20 years,56
E01002806,Aged 21 to 29 years,336
E01002806,Aged 30 years and over,979
E01002807,Aged 15 years and under,272
E01002807,Aged 16 to 20 years,89
E01002807,Aged 21 to 29 years,360
E01002807,Aged 30 years and over,984
E01002808,Aged 15 years and under,299
E01002808,Aged 16 to 20 years,64
E01002808,Aged 21 to 29 years,428
E01002808,Aged 30 years and over,1122
E01002809,Aged 15 years and under,259
E01002809,Aged 16 to 20 years,59
E01002809,Aged 21 to 29 years,342
E01002809,Aged 30 years and over,1038
E01002810,Aged 15 years and under,261
E01002810,Aged 16 to 20 years,54
E01002810,Aged 21 to 29 years,322
E01002810,Aged 30 years and over,1111
E01002811,Aged 15 years and under,346
E01002811,Aged 16 to 20 years,83
E01002811,Aged 21 to 29 years,262
E01002811,Aged 30 years and over,1052
E01002812,Aged 15 years and under,187
E01002812,Aged 16 to 20 years,74
E01002812,Aged 21 to 29 years,257
E01002812,Aged 30 years and over,982
E01002813,Aged 15 years and under,224
E01002813,Aged 16 to 20 years,86
E01002813,Aged 21 to 29 years,172
E01002813,Aged 30 years and over,1002
E01002814,Aged 15 years and under,382
E01002814,Aged 16 to 20 years,141
E01002814,Aged 21 to 29 years,366
E01002814,Aged 30 years and over,1341
E01002815,Aged 15 years and under,108
E01002815,Aged 16 to 20 years,65
E01002815,Aged 21 to 29 years,210
E01002815,Aged 30 years and over,778
E01002816,Aged 15 years and under,167
E01002816,Aged 16 to 20 years,48
E01002816,Aged 21 to 29 years,154
E01002816,Aged 30 years and over,687
E01002817,Aged 15 years and under,197
E01002817,Aged 16 to 20 years,63
E01002817,Aged 21 to 29 years,199
E01002817,Aged 30 years and over,887
E01002818,Aged 15 years and under,154
E01002818,Aged 16 to 20 years,161
E01002818,Aged 21 to 29 years,223
E01002818,Aged 30 years and over,847
E01002819,Aged 15 years and under,147
E01002819,Aged 16 to 20 years,45
E01002819,Aged 21 to 29 years,157
E01002819,Aged 30 years and over,739
E01002821,Aged 15 years and under,113
E01002821,Aged 16 to 20 years,50
E01002821,Aged 21 to 29 years,200
E01002821,Aged 30 years and over,716
E01002823,Aged 15 years and under,162
E01002823,Aged 16 to 20 years,77
E01002823,Aged 21 to 29 years,142
E01002823,Aged 30 years and over,842
E01002824,Aged 15 years and under,162
E01002824,Aged 16 to 20 years,70
E01002824,Aged 21 to 29 years,127
E01002824,Aged 30 years and over,870
E01002825,Aged 15 years and under,349
E01002825,Aged 16 to 20 years,117
E01002825,Aged 21 to 29 years,225
E01002825,Aged 30 years and over,1095
E01002826,Aged 15 years and under,190
E01002826,Aged 16 to 20 years,46
E01002826,Aged 21 to 29 years,175
E01002826,Aged 30 years and over,845
E01002827,Aged 15 years and under,289
E01002827,Aged 16 to 20 years,75
E01002827,Aged 21 to 29 years,267
E01002827,Aged 30 years and over,1085
E01002828,Aged 15 years and under,186
E01002828,Aged 16 to 20 years,39
E01002828,Aged 21 to 29 years,118
E01002828,Aged 30 years and over,847
E01002829,Aged 15 years and under,149
E01002829,Aged 16 to 20 years,49
E01002829,Aged 21 to 29 years,240
E01002829,Aged 30 years and over,953
E01002830,Aged 15 years and under,203
E01002830,Aged 16 to 20 years,58
E01002830,Aged 21 to 29 years,177
E01002830,Aged 30 years and over,1285
E01002831,Aged 15 years and under,215
E01002831,Aged 16 to 20 years,85
E01002831,Aged 21 to 29 years,256
E01002831,Aged 30 years and over,1162
E01002832,Aged 15 years and under,222
E01002832,Aged 16 to 20 years,68
E01002832,Aged 21 to 29 years,285
E01002832,Aged 30 years and over,1056
E01002833,Aged 15 years and under,154
E01002833,Aged 16 to 20 years,43
E01002833,Aged 21 to 29 years,217
E01002833,Aged 30 years and over,796
E01002834,Aged 15 years and under,194
E01002834,Aged 16 to 20 years,64
E01002834,Aged 21 to 29 years,160
E01002834,Aged 30 years and over,825
E01002835,Aged 15 years and under,204
E01002835,Aged 16 to 20 years,62
E01002835,Aged 21 to 29 years,315
E01002835,Aged 30 years and over,830
E01002836,Aged 15 years and under,176
E01002836,Aged 16 to 20 years,74
E01002836,Aged 21 to 29 years,221
E01002836,Aged 30 years and over,840
E01002837,Aged 15 years and under,161
E01002837,Aged 16 to 20 years,47
E01002837,Aged 21 to 29 years,169
E01002837,Aged 30 years and over,668
E01002839,Aged 15 years and under,119
E01002839,Aged 16 to 20 years,72
E01002839,Aged 21 to 29 years,403
E01002839,Aged 30 years and over,945
E01002840,Aged 15 years and under,170
E01002840,Aged 16 to 20 years,42
E01002840,Aged 21 to 29 years,111
E01002840,Aged 30 years and over,726
E01002841,Aged 15 years and under,166
E01002841,Aged 16 to 20 years,37
E01002841,Aged 21 to 29 years,205
E01002841,Aged 30 years and over,809
E01002842,Aged 15 years and under,178
E01002842,Aged 16 to 20 years,79
E01002842,Aged 21 to 29 years,126
E01002842,Aged 30 years and over,632
E01002843,Aged 15 years and under,196
E01002843,Aged 16 to 20 years,71
E01002843,Aged 21 to 29 years,168
E01002843,Aged 30 years and over,860
E01002844,Aged 15 years and under,141
E01002844,Aged 16 to 20 years,33
E01002844,Aged 21 to 29 years,155
E01002844,Aged 30 years and over,819
E01002845,Aged 15 years and under,152
E01002845,Aged 16 to 20 years,48
E01002845,Aged 21 to 29 years,180
E01002845,Aged 30 years and over,789
E01002846,Aged 15 years and under,90
E01002846,Aged 16 to 20 years,76
E01002846,Aged 21 to 29 years,411
E01002846,Aged 30 years and over,712
E01002847,Aged 15 years and under,146
E01002847,Aged 16 to 20 years,46
E01002847,Aged 21 to 29 years,383
E01002847,Aged 30 years and over,818
E01002848,Aged 15 years and under,131
E01002848,Aged 16 to 20 years,54
E01002848,Aged 21 to 29 years,277
E01002848,Aged 30 years and over,789
E01002849,Aged 15 years and under,258
E01002849,Aged 16 to 20 years,83
E01002849,Aged 21 to 29 years,255
E01002849,Aged 30 years and over,946
E01002850,Aged 15 years and under,157
E01002850,Aged 16 to 20 years,57
E01002850,Aged 21 to 29 years,408
E01002850,Aged 30 years and over,783
E01002851,Aged 15 years and under,107
E01002851,Aged 16 to 20 years,62
E01002851,Aged 21 to 29 years,285
E01002851,Aged 30 years and over,884
E01002852,Aged 15 years and under,335
E01002852,Aged 16 to 20 years,194
E01002852,Aged 21 to 29 years,503
E01002852,Aged 30 years and over,1181
E01002853,Aged 15 years and under,167
E01002853,Aged 16 to 20 years,159
E01002853,Aged 21 to 29 years,295
E01002853,Aged 30 years and over,806
E01002854,Aged 15 years and under,192
E01002854,Aged 16 to 20 years,71
E01002854,Aged 21 to 29 years,157
E01002854,Aged 30 years and over,683
E01002855,Aged 15 years and under,228
E01002855,Aged 16 to 20 years,73
E01002855,Aged 21 to 29 years,205
E01002855,Aged 30 years and over,1086
E01002856,Aged 15 years and under,159
E01002856,Aged 16 to 20 years,61
E01002856,Aged 21 to 29 years,270
E01002856,Aged 30 years and over,941
E01002857,Aged 15 years and under,212
E01002857,Aged 16 to 20 years,90
E01002857,Aged 21 to 29 years,237
E01002857,Aged 30 years and over,835
E01002858,Aged 15 years and under,175
E01002858,Aged 16 to 20 years,54
E01002858,Aged 21 to 29 years,273
E01002858,Aged 30 years and over,821
E01002859,Aged 15 years and under,141
E01002859,Aged 16 to 20 years,58
E01002859,Aged 21 to 29 years,218
E01002859,Aged 30 years and over,833
E01002860,Aged 15 years and under,188
E01002860,Aged 16 to 20 years,40
E01002860,Aged 21 to 29 years,151
E01002860,Aged 30 years and over,765
E01002861,Aged 15 years and under,229
E01002861,Aged 16 to 20 years,58
E01002861,Aged 21 to 29 years,137
E01002861,Aged 30 years and over,834
E01002862,Aged 15 years and under,65
E01002862,Aged 16 to 20 years,54
E01002862,Aged 21 to 29 years,235
E01002862,Aged 30 years and over,735
E01002863,Aged 15 years and under,151
E01002863,Aged 16 to 20 years,55
E01002863,Aged 21 to 29 years,94
E01002863,Aged 30 years and over,814
E01002864,Aged 15 years and under,313
E01002864,Aged 16 to 20 years,88
E01002864,Aged 21 to 29 years,184
E01002864,Aged 30 years and over,895
E01002865,Aged 15 years and under,241
E01002865,Aged 16 to 20 years,114
E01002865,Aged 21 to 29 years,133
E01002865,Aged 30 years and over,962
E01002866,Aged 15 years and under,225
E01002866,Aged 16 to 20 years,142
E01002866,Aged 21 to 29 years,265
E01002866,Aged 30 years and over,1199
E01002867,Aged 15 years and under,182
E01002867,Aged 16 to 20 years,83
E01002867,Aged 21 to 29 years,300
E01002867,Aged 30 years and over,1115
E01002868,Aged 15 years and under,293
E01002868,Aged 16 to 20 years,48
E01002868,Aged 21 to 29 years,104
E01002868,Aged 30 years and over,909
E01002869,Aged 15 years and under,364
E01002869,Aged 16 to 20 years,63
E01002869,Aged 21 to 29 years,232
E01002869,Aged 30 years and over,1082
E01002870,Aged 15 years and under,211
E01002870,Aged 16 to 20 years,85
E01002870,Aged 21 to 29 years,296
E01002870,Aged 30 years and over,1001
E01002871,Aged 15 years and under,239
E01002871,Aged 16 to 20 years,51
E01002871,Aged 21 to 29 years,153
E01002871,Aged 30 years and over,1020
