lsoa21cd,tov_count
E01001917,20
E01001922,36
E01001927,23
E01001928,19
E01001934,24
E01001935,20
E01001937,28
E01001941,30
E01001950,28
E01001858,16
E01001870,20
E01001871,5
E01001886,8
E01001887,10
E01001899,7
E01001920,11
E01001921,29
E01001923,28
E01001959,15
E01035487,9
E01001880,6
E01001911,6
E01001916,10
E01001954,13
E01001860,18
E01001866,14
E01001891,11
E01001925,18
E01001955,8
E01035485,6
E01035486,4
E01001919,21
E01001933,21
E01001898,26
E01001869,20
E01001943,38
E01001930,21
E01001932,24
E01001915,23
E01001876,29
E01001877,29
E01035484,17
E01001975,17
E01001977,19
E01001983,13
E01002001,17
E01002004,19
E01002097,26
E01002089,15
E01002087,20
E01002085,14
E01002081,27
E01002074,23
E01002050,16
E01002049,22
E01002047,12
E01002044,24
E01002043,19
E01002040,25
E01002039,12
E01002031,19
E01002028,20
E01002027,16
E01033086,13
E01033945,5
E01033946,6
E01001971,17
E01001981,21
E01001982,9
E01001986,32
E01002005,18
E01002016,16
E01002021,32
E01002026,26
E01002032,20
E01002045,24
E01002048,17
E01002051,22
E01002054,32
E01002055,9
E01002058,9
E01002060,17
E01002065,14
E01002079,25
E01002098,15
E01002105,25
E01033944,13
E01002093,27
E01002096,18
E01002100,34
E01002099,25
E01002083,8
E01002082,21
E01002077,30
E01002067,24
E01002064,17
E01002061,24
E01002057,18
E01002053,13
E01002046,29
E01002041,30
E01002023,28
E01002015,19
E01002013,14
E01002006,17
E01001976,25
E01001969,20
E01001965,23
E01002000,22
E01002076,29
E01002088,24
E01002103,33
E01002092,23
E01002073,13
E01002071,34
E01002062,19
E01002059,21
E01002036,37
E01002024,24
E01002017,23
E01001991,21
E01001974,17
E01001972,22
E01002018,16
E01002052,11
E01002090,26
E01002091,33
E01002104,20
E01002063,20
E01002007,27
E01001980,20
E01001978,29
E01032575,19
E01001967,45
E01001979,17
E01002033,20
E01002072,18
E01002034,31
E01002025,38
E01001988,24
E01001985,22
E01002066,27
E01002094,14
E01001998,13
E01001997,35
E01001984,17
E01001993,39
E01002014,18
E01002030,15
E01002069,22
E01002070,26
E01002078,23
E01001987,26
E01001995,29
E01001999,24
E01002038,28
E01001968,18
E01001970,27
E01001973,34
E01001994,43
E01002056,22
E01002086,20
E01002101,25
E01001990,27
E01002022,35
E01002029,24
E01002042,14
E01001996,24
E01002020,18
E01001989,25
E01001992,30
E01002009,24
E01002019,23
E01002095,27
E01002084,17
E01001963,38
E01002068,35
E01002075,34
E01002102,16
E01001964,26
E01002003,22
E01033943,23
E01001966,38
E01002002,37
E01002010,30
E01001962,30
E01002011,27
E01002037,65
E01002008,42
E01002206,7
E01034590,3
E01034596,2
E01034598,10
E01034600,14
E01002120,16
E01002124,9
E01002138,9
E01002169,13
E01002214,18
E01002217,10
E01002224,11
E01002231,15
E01002237,15
E01034595,8
E01034597,10
E01002207,17
E01002235,15
E01002211,5
E01002185,10
E01002182,13
E01002177,10
E01002170,19
E01002106,19
E01034592,15
E01034599,4
E01002108,12
E01002171,15
E01002197,9
E01002215,9
E01002234,21
E01002222,8
E01002220,12
E01002219,19
E01002165,16
E01002160,13
E01002131,8
E01002123,12
E01002125,20
E01002127,16
E01002198,14
E01002241,10
E01002143,15
E01034594,14
E01002167,15
E01002173,17
E01002178,14
E01002183,22
E01002204,20
E01002209,15
E01002210,14
E01002216,10
E01002240,6
E01002242,17
E01002238,11
E01002153,11
E01002121,14
E01002168,8
E01002201,6
E01002232,17
E01002236,14
E01002239,5
E01034589,14
E01034591,13
E01002122,14
E01002161,10
E01002163,13
E01002199,18
E01002208,14
E01032576,14
E01002119,26
E01002128,8
E01002151,12
E01002159,18
E01002162,12
E01002107,11
E01002109,13
E01002116,19
E01002164,20
E01002166,20
E01002175,20
E01002193,11
E01002195,5
E01002202,40
E01002218,9
E01002221,11
E01002223,8
E01002233,19
E01002136,9
E01002141,19
E01002111,21
E01002139,20
E01002149,10
E01002156,13
E01002157,11
E01002158,9
E01002172,21
E01002179,21
E01002188,9
E01002191,8
E01002196,12
E01002200,21
E01002227,10
E01002118,18
E01002129,19
E01002147,13
E01002148,14
E01002203,18
E01002145,16
E01002184,11
E01002192,11
E01002212,13
E01002110,9
E01002115,11
E01002130,25
E01002140,20
E01002146,10
E01002135,15
E01002150,11
E01002152,7
E01002174,14
E01002176,20
E01002189,13
E01002194,18
E01002142,13
E01002181,14
E01002228,21
E01002132,10
E01002186,19
E01002137,5
E01002133,14
E01002230,20
E01002113,13
E01002112,30
E01002226,19
E01034593,11
E01002155,5
E01002187,12
E01002190,15
E01002229,14
E01002134,4
E01002225,10
E01002114,25
E01002144,17
E01002287,15
E01002297,22
E01033786,10
E01033787,11
E01002378,16
E01002365,15
E01002355,20
E01002272,19
E01002264,26
E01033785,10
E01002351,21
E01002359,17
E01002318,25
E01002267,19
E01033788,26
E01002280,10
E01002346,24
E01002364,16
E01002335,15
E01002332,23
E01002261,16
E01002251,17
E01002316,41
E01002333,11
E01002340,30
E01002341,10
E01002358,26
E01002366,21
E01002258,21
E01002262,21
E01002283,19
E01002295,21
E01002336,24
E01002338,17
E01002352,24
E01002303,27
E01002274,31
E01002291,36
E01002322,24
E01002347,26
E01002362,20
E01002381,28
E01002382,21
E01002243,22
E01002256,9
E01002278,25
E01002315,10
E01002317,14
E01002327,17
E01002367,19
E01002245,26
E01002286,13
E01002309,15
E01002320,18
E01002323,19
E01002343,31
E01002363,24
E01002372,18
E01032741,17
E01002290,12
E01002307,21
E01002310,40
E01002314,24
E01002331,26
E01002350,33
E01002375,37
E01002292,23
E01002306,23
E01002326,26
E01002354,16
E01002356,42
E01002288,12
E01002302,22
E01002328,23
E01002342,30
E01002380,36
E01002383,27
E01002373,28
E01002284,18
E01002298,17
E01002300,16
E01002301,22
E01002324,15
E01002371,35
E01002386,41
E01002247,32
E01002281,46
E01002289,20
E01002376,12
E01032742,17
E01002266,14
E01002271,15
E01002308,24
E01002361,71
E01002244,20
E01002246,18
E01002255,10
E01002299,17
E01002339,11
E01002384,35
E01002390,24
E01002275,24
E01002279,22
E01002282,28
E01002319,53
E01002325,25
E01002360,27
E01002313,23
E01002330,25
E01002369,37
E01002379,30
E01002388,29
E01033784,47
E01002248,48
E01002269,19
E01002353,23
E01002265,15
E01002270,15
E01002321,29
E01002345,40
E01002349,16
E01002377,25
E01002329,17
E01002337,17
E01002374,32
E01002257,22
E01002263,11
E01002312,18
E01002254,17
E01002294,14
E01002334,20
E01002252,17
E01002253,18
E01002285,11
E01002250,37
E01002273,21
E01002368,71
E01002389,13
E01002260,24
E01002268,18
E01002277,20
E01002311,22
E01002387,21
E01002259,15
E01002305,22
E01002348,25
E01002370,56
E01002276,31
E01002296,23
E01002304,26
E01002391,19
E01002344,83
E01002385,26
E01034614,6
E01002395,17
E01002445,36
E01002546,10
E01034616,8
E01002398,11
E01002466,16
E01002493,20
E01002542,19
E01034606,12
E01034611,17
E01002394,19
E01002409,15
E01002450,6
E01002468,10
E01002469,23
E01002523,8
E01002550,14
E01002484,4
E01002413,17
E01002416,14
E01002420,10
E01002492,14
E01002501,11
E01002529,26
E01002553,14
E01002393,19
E01002429,15
E01002457,13
E01002487,20
E01002491,17
E01002518,11
E01002528,22
E01002547,12
E01002471,14
E01002417,15
E01034602,16
E01034609,18
E01002399,11
E01002421,13
E01002427,6
E01002431,4
E01002483,12
E01002415,12
E01002418,7
E01002422,18
E01002456,14
E01002465,13
E01002514,20
E01002530,15
E01002396,23
E01002511,12
E01002531,10
E01034604,14
E01002403,21
E01002404,28
E01002410,21
E01002424,18
E01002452,18
E01002489,21
E01002503,14
E01002551,9
E01034605,8
E01002397,23
E01002402,20
E01002408,12
E01002506,30
E01002508,14
E01002539,11
E01002552,14
E01002425,9
E01002451,14
E01002453,19
E01002467,14
E01002490,20
E01002526,26
E01002534,10
E01034610,5
E01034612,21
E01002401,24
E01002419,11
E01002426,14
E01002437,3
E01002482,12
E01002513,19
E01002537,19
E01002498,6
E01002502,11
E01002543,9
E01034617,10
E01002423,6
E01002449,25
E01002488,13
E01002545,11
E01002549,10
E01034601,6
E01002411,12
E01002435,18
E01002459,12
E01002463,4
E01002464,12
E01002478,9
E01002428,3
E01002432,17
E01002436,13
E01002448,41
E01002455,7
E01002470,29
E01002472,13
E01002496,23
E01002519,23
E01032577,12
E01034615,10
E01002481,18
E01002535,14
E01002536,1
E01002540,24
E01002509,8
E01002525,12
E01034603,10
E01002412,23
E01002414,16
E01002460,11
E01002462,7
E01002477,15
E01002479,11
E01002480,11
E01002548,26
E01034607,35
E01002392,10
E01002485,16
E01002541,9
E01002544,18
E01002433,20
E01002486,26
E01002495,19
E01002516,10
E01002520,30
E01002521,34
E01034608,58
E01002430,10
E01002439,9
E01002512,20
E01002434,14
E01002476,11
E01002497,31
E01002505,36
E01002507,33
E01002527,13
E01002538,17
E01002400,15
E01002440,10
E01002474,6
E01034613,28
E01002405,22
E01002442,9
E01002475,9
E01002446,55
E01002454,12
E01002458,10
E01002494,15
E01002533,11
E01002447,49
E01002461,15
E01002443,36
E01002499,13
E01002438,4
E01002473,14
E01002441,12
E01002444,238
E01002580,11
E01002627,13
E01002673,5
E01002689,19
E01033030,17
E01033081,11
E01034034,8
E01034043,13
E01034044,9
E01034045,15
E01002567,9
E01002602,14
E01002690,33
E01033000,19
E01033083,23
E01034035,8
E01034038,14
E01034041,5
E01034046,18
E01002556,17
E01002561,20
E01002588,14
E01002600,8
E01002613,15
E01002646,11
E01002656,23
E01002665,11
E01034032,17
E01034033,8
E01034040,11
E01002574,22
E01002616,9
E01002624,9
E01002630,14
E01002631,8
E01002636,6
E01002639,6
E01002651,17
E01002658,7
E01034036,17
E01002570,19
E01002573,35
E01002582,23
E01002584,30
E01002599,7
E01002603,18
E01002606,17
E01002619,14
E01002641,34
E01002647,13
E01002649,17
E01002659,8
E01002669,10
E01034039,11
E01002564,17
E01002609,15
E01002632,23
E01002652,10
E01002661,18
E01002666,12
E01002671,17
E01002681,31
E01002558,9
E01002587,12
E01002591,6
E01002605,24
E01002612,29
E01002643,31
E01002653,18
E01002657,25
E01002578,20
E01002590,21
E01002617,12
E01002625,20
E01002660,27
E01002662,17
E01002674,7
E01002687,29
E01034037,6
E01002622,10
E01002623,8
E01002640,12
E01002645,22
E01002663,21
E01002693,25
E01002575,24
E01002576,21
E01002581,18
E01002585,11
E01002595,20
E01002672,18
E01002577,28
E01002579,18
E01002604,13
E01002655,14
E01002675,15
E01032573,26
E01033082,15
E01033084,24
E01002560,14
E01002618,15
E01002557,11
E01002569,21
E01002586,10
E01002594,28
E01002620,27
E01002626,21
E01002596,19
E01002621,11
E01002628,18
E01002654,20
E01002670,21
E01002682,22
E01002607,42
E01002667,11
E01002668,12
E01034042,21
E01002571,12
E01002635,18
E01002563,17
E01002572,14
E01002598,22
E01002677,16
E01002691,15
E01002692,31
E01002555,20
E01002593,39
E01002680,13
E01002565,28
E01002629,28
E01002634,15
E01002562,16
E01002583,10
E01002637,21
E01002589,31
E01002608,23
E01002614,16
E01002676,15
E01002679,22
E01002601,16
E01002611,20
E01002638,24
E01002615,37
E01002650,32
E01002686,23
E01002592,33
E01002633,15
E01002610,19
E01002559,40
E01002678,27
E01002810,21
E01002809,10
E01002799,5
E01002796,4
E01002789,18
E01002785,24
E01002783,25
E01002781,21
E01002780,16
E01002778,23
E01002777,17
E01002772,27
E01002768,10
E01002767,11
E01002763,16
E01002760,16
E01002757,15
E01002755,9
E01002753,12
E01002752,15
E01002751,20
E01002749,9
E01002747,13
E01002741,19
E01002736,3
E01002733,8
E01002725,4
E01002723,6
E01002722,11
E01002721,11
E01002720,10
E01002715,7
E01002714,13
E01002711,22
E01002709,11
E01002703,10
E01002702,14
E01002701,11
E01002698,6
E01002694,7
E01033486,3
E01033487,3
E01033493,1
E01035651,7
E01035654,1
E01035656,4
E01002697,26
E01002699,5
E01002707,7
E01002717,5
E01002718,13
E01002719,12
E01002727,9
E01002728,4
E01002729,4
E01002730,17
E01002735,18
E01002737,8
E01002742,20
E01002743,15
E01002744,10
E01002745,12
E01002756,13
E01002759,19
E01002764,22
E01002766,15
E01002771,14
E01002773,13
E01002775,10
E01002776,15
E01002782,12
E01002786,18
E01002791,12
E01002792,15
E01002797,12
E01002798,10
E01002804,16
E01002811,15
E01033489,3
E01035652,7
E01035653,0
E01002807,13
E01002806,22
E01002801,8
E01002800,6
E01002795,15
E01002793,9
E01002790,7
E01002787,11
E01002765,20
E01002754,20
E01002748,15
E01002739,14
E01002716,13
E01002713,18
E01002710,11
E01002706,6
E01033490,5
E01035655,4
E01002784,14
E01002779,9
E01002769,23
E01002734,27
E01002726,15
E01002712,11
E01002696,9
E01002695,5
E01033488,9
E01002808,22
E01002802,4
E01002794,10
E01002770,26
E01002762,21
E01002732,17
E01002700,17
E01002758,23
E01002740,26
E01033494,8
E01002788,13
E01002738,14
E01002724,11
E01002708,14
E01002774,21
E01002805,8
E01002704,28
E01033491,17
E01002812,13
E01002815,6
E01002816,6
E01002823,15
E01002828,19
E01002829,16
E01002832,21
E01002833,24
E01002834,19
E01002836,28
E01002837,20
E01002841,30
E01002842,1
E01002843,8
E01002845,14
E01002846,3
E01002848,7
E01002849,6
E01002850,8
E01002851,14
E01002853,8
E01002857,13
E01002858,11
E01002865,19
E01002867,21
E01002869,15
E01002874,20
E01002876,30
E01002879,11
E01002880,11
E01002881,10
E01002882,16
E01002885,10
E01002891,17
E01002897,10
E01002904,2
E01002907,16
E01002909,22
E01002910,16
E01002914,30
E01002902,18
E01002899,16
E01002862,5
E01002861,17
E01002830,14
E01002831,23
E01002835,32
E01002839,8
E01002844,35
E01002855,14
E01002856,20
E01002860,32
E01002863,29
E01002866,17
E01002873,20
E01002878,18
E01002883,17
E01002886,16
E01002888,13
E01002889,5
E01002892,20
E01002893,24
E01002894,12
E01002896,18
E01002898,22
E01002903,46
E01002908,17
E01002813,18
E01002818,45
E01002847,11
E01002854,10
E01002872,10
E01002875,23
E01002884,16
E01002887,17
E01002859,36
E01002814,22
E01002840,15
E01002870,20
E01002905,21
E01002906,18
E01002913,14
E01002868,24
E01002871,46
E01002890,17
E01002911,37
E01035714,18
E01002817,17
E01002827,30
E01002877,19
E01002825,19
E01002864,28
E01002912,25
E01002819,27
E01002826,11
E01002900,36
E01002821,27
E01002824,18
E01002901,23
E01035713,20
E01002852,25
E01002969,8
E01034576,2
E01034577,3
E01002923,15
E01002980,7
E01002985,14
E01002993,10
E01002963,3
E01002967,10
E01002974,12
E01003008,9
E01002998,11
E01002934,10
E01002935,14
E01003011,14
E01002975,9
E01002942,5
E01002921,11
E01002915,11
E01002960,17
E01002997,9
E01002999,9
E01003007,13
E01002996,12
E01002990,9
E01002989,14
E01002943,15
E01033569,23
E01002940,2
E01002954,11
E01002973,6
E01002991,8
E01002944,9
E01002931,10
E01002947,11
E01002951,6
E01002958,6
E01002970,12
E01003002,12
E01002927,8
E01002932,15
E01002937,8
E01002938,16
E01002957,13
E01003009,13
E01002924,8
E01002945,10
E01002962,12
E01002987,15
E01002988,10
E01003005,13
E01003006,14
E01002925,12
E01002959,11
E01002972,12
E01002984,13
E01002986,11
E01002992,15
E01002994,2
E01002926,4
E01002939,14
E01002961,10
E01002976,6
E01002917,9
E01002982,8
E01002928,11
E01002933,10
E01002979,7
E01003003,20
E01002916,7
E01002918,9
E01002965,22
E01002983,16
E01003010,9
E01002920,6
E01002930,15
E01002941,10
E01002949,9
E01002981,10
E01002922,9
E01002977,12
E01002978,16
E01003004,10
E01002966,7
E01002971,7
E01002946,13
E01002955,15
E01002995,10
E01003001,15
E01002919,20
E01002956,11
E01002929,8
E01002950,19
E01002968,38
E01002964,19
E01002953,7
E01002952,10
E01003000,20
E01002948,21
E01003174,12
E01003175,13
E01003176,14
E01003177,13
E01003178,9
E01003179,13
E01003181,7
E01003184,7
E01003185,7
E01003188,6
E01003161,18
E01003136,17
E01003135,15
E01003129,13
E01003128,8
E01003127,12
E01003126,16
E01003125,8
E01003124,7
E01003122,10
E01003121,8
E01003115,22
E01003111,13
E01003100,6
E01003094,14
E01003093,17
E01003091,15
E01003088,8
E01003070,17
E01003064,24
E01003063,12
E01003061,15
E01003060,5
E01003059,5
E01003058,13
E01003056,12
E01003055,11
E01003046,11
E01003045,5
E01003044,6
E01003042,7
E01003034,20
E01003031,15
E01003025,18
E01003022,15
E01003017,3
E01003015,5
E01033208,1
E01033864,6
E01033866,7
E01003019,9
E01003023,21
E01003027,30
E01003029,10
E01003030,20
E01003037,15
E01003039,28
E01003041,9
E01003052,9
E01003054,7
E01003062,24
E01003075,11
E01003082,24
E01003086,15
E01003095,13
E01003097,16
E01003098,8
E01003104,5
E01003108,4
E01003113,14
E01003118,20
E01003120,31
E01003131,32
E01003132,12
E01003133,29
E01003142,29
E01003143,28
E01003146,28
E01003150,17
E01003157,20
E01003159,12
E01003160,10
E01003172,15
E01003180,9
E01003182,19
E01033863,4
E01003092,9
E01003112,5
E01003171,10
E01003173,11
E01003183,19
E01003165,12
E01003162,9
E01003158,14
E01003151,16
E01003149,18
E01003138,19
E01003134,22
E01003130,28
E01003119,24
E01003105,15
E01003102,10
E01003089,19
E01003057,16
E01003053,15
E01003048,20
E01003038,21
E01003035,19
E01003033,24
E01003032,12
E01003020,14
E01003016,7
E01003036,17
E01003069,20
E01003187,8
E01003156,9
E01003154,19
E01003114,30
E01003110,12
E01003087,26
E01003077,12
E01003050,8
E01003047,15
E01003043,6
E01003040,16
E01003024,17
E01003021,5
E01003065,21
E01003140,27
E01003167,33
E01003153,19
E01003145,26
E01003123,12
E01003101,7
E01003090,8
E01003084,18
E01003049,9
E01003067,29
E01003072,14
E01003139,22
E01003186,19
E01003163,16
E01003137,18
E01003106,7
E01003083,21
E01003080,19
E01003018,10
E01003014,7
E01033862,18
E01003117,30
E01003155,23
E01003148,18
E01003028,23
E01003066,29
E01003085,24
E01003096,20
E01003107,12
E01003116,14
E01003141,21
E01003169,14
E01033865,13
E01003078,17
E01003147,20
E01003068,20
E01003071,18
E01003051,15
E01003076,11
E01003079,24
E01003152,28
E01003164,17
E01003168,17
E01003073,16
E01003166,24
E01003026,25
E01003074,18
E01003081,33
E01032582,10
E01003099,6
E01003170,31
E01003013,11
E01003144,17
E01003205,10
E01003299,29
E01003305,18
E01003321,20
E01003322,17
E01003337,17
E01003338,32
E01003349,14
E01003252,21
E01003244,22
E01003238,16
E01003218,13
E01003209,20
E01033322,8
E01033325,2
E01034387,4
E01034388,4
E01034389,13
E01034393,4
E01034395,9
E01003195,10
E01003203,11
E01003214,23
E01003220,21
E01003224,15
E01003228,23
E01003245,26
E01003249,11
E01003253,20
E01003258,23
E01003262,18
E01003266,24
E01003290,15
E01003300,21
E01003302,16
E01003312,30
E01003315,15
E01003324,17
E01003326,17
E01003328,28
E01003329,25
E01003339,22
E01003340,30
E01003341,29
E01003344,23
E01003347,8
E01033341,11
E01003231,20
E01003272,26
E01003278,9
E01003279,19
E01003288,25
E01003293,17
E01003304,35
E01003308,18
E01003309,18
E01003311,23
E01003314,14
E01003316,17
E01003319,14
E01003333,21
E01003335,22
E01003343,22
E01003261,21
E01003259,21
E01003207,25
E01003206,14
E01032564,10
E01033320,21
E01034394,12
E01003189,24
E01003197,20
E01003215,11
E01003216,22
E01003273,14
E01003283,27
E01003298,10
E01003307,24
E01003313,27
E01003323,16
E01003327,39
E01003336,13
E01003345,20
E01003353,41
E01003257,16
E01003222,28
E01003211,23
E01003210,25
E01032579,21
E01034392,16
E01003204,12
E01003239,15
E01003241,17
E01003274,21
E01003280,13
E01003286,23
E01003287,23
E01003310,12
E01003330,21
E01003350,14
E01003352,22
E01003251,23
E01003230,27
E01003229,31
E01032565,12
E01034390,9
E01034391,10
E01003194,21
E01003201,10
E01003223,28
E01003232,17
E01003236,18
E01003268,21
E01003269,22
E01003275,9
E01003282,22
E01003320,26
E01003325,10
E01003255,25
E01003198,11
E01003202,11
E01003225,14
E01003227,18
E01003277,18
E01003284,14
E01003342,18
E01003256,28
E01003243,41
E01003190,49
E01003191,25
E01003221,30
E01003233,24
E01003247,26
E01003265,22
E01003270,23
E01003331,24
E01003332,18
E01003348,17
E01033324,14
E01003217,14
E01003246,35
E01003260,42
E01003263,38
E01003267,11
E01003271,35
E01003281,16
E01003291,19
E01003295,19
E01003301,15
E01003334,24
E01003351,23
E01003219,23
E01003226,26
E01003264,19
E01003285,23
E01003354,20
E01003212,30
E01003303,33
E01003196,29
E01003213,28
E01003235,37
E01003297,50
E01003193,27
E01003292,19
E01003318,26
E01033327,31
E01003237,26
E01003254,23
E01003276,15
E01003248,31
E01003199,11
E01003200,21
E01003240,33
E01003346,24
E01003192,33
E01003360,13
E01003369,9
E01003379,17
E01003390,17
E01003391,10
E01003393,17
E01003399,7
E01003472,12
E01003359,8
E01003371,11
E01003372,13
E01003377,6
E01003381,12
E01003397,21
E01003408,14
E01003410,13
E01003415,30
E01003430,18
E01003457,9
E01003355,7
E01003358,5
E01003368,9
E01003373,9
E01003394,20
E01003396,15
E01003407,18
E01003420,12
E01003423,5
E01003361,14
E01003382,11
E01003384,4
E01003385,10
E01003388,15
E01003400,8
E01003409,22
E01003411,26
E01003436,14
E01003438,18
E01003441,17
E01003456,9
E01003386,33
E01003395,23
E01003416,21
E01003429,17
E01003431,17
E01003450,18
E01003458,8
E01003477,13
E01003357,8
E01003401,8
E01003403,22
E01003404,8
E01003406,8
E01003424,13
E01003443,11
E01003448,18
E01003454,5
E01003455,9
E01003459,9
E01003461,22
E01003466,11
E01034580,4
E01003376,6
E01003387,17
E01003402,13
E01003418,9
E01003380,10
E01003414,24
E01003417,10
E01003433,28
E01003434,9
E01003442,7
E01003389,27
E01003378,22
E01003421,11
E01003422,21
E01003447,8
E01003476,7
E01003364,12
E01003366,6
E01003383,11
E01003392,18
E01003405,20
E01003412,25
E01003425,8
E01003428,9
E01003473,14
E01003478,17
E01003374,23
E01003398,29
E01003444,16
E01003463,11
E01003419,21
E01003440,6
E01003467,12
E01003469,12
E01003470,17
E01034579,19
E01034581,23
E01003413,12
E01003426,15
E01003453,17
E01003471,15
E01003356,11
E01003365,19
E01003370,13
E01003449,14
E01034578,13
E01003362,5
E01003439,12
E01003446,12
E01003451,15
E01003462,14
E01003468,9
E01003427,16
E01003363,14
E01003437,20
E01003474,15
E01003435,17
E01003445,18
E01003432,21
E01003452,27
E01003465,17
E01003464,14
E01003375,35
E01003460,31
E01003489,22
E01003491,29
E01003495,28
E01003496,16
E01003506,27
E01003509,30
E01003511,23
E01003519,25
E01003522,18
E01003524,21
E01003527,32
E01003530,25
E01003532,22
E01003534,20
E01003551,20
E01003553,23
E01003554,19
E01003560,33
E01003563,21
E01003565,20
E01003566,34
E01003567,16
E01003568,22
E01003569,27
E01003570,26
E01003572,20
E01003581,24
E01003582,18
E01003583,21
E01003585,8
E01003588,22
E01003589,26
E01003593,18
E01003597,27
E01003598,23
E01003607,16
E01003608,31
E01003621,18
E01003626,20
E01003627,24
E01003629,14
E01003633,17
E01003634,20
E01034200,17
E01034201,11
E01034203,10
E01034204,30
E01034214,4
E01034215,7
E01034216,4
E01034223,7
E01034226,13
E01034227,7
E01034228,8
E01034230,9
E01003484,24
E01003490,30
E01003492,34
E01003494,31
E01003521,27
E01003526,26
E01003528,10
E01003529,26
E01003533,19
E01003552,19
E01003555,18
E01003556,23
E01003561,22
E01003562,20
E01003564,28
E01003571,18
E01003573,28
E01003579,25
E01003580,22
E01003586,25
E01003595,16
E01003599,20
E01003602,35
E01003605,28
E01003611,21
E01003615,22
E01003628,24
E01003632,19
E01003637,9
E01034199,20
E01034202,9
E01034210,23
E01003487,10
E01003488,17
E01003507,51
E01003520,24
E01003525,26
E01003531,27
E01003543,33
E01003547,47
E01003549,17
E01003558,35
E01003575,28
E01003592,26
E01003594,35
E01003618,38
E01003624,16
E01003631,19
E01034207,17
E01034208,46
E01034221,25
E01003499,43
E01003516,32
E01003536,22
E01003538,28
E01003542,22
E01003550,19
E01003559,25
E01003577,36
E01003623,18
E01003630,18
E01003636,18
E01033584,20
E01034212,29
E01034219,23
E01003501,51
E01003508,38
E01003518,19
E01003537,37
E01003541,48
E01003545,16
E01003546,19
E01003574,29
E01003591,24
E01003596,19
E01003600,20
E01003603,32
E01003616,34
E01034231,2
E01003514,32
E01003523,52
E01003540,41
E01003557,25
E01033580,21
E01003480,32
E01034213,14
E01003485,15
E01003539,46
E01003548,20
E01003576,28
E01003604,33
E01003479,15
E01003498,36
E01034209,63
E01003587,17
E01003619,16
E01034217,23
E01003483,31
E01003512,29
E01003502,53
E01003503,42
E01003544,15
E01003625,18
E01034222,8
E01003486,83
E01003517,27
E01003601,30
E01003635,19
E01003513,119
E01003584,18
E01003590,20
E01033579,15
E01033586,14
E01034211,16
E01003535,37
E01003622,28
E01034218,24
E01033582,13
E01034220,117
E01034225,70
E01034229,30
E01003481,27
E01003578,27
E01003497,79
E01003500,55
E01003515,127
E01034224,27
E01034206,34
E01033581,35
E01034205,84
E01003684,33
E01003714,28
E01003729,35
E01003730,19
E01003733,21
E01003736,16
E01003761,22
E01003786,13
E01033590,14
E01034482,1
E01034483,9
E01003644,8
E01003652,13
E01003683,31
E01003688,16
E01003695,19
E01003696,23
E01003712,9
E01003713,23
E01003718,24
E01003731,25
E01003734,32
E01003742,35
E01003766,17
E01003772,14
E01003779,28
E01003781,23
E01034480,10
E01003647,17
E01003649,15
E01003651,19
E01003662,22
E01003668,20
E01003685,36
E01003715,22
E01003732,21
E01003738,35
E01003743,37
E01003754,19
E01003782,9
E01003787,16
E01034481,19
E01003646,23
E01003669,30
E01003672,20
E01003676,19
E01003691,14
E01003692,18
E01003701,28
E01003727,12
E01003741,35
E01003753,16
E01003767,30
E01003771,21
E01003784,20
E01003788,24
E01033589,11
E01033592,16
E01003653,22
E01003654,23
E01003661,25
E01003665,31
E01003673,39
E01003689,40
E01003698,20
E01003706,17
E01003721,16
E01003735,28
E01003762,33
E01003768,15
E01003769,29
E01003780,16
E01033591,34
E01003643,20
E01003645,36
E01003648,14
E01003650,12
E01003670,22
E01003680,22
E01003686,24
E01003725,14
E01003749,14
E01003752,26
E01003759,35
E01003765,23
E01034484,28
E01003638,23
E01003664,26
E01003671,22
E01003705,31
E01003724,18
E01003773,24
E01003704,16
E01003755,24
E01003757,21
E01032581,27
E01003659,15
E01003675,21
E01003697,34
E01003716,26
E01003737,44
E01003756,26
E01003783,16
E01003789,29
E01003682,19
E01003694,18
E01003710,19
E01003722,19
E01003760,16
E01003679,33
E01003707,19
E01003709,15
E01003723,20
E01003763,29
E01003641,22
E01003663,20
E01003739,48
E01003745,17
E01003656,17
E01003666,21
E01003674,36
E01003777,21
E01003655,28
E01003711,20
E01003720,26
E01003747,16
E01003750,32
E01003657,32
E01003658,22
E01003678,30
E01003699,18
E01003775,22
E01003793,21
E01003796,30
E01003702,19
E01003660,26
E01003690,28
E01003748,24
E01003778,35
E01003708,19
E01003740,46
E01003751,25
E01003774,24
E01003785,25
E01003794,20
E01003719,42
E01003790,27
E01003792,23
E01003677,37
E01003776,16
E01003642,16
E01003693,26
E01003700,22
E01003744,24
E01003764,28
E01003770,27
E01003681,17
E01003703,22
E01003746,29
E01003795,26
E01003791,39
E01003639,22
E01003726,42
E01003640,26
E01003808,15
E01003865,11
E01003868,6
E01003871,14
E01003854,19
E01003856,20
E01003863,10
E01003866,16
E01003902,2
E01003807,17
E01003811,7
E01003844,15
E01003858,24
E01003859,35
E01003874,14
E01003879,17
E01003898,9
E01003906,13
E01003798,18
E01003804,21
E01003832,11
E01003840,13
E01003857,23
E01003897,12
E01003861,19
E01003882,13
E01003883,8
E01003890,7
E01003803,12
E01003842,7
E01003862,14
E01003892,15
E01003909,17
E01003802,5
E01003810,5
