Lower layer Super Output Areas Code,Residents Population Density (per square kilometre)
E01001749 ,"13,971.8"
E01001763 ,"16,289.1"
E01001816 ,"11,372.0"
E01001819 ,"11,660.5"
E01035640 ,"13,263.6"
E01035641 ,"19,874.8"
E01001836 ,"14,074.4"
E01001840 ,"14,751.4"
E01001841 ,"9,985.4"
E01001844 ,"12,320.1"
E01001845 ,"14,356.9"
E01001837 ,"12,980.3"
E01001839 ,"21,877.3"
E01001842 ,"23,653.3"
E01001843 ,"16,261.8"
E01033704 ,"10,703.2"
E01033712 ,"9,507.1"
E01001772 ,"27,229.8"
E01001774 ,"11,045.0"
E01001775 ,"12,876.3"
E01001815 ,"16,242.0"
E01001820 ,"16,391.5"
E01001821 ,"19,650.7"
E01001753 ,"20,589.0"
E01001755 ,"16,463.7"
E01001773 ,"20,335.8"
E01001776 ,"16,820.9"
E01035642 ,"32,619.5"
E01035643 ,"17,697.8"
E01035644 ,"38,496.7"
E01035645 ,"19,893.5"
E01001781 ,"10,588.2"
E01001783 ,"26,113.8"
E01035646 ,"15,592.7"
E01035647 ,"29,138.4"
E01035648 ,"29,092.6"
E01035649 ,"17,119.4"
E01001798 ,"22,159.8"
E01001828 ,"18,462.2"
E01033702 ,"14,495.5"
E01033705 ,"8,951.3"
E01033710 ,"26,737.6"
E01001722 ,"21,788.1"
E01001728 ,"21,628.4"
E01001822 ,"23,773.8"
E01001827 ,"9,603.5"
E01001756 ,"12,558.6"
E01033699 ,"15,000.0"
E01033700 ,"22,645.5"
E01001744 ,"14,833.5"
E01001750 ,"14,554.2"
E01001751 ,"9,609.9"
E01035650 ,"12,286.1"
E01001780 ,"16,554.2"
E01001784 ,"23,315.8"
E01033709 ,"20,854.2"
E01033711 ,"24,811.9"
E01001777 ,"17,086.3"
E01033706 ,"10,718.5"
E01033708 ,"5,230.9"
E01001875 ,"10,864.4"
E01001876 ,"2,651.2"
E01001877 ,"1,077.2"
E01001878 ,"11,540.7"
E01035484 ,"2,197.3"
E01035485 ,"5,458.1"
E01001955 ,"9,612.4"
E01001957 ,"22,335.2"
E01001958 ,"37,912.1"
E01001961 ,"22,340.4"
E01001954 ,"17,440.0"
E01001956 ,"11,745.0"
E01001959 ,"10,423.3"
E01001960 ,"22,245.7"
E01001943 ,"5,079.7"
E01001944 ,"25,925.9"
E01001945 ,"14,453.1"
E01001946 ,"15,186.1"
E01001862 ,"19,245.1"
E01001940 ,"18,848.0"
E01001941 ,"10,867.5"
E01001942 ,"19,784.7"
E01001858 ,"14,062.5"
E01001860 ,"19,791.7"
E01001861 ,"18,708.4"
E01001863 ,"17,000.0"
E01001864 ,"20,376.9"
E01001852 ,"21,576.2"
E01001853 ,"18,211.7"
E01001854 ,"26,666.7"
E01001857 ,"21,912.2"
E01001859 ,"25,238.1"
E01001865 ,"13,558.6"
E01001927 ,"6,806.4"
E01001930 ,"6,829.3"
E01001895 ,"16,777.9"
E01001896 ,"16,642.9"
E01001897 ,"13,558.8"
E01001929 ,"15,791.3"
E01001851 ,"14,783.0"
E01001855 ,"21,653.6"
E01001856 ,"19,891.2"
E01001869 ,"5,821.9"
E01001873 ,"24,304.2"
E01001928 ,"9,637.1"
E01001931 ,"19,058.8"
E01001932 ,"8,854.3"
E01001933 ,"8,201.8"
E01001866 ,"10,053.4"
E01001867 ,"12,938.5"
E01001868 ,"21,087.0"
E01001870 ,"16,660.1"
E01001871 ,"11,532.0"
E01001872 ,"19,250.4"
E01001893 ,"18,983.5"
E01001894 ,"8,762.8"
E01001898 ,"7,294.9"
E01001899 ,"12,843.4"
E01001900 ,"12,567.9"
E01001889 ,"9,672.7"
E01001910 ,"16,645.9"
E01001913 ,"12,715.6"
E01001914 ,"22,481.3"
E01001885 ,"23,115.9"
E01001908 ,"31,921.3"
E01001909 ,"20,056.9"
E01001911 ,"10,947.5"
E01001912 ,"15,321.4"
E01001886 ,"15,604.5"
E01001887 ,"13,400.7"
E01001890 ,"13,134.1"
E01001892 ,"18,706.0"
E01001880 ,"11,577.3"
E01001881 ,"16,587.1"
E01001882 ,"20,862.9"
E01001883 ,"14,137.7"
E01001884 ,"22,304.8"
E01001888 ,"15,826.5"
E01001891 ,"14,620.7"
E01001917 ,"13,791.5"
E01001918 ,"14,463.6"
E01001919 ,"10,826.9"
E01001879 ,"18,047.3"
E01001901 ,"19,538.5"
E01001902 ,"22,823.7"
E01001903 ,"13,019.0"
E01001920 ,"8,792.5"
E01001921 ,"14,776.0"
E01001922 ,"8,516.8"
E01001923 ,"13,401.1"
E01001924 ,"15,701.2"
E01001947 ,"25,716.9"
E01001948 ,"16,301.1"
E01001949 ,"18,320.9"
E01001950 ,"13,784.8"
E01001951 ,"14,751.7"
E01001953 ,"15,850.5"
E01001904 ,"11,460.0"
E01001905 ,"19,346.6"
E01001906 ,"23,248.0"
E01001907 ,"18,667.7"
E01001935 ,"18,887.9"
E01032788 ,"13,675.6"
E01032789 ,"40,066.7"
E01032790 ,"14,468.6"
E01035486 ,"8,174.7"
E01035487 ,"14,141.7"
E01001915 ,"3,416.4"
E01001916 ,"3,385.0"
E01001926 ,"14,966.9"
E01001952 ,"16,979.4"
E01001925 ,"11,078.2"
E01001934 ,"10,786.6"
E01001937 ,"9,212.2"
E01001938 ,"14,756.6"
E01001969 ,"13,652.8"
E01001971 ,"15,019.7"
E01001974 ,"12,566.7"
E01001975 ,"15,586.0"
E01002036 ,"10,868.8"
E01002037 ,"2,156.8"
E01002039 ,"22,145.7"
E01002040 ,"15,300.5"
E01001962 ,"3,548.1"
E01001970 ,"9,006.6"
E01001972 ,"8,231.6"
E01001973 ,"6,360.5"
E01002090 ,"7,688.2"
E01002093 ,"8,062.3"
E01002096 ,"9,175.3"
E01002097 ,"14,755.3"
E01002091 ,"8,864.8"
E01002092 ,"7,737.4"
E01002094 ,"5,712.6"
E01002095 ,"5,603.0"
E01002098 ,"7,810.1"
E01002101 ,"9,625.7"
E01002102 ,"6,052.1"
E01002105 ,"15,835.2"
E01002099 ,"12,768.6"
E01002100 ,"12,623.8"
E01002103 ,"10,780.0"
E01002104 ,"8,568.1"
E01001963 ,"3,521.1"
E01001964 ,"2,577.6"
E01001965 ,"13,247.0"
E01001966 ,"2,734.1"
E01002027 ,"13,000.0"
E01002028 ,"13,833.3"
E01002032 ,"17,511.9"
E01002033 ,"14,674.3"
E01001976 ,"18,021.2"
E01001977 ,"16,784.5"
E01001978 ,"14,553.7"
E01001979 ,"11,705.8"
E01002074 ,"16,938.2"
E01002077 ,"16,080.8"
E01002079 ,"17,228.6"
E01002081 ,"13,860.5"
E01002082 ,"7,366.2"
E01002086 ,"6,115.2"
E01002088 ,"8,551.1"
E01002089 ,"29,008.6"
E01001967 ,"8,508.8"
E01001968 ,"11,663.1"
E01001996 ,"6,108.8"
E01001997 ,"9,344.5"
E01002075 ,"5,285.4"
E01002076 ,"17,096.8"
E01002078 ,"9,033.6"
E01033943 ,"5,211.4"
E01033944 ,"17,221.5"
E01002026 ,"15,131.7"
E01002029 ,"8,966.8"
E01002030 ,"5,615.8"
E01002031 ,"13,340.5"
E01001991 ,"13,237.6"
E01001992 ,"4,370.9"
E01001993 ,"6,062.5"
E01001995 ,"6,417.1"
E01001980 ,"16,389.9"
E01001981 ,"18,530.3"
E01001982 ,"17,743.8"
E01001983 ,"16,643.3"
E01002083 ,"9,051.3"
E01002084 ,"5,770.9"
E01002085 ,"16,651.3"
E01002087 ,"16,722.0"
E01002014 ,"10,212.0"
E01002015 ,"11,786.6"
E01002018 ,"11,316.9"
E01033086 ,"19,734.7"
E01033945 ,"18,013.2"
E01033946 ,"16,957.6"
E01002020 ,"5,280.1"
E01002022 ,"10,607.2"
E01002023 ,"8,388.5"
E01002025 ,"3,695.5"
E01002013 ,"11,257.2"
E01002019 ,"5,440.8"
E01002021 ,"7,703.5"
E01002024 ,"8,200.0"
E01001998 ,"12,446.9"
E01001999 ,"16,639.3"
E01002003 ,"11,523.2"
E01002004 ,"15,248.5"
E01002067 ,"12,031.8"
E01002069 ,"12,830.3"
E01002070 ,"15,750.5"
E01002073 ,"14,846.8"
E01002066 ,"13,253.8"
E01002068 ,"7,548.8"
E01002071 ,"16,512.1"
E01002072 ,"10,319.2"
E01002043 ,"16,620.8"
E01002045 ,"15,308.9"
E01002046 ,"9,551.4"
E01002049 ,"15,204.2"
E01002042 ,"6,491.3"
E01002044 ,"19,955.2"
E01002047 ,"16,241.4"
E01002048 ,"15,576.5"
E01002016 ,"11,319.5"
E01002017 ,"11,475.5"
E01002059 ,"6,658.1"
E01002060 ,"13,598.7"
E01002050 ,"18,273.6"
E01002051 ,"15,273.5"
E01002052 ,"10,308.6"
E01002055 ,"21,974.9"
E01001994 ,"5,317.5"
E01002008 ,"2,084.2"
E01002010 ,"2,671.8"
E01002011 ,"2,693.4"
E01002000 ,"10,883.8"
E01002001 ,"15,028.2"
E01002002 ,"2,595.5"
E01002058 ,"10,194.2"
E01002053 ,"14,150.9"
E01002054 ,"20,434.3"
E01002056 ,"13,778.3"
E01002057 ,"11,311.5"
E01001984 ,"8,758.1"
E01001985 ,"8,618.5"
E01001987 ,"5,573.7"
E01001989 ,"5,993.7"
E01001986 ,"11,566.9"
E01001988 ,"9,663.8"
E01001990 ,"12,828.9"
E01002062 ,"8,770.2"
E01002005 ,"15,510.6"
E01002006 ,"13,947.4"
E01002007 ,"8,575.7"
E01002009 ,"5,961.2"
E01002061 ,"9,206.9"
E01002063 ,"10,667.6"
E01002064 ,"15,841.4"
E01002065 ,"11,901.6"
E01002034 ,"8,818.1"
E01002038 ,"12,932.3"
E01002041 ,"14,685.5"
E01032575 ,"14,744.5"
E01002112 ,"2,545.6"
E01002114 ,772.9
E01002225 ,859.5
E01002226 ,"4,302.8"
E01002113 ,"2,534.5"
E01002115 ,"4,252.1"
E01002116 ,"5,214.8"
E01002118 ,"6,896.6"
E01034589 ,"7,024.9"
E01034590 ,"9,623.3"
E01002227 ,"6,959.3"
E01002228 ,"5,368.5"
E01002229 ,"2,899.3"
E01002230 ,"4,274.4"
E01002144 ,547.3
E01002146 ,"1,736.8"
E01002147 ,"2,167.2"
E01002149 ,"4,482.5"
E01002140 ,"7,178.3"
E01002141 ,"6,246.9"
E01002142 ,"5,090.4"
E01002143 ,"9,021.0"
E01002145 ,"5,368.0"
E01002139 ,"6,470.1"
E01002148 ,"4,362.3"
E01002150 ,"5,781.7"
E01002151 ,"5,142.9"
E01002152 ,"3,482.1"
E01002119 ,"10,727.1"
E01002120 ,"7,955.6"
E01002121 ,"6,449.6"
E01002122 ,"9,103.8"
E01002123 ,"9,970.9"
E01002106 ,"7,570.9"
E01002108 ,"9,122.5"
E01002109 ,"3,671.5"
E01002110 ,"6,833.7"
E01002111 ,"8,076.4"
E01002185 ,"10,778.6"
E01002186 ,"6,119.5"
E01002187 ,"4,103.9"
E01002190 ,"1,251.8"
E01002124 ,"10,672.6"
E01002125 ,"11,622.4"
E01002198 ,"10,378.0"
E01002200 ,"6,302.7"
E01002203 ,"6,498.0"
E01002232 ,"9,786.4"
E01002233 ,"11,990.1"
E01002234 ,"11,948.8"
E01002235 ,"10,936.6"
E01002236 ,"10,577.3"
E01002107 ,"6,411.7"
E01002197 ,"7,642.9"
E01002199 ,"9,202.8"
E01002201 ,"6,456.8"
E01002202 ,"11,600.6"
E01002179 ,"10,345.9"
E01002183 ,"11,321.2"
E01002184 ,"9,255.9"
E01002231 ,"9,576.2"
E01034591 ,"7,373.4"
E01034592 ,"8,730.7"
E01002156 ,"4,109.0"
E01002162 ,"10,530.1"
E01002163 ,"6,736.0"
E01034593 ,"1,324.4"
E01034594 ,"8,088.1"
E01002188 ,"3,287.0"
E01002189 ,"3,901.0"
E01002192 ,"3,717.7"
E01002193 ,"6,122.8"
E01002165 ,"8,558.3"
E01002166 ,"10,166.7"
E01002167 ,"9,793.1"
E01002168 ,"8,860.9"
E01002169 ,"8,119.8"
E01002153 ,"6,453.8"
E01002155 ,"2,310.0"
E01002157 ,"6,446.5"
E01002158 ,"4,732.6"
E01002128 ,"11,569.2"
E01002130 ,"8,756.8"
E01002181 ,"5,711.5"
E01002182 ,"10,683.3"
E01002159 ,"8,286.1"
E01002160 ,"8,179.1"
E01002161 ,"8,731.4"
E01002164 ,"7,315.6"
E01002191 ,"4,130.4"
E01002194 ,"4,321.7"
E01002195 ,"5,949.0"
E01002196 ,"4,878.2"
E01002127 ,"6,630.6"
E01002129 ,"6,654.5"
E01002131 ,"10,407.5"
E01034595 ,"10,756.9"
E01034596 ,"35,261.7"
E01034597 ,"11,910.3"
E01034598 ,"13,716.1"
E01002237 ,"14,690.8"
E01002238 ,"5,492.1"
E01002240 ,"11,621.1"
E01002242 ,"6,918.8"
E01002208 ,"4,652.8"
E01002209 ,"6,841.9"
E01002239 ,"5,371.8"
E01002241 ,"8,083.3"
E01002133 ,"5,169.7"
E01002136 ,"5,472.9"
E01002138 ,"10,959.8"
E01034599 ,"10,301.9"
E01034600 ,"15,831.3"
E01002211 ,"8,669.8"
E01002212 ,"6,870.5"
E01002216 ,"6,445.9"
E01002217 ,"14,599.6"
E01002132 ,"5,023.4"
E01002134 ,"1,199.7"
E01002135 ,"4,787.4"
E01002137 ,"2,946.0"
E01002218 ,"5,565.1"
E01002219 ,"6,584.8"
E01002221 ,"9,543.3"
E01002222 ,"7,675.8"
E01002214 ,"10,541.1"
E01002215 ,"10,110.7"
E01002220 ,"8,661.0"
E01002223 ,"8,798.4"
E01002224 ,"8,893.8"
E01002204 ,"10,561.5"
E01002206 ,"7,926.9"
E01002207 ,"9,774.0"
E01002210 ,"7,543.9"
E01032576 ,"7,422.6"
E01002170 ,"7,827.3"
E01002171 ,"9,063.3"
E01002172 ,"4,473.1"
E01002173 ,"9,478.6"
E01002174 ,"7,538.5"
E01002175 ,"6,886.5"
E01002176 ,"4,445.3"
E01002177 ,"7,238.0"
E01002178 ,"8,045.2"
E01002276 ,475.4
E01002278 ,"7,580.1"
E01002312 ,"1,943.2"
E01002313 ,"5,747.7"
E01002277 ,"1,103.7"
E01002279 ,"4,856.7"
E01002281 ,"6,039.7"
E01002283 ,"7,491.2"
E01002299 ,"5,380.5"
E01002301 ,"5,970.1"
E01002303 ,"7,523.6"
E01002304 ,290.7
E01002306 ,"10,273.7"
E01002307 ,"7,964.8"
E01002280 ,"11,839.6"
E01002282 ,"7,066.0"
E01002284 ,"7,569.5"
E01002297 ,"7,559.9"
E01002314 ,"9,856.5"
E01002316 ,"8,441.2"
E01002302 ,"6,020.3"
E01002305 ,618.9
E01002308 ,"4,090.9"
E01002326 ,"6,144.9"
E01002331 ,"5,380.1"
E01002309 ,"6,416.5"
E01002310 ,"6,666.7"
E01002311 ,"2,024.4"
E01002315 ,"7,900.3"
E01002294 ,"1,249.3"
E01002296 ,418.1
E01002298 ,"3,535.2"
E01002300 ,"6,041.7"
E01033784 ,"2,919.5"
E01033785 ,"8,973.4"
E01002333 ,"4,838.0"
E01002334 ,"1,788.0"
E01002336 ,"6,397.8"
E01002339 ,"4,132.4"
E01002341 ,"6,084.8"
E01002327 ,"5,535.4"
E01002328 ,"6,268.3"
E01002332 ,"6,286.7"
E01002335 ,"7,115.4"
E01002338 ,"5,785.8"
E01002340 ,"6,217.9"
E01002268 ,"1,758.0"
E01002269 ,"2,415.5"
E01002295 ,"7,198.8"
E01002377 ,"4,124.6"
E01002378 ,"7,114.3"
E01002383 ,"5,699.6"
E01002244 ,"5,419.8"
E01002245 ,"6,453.8"
E01002325 ,"2,829.6"
E01002329 ,"4,625.8"
E01002330 ,"3,805.5"
E01002337 ,"1,177.0"
E01002354 ,"4,476.0"
E01002376 ,"4,276.0"
E01002379 ,"4,474.3"
E01002380 ,"7,597.2"
E01002381 ,"4,205.3"
E01002243 ,"8,348.9"
E01002353 ,"4,446.6"
E01002356 ,"5,782.4"
E01032741 ,"5,250.4"
E01032742 ,"7,814.2"
E01002272 ,"6,035.5"
E01002274 ,"5,421.7"
E01002317 ,"4,122.7"
E01002318 ,"5,544.0"
E01002355 ,"6,523.8"
E01002382 ,"5,771.1"
E01002270 ,"2,564.1"
E01002271 ,"2,900.1"
E01002273 ,"1,608.1"
E01002275 ,"3,061.6"
E01002319 ,"4,927.2"
E01002350 ,"6,040.6"
E01002351 ,"9,038.9"
E01002352 ,"6,870.7"
E01002358 ,"9,282.6"
E01002246 ,"3,392.3"
E01002247 ,"7,604.8"
E01002248 ,"3,273.6"
E01002250 ,"1,710.5"
E01002251 ,"4,901.7"
E01033786 ,"9,418.9"
E01033787 ,"8,085.2"
E01033788 ,"6,165.4"
E01002252 ,"1,377.5"
E01002256 ,"5,431.1"
E01002258 ,"6,121.8"
E01002259 ,823.9
E01002391 ,201.5
E01002253 ,"1,535.7"
E01002254 ,"2,898.3"
E01002257 ,"2,286.9"
E01002384 ,"3,431.0"
E01002359 ,"5,766.4"
E01002360 ,"3,852.5"
E01002361 ,"5,454.3"
E01002363 ,"5,967.7"
E01002367 ,"4,602.6"
E01002320 ,"7,366.1"
E01002321 ,"3,953.3"
E01002322 ,"4,523.3"
E01002323 ,"5,859.4"
E01002324 ,"3,268.3"
E01002255 ,"2,613.5"
E01002289 ,"6,126.7"
E01002292 ,"4,906.5"
E01002362 ,"4,457.3"
E01002386 ,"3,766.7"
E01002287 ,"7,088.3"
E01002291 ,"4,991.7"
E01002364 ,"5,746.4"
E01002365 ,"5,895.5"
E01002366 ,"5,479.6"
E01002385 ,158.6
E01002387 ,"1,174.9"
E01002388 ,"4,498.1"
E01002389 ,"1,824.3"
E01002390 ,"4,376.5"
E01002265 ,"2,927.6"
E01002285 ,"2,983.6"
E01002286 ,"6,824.1"
E01002288 ,"4,700.0"
E01002290 ,"5,349.6"
E01002260 ,"1,623.5"
E01002261 ,"8,628.0"
E01002262 ,"7,876.3"
E01002263 ,"1,888.4"
E01002264 ,"8,261.7"
E01002266 ,"4,481.6"
E01002267 ,"8,611.1"
E01002372 ,"7,715.1"
E01002373 ,"5,457.2"
E01002374 ,"1,790.9"
E01002368 ,"1,904.0"
E01002369 ,"4,229.6"
E01002370 ,"1,001.2"
E01002371 ,"6,048.9"
E01002375 ,"7,364.6"
E01002343 ,"3,646.4"
E01002344 ,192.6
E01002348 ,565.8
E01002349 ,"2,668.4"
E01002342 ,"9,410.2"
E01002345 ,"4,424.6"
E01002346 ,"7,473.5"
E01002347 ,"3,299.0"
E01002473 ,432.9
E01002475 ,"2,158.6"
E01002476 ,"2,623.9"
E01002477 ,"4,268.6"
E01002482 ,"2,591.3"
E01002472 ,"3,108.5"
E01002474 ,"1,887.5"
E01002478 ,"4,377.2"
E01002483 ,"5,349.3"
E01002484 ,"6,071.4"
E01002485 ,"6,705.2"
E01002438 ,389.8
E01002439 ,"2,202.8"
E01002440 ,897.1
E01002441 ,226.2
E01002442 ,821.8
E01002433 ,"5,422.4"
E01002436 ,"3,677.2"
E01002479 ,"2,354.1"
E01002480 ,"2,928.5"
E01002481 ,"4,470.5"
E01002533 ,"1,090.7"
E01002534 ,"3,721.0"
E01002538 ,"1,654.3"
E01002539 ,"4,590.4"
E01002418 ,"6,429.1"
E01002419 ,"5,715.3"
E01002431 ,"4,773.6"
E01002432 ,"4,641.8"
E01002437 ,"3,280.1"
E01002430 ,"1,523.4"
E01002434 ,"1,593.7"
E01002435 ,"4,294.1"
E01002470 ,"4,764.9"
E01002535 ,"5,358.8"
E01002416 ,"8,441.4"
E01002417 ,"5,495.5"
E01002420 ,"5,494.7"
E01002421 ,"4,900.7"
E01002471 ,"6,170.1"
E01002465 ,"5,771.0"
E01002467 ,"4,344.5"
E01002494 ,677.6
E01002536 ,"3,392.9"
E01002537 ,"5,494.6"
E01002415 ,"6,376.5"
E01002466 ,"7,495.7"
E01002468 ,"8,700.5"
E01002469 ,"7,159.5"
E01002495 ,"4,152.9"
E01002458 ,"1,477.2"
E01002459 ,"3,270.0"
E01002460 ,"3,724.5"
E01002462 ,"3,588.9"
E01002464 ,"2,068.8"
E01002461 ,598.8
E01002463 ,"2,410.1"
E01002512 ,"1,729.9"
E01002513 ,"2,535.7"
E01002516 ,"2,497.4"
E01002450 ,"6,976.7"
E01002451 ,"7,124.6"
E01002452 ,"4,501.0"
E01002453 ,"6,607.4"
E01002454 ,"1,163.4"
E01002414 ,"2,936.0"
E01002514 ,"6,872.4"
E01034601 ,"4,318.9"
E01034602 ,"4,862.7"
E01034603 ,"3,302.2"
E01034604 ,"6,021.1"
E01034605 ,"6,185.8"
E01002520 ,"4,022.9"
E01002521 ,"3,795.5"
E01002523 ,"9,251.3"
E01034606 ,"12,129.5"
E01034607 ,"3,943.8"
E01002410 ,"4,766.5"
E01002412 ,"3,259.9"
E01002456 ,"5,548.4"
E01002509 ,"3,282.0"
E01002511 ,"6,657.1"
E01002422 ,"8,086.9"
E01002423 ,"2,685.7"
E01002424 ,"4,587.3"
E01002425 ,"4,696.3"
E01002427 ,"7,842.8"
E01002428 ,"2,679.3"
E01002408 ,"8,205.8"
E01002409 ,"8,291.4"
E01002429 ,"4,251.4"
E01002455 ,"5,406.4"
E01002457 ,"7,074.4"
E01002392 ,"3,759.1"
E01002393 ,"6,531.7"
E01002540 ,"8,061.0"
E01002542 ,"11,970.6"
E01002543 ,"7,031.1"
E01002394 ,"5,946.9"
E01002395 ,"8,011.6"
E01002397 ,"11,062.1"
E01002398 ,"11,317.9"
E01002399 ,"9,490.7"
E01002426 ,"9,548.8"
E01002411 ,"4,382.5"
E01002413 ,"5,267.6"
E01002518 ,"5,724.8"
E01002519 ,"3,113.3"
E01002550 ,"7,536.8"
E01034608 ,"2,237.9"
E01034609 ,"11,747.9"
E01002541 ,"5,255.6"
E01002544 ,"2,736.7"
E01002545 ,"5,271.7"
E01002546 ,"9,074.8"
E01002547 ,"9,549.2"
E01002400 ,"3,308.5"
E01002401 ,"7,047.6"
E01002402 ,"8,190.0"
E01002403 ,"12,109.6"
E01002404 ,"9,735.6"
E01002548 ,"1,840.8"
E01002549 ,"3,097.1"
E01002551 ,"6,719.1"
E01002552 ,"6,708.9"
E01002553 ,"9,287.2"
E01002396 ,"5,386.2"
E01002501 ,"7,766.4"
E01002502 ,"10,524.4"
E01002505 ,"2,516.2"
E01002508 ,"6,205.3"
E01002405 ,"1,953.9"
E01002503 ,"10,052.1"
E01002506 ,"7,289.3"
E01002507 ,"1,795.9"
E01034610 ,"6,071.4"
E01034611 ,"8,149.3"
E01034612 ,"6,131.8"
E01034613 ,"1,007.4"
E01002486 ,"2,195.2"
E01002487 ,"9,897.0"
E01002526 ,"9,946.3"
E01002528 ,"5,397.4"
E01034614 ,"16,138.4"
E01034615 ,"4,659.2"
E01002445 ,"9,180.1"
E01002525 ,"3,534.0"
E01002529 ,"9,863.8"
E01002530 ,"6,664.2"
E01002531 ,"4,919.6"
E01002488 ,"5,849.1"
E01002489 ,"7,181.6"
E01002490 ,"6,374.5"
E01002492 ,"6,735.3"
E01034616 ,"13,378.0"
E01034617 ,"6,224.3"
E01002444 ,119.9
E01002446 ,"1,006.2"
E01002447 ,"1,101.0"
E01002527 ,"1,830.3"
E01002443 ,784.3
E01002448 ,"3,003.2"
E01002449 ,"5,638.5"
E01002491 ,"9,020.4"
E01002493 ,"11,299.4"
E01002496 ,"3,336.7"
E01002497 ,"3,689.8"
E01002498 ,"3,571.6"
E01002499 ,899.9
E01032577 ,"4,945.9"
E01002569 ,"10,276.3"
E01002570 ,"11,164.7"
E01002573 ,"8,431.4"
E01002574 ,"10,658.1"
E01002575 ,"7,135.3"
E01002620 ,"9,058.9"
E01002625 ,"8,752.6"
E01002626 ,"4,630.5"
E01002627 ,"14,374.0"
E01002631 ,"8,865.8"
E01002633 ,"2,254.7"
E01002634 ,"7,301.7"
E01002637 ,"2,752.3"
E01002638 ,"2,770.9"
E01002563 ,"3,789.7"
E01002565 ,"5,552.8"
E01002567 ,"8,349.3"
E01002686 ,"1,797.5"
E01034032 ,"7,178.5"
E01034033 ,"12,141.4"
E01002571 ,"6,351.5"
E01002572 ,"1,701.5"
E01002577 ,"4,676.4"
E01002578 ,"3,064.7"
E01002689 ,"11,183.6"
E01002690 ,"7,665.4"
E01002576 ,"9,033.3"
E01002579 ,"4,267.0"
E01002580 ,"12,286.2"
E01002581 ,"10,312.5"
E01002582 ,"9,736.4"
E01002675 ,"8,556.2"
E01002678 ,555.5
E01002679 ,"4,009.5"
E01002680 ,"5,081.9"
E01002619 ,"8,807.9"
E01002622 ,"9,343.1"
E01002632 ,"5,226.2"
E01002635 ,"3,773.3"
E01002636 ,"10,119.2"
E01002618 ,"8,937.1"
E01002621 ,"7,069.4"
E01002623 ,"9,586.7"
E01002628 ,"6,118.5"
E01002629 ,"4,994.4"
E01002630 ,"8,801.0"
E01002639 ,"9,295.8"
E01002640 ,"10,103.0"
E01002674 ,"7,318.6"
E01002676 ,"1,730.9"
E01002583 ,"4,477.7"
E01002584 ,"6,476.7"
E01002585 ,"8,819.8"
E01002586 ,"4,287.0"
E01002589 ,"2,539.0"
E01002668 ,"6,657.9"
E01002669 ,"6,189.2"
E01002681 ,"7,846.1"
E01002682 ,"5,392.2"
E01034034 ,"16,984.8"
E01034035 ,"10,394.2"
E01002643 ,"8,456.1"
E01002645 ,"8,724.9"
E01002658 ,"7,707.3"
E01002677 ,"8,909.4"
E01034036 ,"16,306.1"
E01034037 ,"12,318.9"
E01002587 ,"10,604.4"
E01002588 ,"14,257.6"
E01002660 ,"7,785.2"
E01002661 ,"8,473.1"
E01002665 ,"12,548.6"
E01002624 ,"7,987.4"
E01002646 ,"16,083.0"
E01002662 ,"10,249.2"
E01002663 ,"12,478.3"
E01034038 ,"11,795.5"
E01034039 ,"15,977.9"
E01002641 ,"13,191.2"
E01002649 ,"10,024.4"
E01002657 ,"8,291.1"
E01033083 ,"16,340.2"
E01033084 ,"14,626.2"
E01034040 ,"13,515.5"
E01034041 ,"13,513.3"
E01002653 ,"8,865.5"
E01002654 ,"4,476.7"
E01002655 ,"7,354.3"
E01002656 ,"6,890.2"
E01002659 ,"5,126.5"
E01002667 ,"7,008.6"
E01002670 ,"4,402.8"
E01002671 ,"7,776.8"
E01002672 ,"6,023.5"
E01002673 ,"29,945.8"
E01002647 ,"12,699.1"
E01002650 ,"1,478.9"
E01002651 ,"14,572.5"
E01002652 ,"9,943.0"
E01002666 ,"7,322.1"
E01002555 ,"2,884.2"
E01002556 ,"9,251.9"
E01002590 ,"7,556.7"
E01002592 ,"1,248.0"
E01002595 ,"8,345.0"
E01002557 ,"6,146.8"
E01002558 ,"9,349.2"
E01002559 ,"1,083.4"
E01002560 ,"6,031.8"
E01002561 ,"7,016.0"
E01002591 ,"5,853.8"
E01002593 ,"5,091.1"
E01002594 ,"8,636.0"
E01002611 ,"2,351.4"
E01002612 ,"6,333.5"
E01002613 ,"8,613.6"
E01002598 ,"8,583.5"
E01002599 ,"8,652.1"
E01002600 ,"10,415.4"
E01002603 ,"8,742.7"
E01033000 ,"20,782.9"
E01033030 ,"25,686.5"
E01002604 ,"5,452.7"
E01002605 ,"7,172.5"
E01002606 ,"8,124.1"
E01002607 ,"7,117.5"
E01002615 ,"1,710.0"
E01002596 ,"4,644.6"
E01002601 ,"1,197.3"
E01002602 ,"7,131.3"
E01002614 ,"3,561.6"
E01002616 ,"7,141.6"
E01002608 ,"5,509.4"
E01002609 ,"8,569.4"
E01002610 ,"1,163.9"
E01002617 ,"3,622.3"
E01002687 ,"9,462.7"
E01002691 ,"3,204.8"
E01002692 ,"6,431.4"
E01002693 ,"8,718.9"
E01032573 ,"7,794.1"
E01002562 ,"1,557.2"
E01034042 ,"2,702.4"
E01034043 ,"21,899.7"
E01034044 ,"20,602.0"
E01002564 ,"7,899.1"
E01033081 ,"16,308.8"
E01033082 ,"5,329.7"
