Lower layer Super Output Areas Code,Residents Population Density (per square kilometre)
E01034045 ,"28,191.8"
E01034046 ,"14,338.2"
E01002755 ,"13,445.5"
E01002756 ,"11,396.4"
E01002758 ,"14,551.6"
E01002804 ,"13,978.2"
E01002807 ,"18,492.4"
E01002811 ,"17,071.5"
E01002753 ,"17,857.1"
E01002754 ,"12,583.3"
E01002757 ,"15,923.1"
E01002759 ,"14,135.3"
E01002760 ,"19,140.0"
E01002772 ,"18,177.4"
E01002735 ,"27,287.8"
E01002805 ,"11,195.3"
E01002806 ,"14,735.9"
E01002808 ,"14,580.8"
E01002809 ,"19,100.1"
E01002810 ,"21,162.2"
E01002768 ,"15,535.2"
E01002770 ,"8,768.4"
E01002771 ,"12,898.9"
E01002773 ,"17,046.6"
E01002774 ,"11,989.9"
E01002732 ,"13,326.0"
E01002734 ,"20,084.9"
E01002736 ,"20,177.6"
E01002737 ,"25,318.6"
E01002751 ,"23,764.6"
E01002742 ,"18,709.1"
E01002747 ,"15,160.7"
E01002748 ,"11,705.6"
E01002749 ,"18,317.3"
E01033493 ,"36,270.7"
E01033494 ,"14,390.2"
E01002730 ,"12,432.6"
E01002733 ,"16,231.7"
E01002763 ,"13,191.5"
E01035651 ,"19,565.2"
E01035652 ,"13,638.3"
E01002769 ,"8,637.8"
E01002785 ,"13,089.4"
E01002788 ,"14,861.3"
E01002789 ,"13,814.5"
E01002738 ,"7,339.3"
E01002741 ,"14,407.9"
E01002743 ,"15,689.3"
E01002744 ,"13,262.6"
E01002752 ,"17,971.2"
E01002764 ,"13,695.3"
E01002783 ,"17,286.6"
E01002784 ,"13,562.6"
E01002786 ,"17,821.7"
E01002787 ,"13,264.2"
E01002762 ,"11,700.0"
E01002767 ,"18,099.2"
E01033486 ,"15,540.5"
E01033487 ,"49,139.3"
E01033488 ,"16,351.9"
E01033491 ,"10,304.3"
E01035653 ,"12,595.2"
E01035654 ,"31,432.4"
E01002777 ,"14,220.3"
E01002778 ,"18,476.2"
E01002779 ,"15,840.9"
E01002781 ,"19,078.9"
E01002782 ,"16,254.3"
E01002739 ,"15,677.7"
E01002740 ,"10,184.7"
E01002745 ,"13,233.4"
E01002795 ,"10,975.1"
E01002796 ,"14,217.9"
E01002716 ,"17,291.5"
E01002718 ,"15,897.2"
E01002721 ,"13,490.1"
E01002775 ,"11,891.9"
E01002776 ,"16,039.7"
E01002780 ,"21,506.3"
E01002708 ,"6,270.4"
E01002712 ,"11,993.0"
E01002713 ,"19,636.9"
E01002765 ,"16,717.4"
E01002766 ,"15,947.3"
E01002717 ,"9,710.4"
E01002719 ,"10,219.3"
E01002720 ,"20,916.3"
E01002790 ,"17,896.1"
E01002791 ,"12,995.8"
E01002793 ,"17,307.7"
E01002698 ,"18,537.7"
E01002699 ,"16,229.5"
E01002700 ,"7,652.9"
E01002714 ,"13,452.8"
E01002792 ,"17,504.7"
E01002722 ,"17,048.4"
E01002797 ,"16,780.1"
E01002798 ,"14,274.4"
E01002799 ,"22,553.2"
E01002800 ,"21,313.3"
E01002694 ,"23,751.8"
E01002697 ,"17,664.0"
E01002709 ,"21,061.2"
E01002710 ,"11,495.3"
E01002715 ,"29,152.2"
E01002696 ,"11,796.1"
E01002794 ,"11,295.7"
E01002801 ,"13,644.9"
E01002802 ,"17,075.6"
E01035655 ,"13,476.2"
E01035656 ,"28,947.4"
E01002695 ,"12,440.9"
E01002711 ,"13,401.6"
E01002727 ,"13,074.3"
E01002728 ,"14,472.5"
E01002729 ,"11,375.4"
E01002707 ,"15,328.3"
E01002723 ,"16,000.0"
E01002724 ,"7,284.1"
E01002725 ,"22,278.7"
E01002726 ,"10,142.3"
E01033489 ,"15,449.7"
E01033490 ,"11,648.6"
E01002701 ,"17,732.2"
E01002702 ,"21,312.6"
E01002703 ,"27,220.9"
E01002704 ,"7,030.7"
E01002706 ,"14,963.3"
E01002852 ,"4,309.6"
E01002853 ,"22,488.2"
E01002854 ,"8,583.7"
E01002855 ,"15,033.1"
E01002857 ,"22,933.3"
E01002904 ,"13,028.2"
E01002905 ,"9,922.8"
E01002906 ,"9,044.9"
E01002907 ,"24,664.1"
E01002876 ,"14,679.5"
E01002877 ,"13,019.7"
E01002878 ,"11,850.9"
E01002908 ,"14,460.6"
E01002909 ,"21,460.2"
E01002829 ,"24,065.7"
E01002830 ,"23,140.9"
E01002831 ,"15,575.7"
E01002832 ,"21,587.3"
E01002856 ,"18,356.9"
E01002870 ,"12,602.8"
E01002872 ,"13,911.2"
E01002879 ,"22,894.1"
E01002880 ,"17,736.4"
E01002881 ,"23,225.3"
E01002882 ,"8,841.9"
E01002883 ,"12,757.1"
E01002884 ,"17,974.0"
E01002885 ,"24,407.4"
E01002886 ,"10,748.0"
E01002833 ,"16,712.7"
E01002871 ,"11,202.1"
E01002873 ,"10,469.2"
E01002874 ,"13,679.1"
E01002875 ,"7,889.8"
E01002824 ,"8,144.5"
E01002825 ,"9,301.7"
E01002826 ,"5,709.1"
E01002827 ,"6,786.7"
E01002828 ,"12,372.5"
E01002864 ,"4,994.9"
E01002866 ,"11,616.0"
E01002867 ,"15,864.0"
E01002868 ,"5,497.0"
E01002869 ,"17,159.8"
E01002887 ,"13,576.1"
E01002889 ,"13,070.5"
E01002890 ,"8,898.8"
E01002891 ,"11,983.8"
E01002892 ,"17,598.9"
E01002813 ,"13,405.6"
E01002815 ,"18,140.6"
E01002816 ,"17,777.8"
E01002817 ,"8,556.9"
E01002865 ,"11,069.5"
E01002818 ,"7,324.2"
E01002819 ,"5,074.6"
E01002859 ,"9,750.2"
E01002860 ,"10,287.8"
E01002863 ,"8,993.6"
E01002812 ,"16,440.3"
E01002834 ,"19,951.8"
E01002839 ,"24,428.6"
E01002850 ,"18,833.8"
E01002888 ,"19,623.1"
E01002821 ,"5,646.3"
E01002823 ,"15,223.9"
E01002858 ,"22,500.0"
E01002861 ,"14,570.8"
E01002862 ,"24,750.0"
E01002814 ,"15,253.1"
E01002847 ,"19,293.6"
E01002848 ,"15,256.1"
E01002851 ,"22,225.9"
E01002835 ,"9,387.9"
E01002836 ,"18,118.9"
E01002837 ,"16,101.7"
E01035713 ,"7,135.7"
E01002846 ,"12,218.0"
E01002849 ,"23,759.6"
E01002893 ,"16,081.6"
E01002894 ,"13,024.6"
E01002898 ,"12,993.0"
E01002899 ,"16,751.7"
E01002900 ,"13,141.5"
E01002901 ,"3,206.2"
E01002902 ,"8,871.2"
E01002903 ,"11,537.1"
E01002844 ,"9,264.9"
E01002845 ,"16,605.1"
E01002910 ,"9,613.8"
E01002911 ,"10,637.4"
E01002914 ,"6,704.1"
E01002896 ,"13,949.0"
E01002897 ,"10,419.0"
E01002912 ,"13,199.6"
E01035714 ,"11,528.6"
E01002840 ,"11,764.0"
E01002841 ,"10,933.6"
E01002842 ,"55,769.2"
E01002843 ,"19,242.2"
E01002913 ,"16,141.2"
E01003006 ,"4,744.5"
E01003007 ,"8,017.8"
E01003008 ,"7,195.4"
E01003009 ,"6,785.5"
E01003010 ,"4,765.2"
E01002952 ,979.7
E01002953 ,"1,139.6"
E01002955 ,"3,041.1"
E01002956 ,"2,172.1"
E01002959 ,"3,241.5"
E01002935 ,"10,215.1"
E01002938 ,"8,445.9"
E01002951 ,"6,726.4"
E01002954 ,"5,950.5"
E01002957 ,"6,939.2"
E01002933 ,"12,402.7"
E01002934 ,"9,196.1"
E01002937 ,"12,134.3"
E01003011 ,"6,707.6"
E01033569 ,"10,854.2"
E01034576 ,"14,793.9"
E01034577 ,"30,420.4"
E01002964 ,"8,005.7"
E01002969 ,"27,460.1"
E01002971 ,"5,660.4"
E01002972 ,"12,246.1"
E01002974 ,"9,832.8"
E01002932 ,"8,876.4"
E01002960 ,"6,022.0"
E01002962 ,"6,601.1"
E01002970 ,"6,310.6"
E01002973 ,"5,293.3"
E01002929 ,"2,825.7"
E01002930 ,"7,367.0"
E01002931 ,"6,567.7"
E01002963 ,"9,866.4"
E01002985 ,"9,994.2"
E01002927 ,"7,616.7"
E01002928 ,"7,622.4"
E01002958 ,"9,389.5"
E01002961 ,"5,186.3"
E01002986 ,"3,122.2"
E01002965 ,"7,229.7"
E01002967 ,"9,436.8"
E01002968 ,"5,234.0"
E01002990 ,"10,112.5"
E01002991 ,"6,868.7"
E01002922 ,"5,173.5"
E01002926 ,"5,552.1"
E01002966 ,"3,930.6"
E01002992 ,"4,751.5"
E01002921 ,"10,034.9"
E01002987 ,"8,917.6"
E01002988 ,"5,881.5"
E01002989 ,"12,541.3"
E01002975 ,"5,023.6"
E01002977 ,"5,682.3"
E01002980 ,"6,101.5"
E01002981 ,"4,250.9"
E01002984 ,"5,272.7"
E01002923 ,"14,302.8"
E01002925 ,"6,792.0"
E01002993 ,"9,488.3"
E01002995 ,"3,907.6"
E01002999 ,"8,104.5"
E01002915 ,"4,759.3"
E01002916 ,"3,360.6"
E01002917 ,"5,183.2"
E01002920 ,"3,428.8"
E01002924 ,"4,742.3"
E01002976 ,"6,164.9"
E01002978 ,"5,104.5"
E01002979 ,"4,521.0"
E01002982 ,"5,753.6"
E01002983 ,"2,570.5"
E01002994 ,"4,719.7"
E01002996 ,"7,599.6"
E01002997 ,"6,523.8"
E01002998 ,"11,225.6"
E01003002 ,"6,277.2"
E01002918 ,"4,100.3"
E01002919 ,"2,593.5"
E01003000 ,"1,629.9"
E01003001 ,"5,206.5"
E01003003 ,"7,396.1"
E01002939 ,"6,287.2"
E01002941 ,"2,664.4"
E01002942 ,"6,617.9"
E01003004 ,"5,265.9"
E01003005 ,"6,662.3"
E01002944 ,"4,418.7"
E01002945 ,"6,347.9"
E01002946 ,"3,229.2"
E01002947 ,"5,581.9"
E01002940 ,"7,502.2"
E01002943 ,"4,749.2"
E01002948 ,420.2
E01002949 ,"6,197.2"
E01002950 ,"1,683.6"
E01003015 ,"18,000.0"
E01003108 ,"19,375.8"
E01003110 ,"13,603.2"
E01003111 ,"26,938.8"
E01003112 ,"12,061.8"
E01003101 ,"12,355.5"
E01003105 ,"17,807.9"
E01003106 ,"17,941.2"
E01003107 ,"14,293.4"
E01033862 ,"8,309.5"
E01033863 ,"13,105.8"
E01003102 ,"10,271.1"
E01003104 ,"21,263.8"
E01003122 ,"18,477.2"
E01003129 ,"20,810.2"
E01033208 ,"33,774.7"
E01033864 ,"16,753.2"
E01033865 ,"10,958.9"
E01033866 ,"27,250.6"
E01003098 ,"18,447.2"
E01003099 ,"5,589.9"
E01003100 ,"19,822.8"
E01003180 ,"11,371.7"
E01003183 ,"10,566.5"
E01003097 ,"15,881.8"
E01003121 ,"25,553.7"
E01003123 ,"11,021.4"
E01003124 ,"16,642.1"
E01003125 ,"24,458.2"
E01003181 ,"18,697.8"
E01003184 ,"25,529.6"
E01003185 ,"21,931.8"
E01003186 ,"11,685.8"
E01003187 ,"16,339.9"
E01003089 ,"14,670.2"
E01003091 ,"21,281.1"
E01003092 ,"14,908.1"
E01003126 ,"17,034.8"
E01003128 ,"18,927.3"
E01003046 ,"17,721.5"
E01003048 ,"15,757.8"
E01003075 ,"21,971.8"
E01003182 ,"9,900.3"
E01003188 ,"15,629.6"
E01003088 ,"16,822.0"
E01003093 ,"31,294.3"
E01003094 ,"18,228.8"
E01003096 ,"14,663.9"
E01003127 ,"15,577.1"
E01003045 ,"17,440.8"
E01003047 ,"9,900.4"
E01003049 ,"14,869.6"
E01003059 ,"28,554.8"
E01003060 ,"19,906.1"
E01003061 ,"16,738.0"
E01003034 ,"14,315.6"
E01003035 ,"14,333.1"
E01003036 ,"15,566.4"
E01003090 ,"16,905.1"
E01003095 ,"10,600.4"
E01003037 ,"12,604.9"
E01003038 ,"12,806.6"
E01003039 ,"11,043.8"
E01003040 ,"8,256.0"
E01003042 ,"11,579.5"
E01003072 ,"8,371.1"
E01003073 ,"9,490.8"
E01003076 ,"7,181.6"
E01003077 ,"18,017.4"
E01003078 ,"7,795.9"
E01003019 ,"13,530.6"
E01003053 ,"14,443.5"
E01003054 ,"25,011.4"
E01003056 ,"20,541.5"
E01003058 ,"21,723.4"
E01003020 ,"12,663.4"
E01003050 ,"16,146.8"
E01003052 ,"17,680.7"
E01003055 ,"11,695.9"
E01003176 ,"15,177.0"
E01003029 ,"12,293.2"
E01003032 ,"9,561.1"
E01003041 ,"15,833.3"
E01003057 ,"17,705.1"
E01003043 ,"15,648.0"
E01003044 ,"20,997.0"
E01003051 ,"11,455.8"
E01003071 ,"13,096.8"
E01003074 ,"3,316.5"
E01003026 ,"4,318.2"
E01003027 ,"11,241.9"
E01003028 ,"10,849.2"
E01003030 ,"10,305.2"
E01003033 ,"10,895.6"
E01003018 ,"13,487.0"
E01003171 ,"15,781.4"
E01003173 ,"13,032.7"
E01003177 ,"16,491.8"
E01003178 ,"13,949.8"
E01003021 ,"13,395.5"
E01003022 ,"13,956.9"
E01003023 ,"20,352.9"
E01003024 ,"14,834.8"
E01003025 ,"13,056.8"
E01003136 ,"14,252.6"
E01003137 ,"14,028.4"
E01003159 ,"12,251.4"
E01003160 ,"14,356.4"
E01003162 ,"16,983.5"
E01003031 ,"17,392.3"
E01003156 ,"13,672.9"
E01003157 ,"9,450.4"
E01003158 ,"13,086.2"
E01003161 ,"11,067.2"
E01003163 ,"7,983.0"
E01003132 ,"10,147.0"
E01003172 ,"15,955.7"
E01003174 ,"13,443.3"
E01003175 ,"13,000.8"
E01003179 ,"22,161.4"
E01003164 ,"12,380.2"
E01003165 ,"8,973.8"
E01003168 ,"7,990.4"
E01003169 ,"12,372.4"
E01003170 ,"5,927.3"
E01003130 ,"12,692.0"
E01003131 ,"11,748.6"
E01003135 ,"18,701.6"
E01003138 ,"11,164.0"
E01003151 ,"14,527.9"
E01003079 ,"7,582.3"
E01003080 ,"13,174.0"
E01003133 ,"9,528.2"
E01003134 ,"9,906.9"
E01003152 ,"8,659.7"
E01003064 ,"9,586.9"
E01003066 ,"5,472.7"
E01003081 ,"9,041.4"
E01003166 ,"11,093.8"
E01003167 ,"8,844.2"
E01003116 ,"6,338.8"
E01003117 ,"11,044.2"
E01003118 ,"8,812.7"
E01003153 ,"17,759.6"
E01003155 ,"11,078.8"
E01003083 ,"10,384.1"
E01003084 ,"10,680.4"
E01003085 ,"7,976.0"
E01003149 ,"6,611.4"
E01003154 ,"10,645.3"
E01003065 ,"13,657.1"
E01003068 ,"8,849.0"
E01003082 ,"10,956.2"
E01003086 ,"10,693.7"
E01003087 ,"12,407.5"
E01003113 ,"10,917.9"
E01003114 ,"12,205.4"
E01003119 ,"12,096.0"
E01003120 ,"16,547.7"
E01003148 ,"9,459.3"
E01003150 ,"11,979.0"
E01003062 ,"13,525.1"
E01003063 ,"11,047.1"
E01003067 ,"10,366.7"
E01003069 ,"5,821.3"
E01003070 ,"12,048.3"
E01003115 ,"14,894.2"
E01003141 ,"11,312.1"
E01003144 ,"3,062.8"
E01003145 ,"9,981.9"
E01003147 ,"11,706.2"
E01003139 ,"11,982.8"
E01003140 ,"10,888.7"
E01003142 ,"10,000.0"
E01003143 ,"9,293.7"
E01003146 ,"13,461.2"
E01003013 ,"5,640.2"
E01003014 ,"8,055.7"
E01003016 ,"7,225.2"
E01003017 ,"12,536.5"
E01032582 ,"7,151.4"
E01003244 ,"28,473.1"
E01003245 ,"18,101.7"
E01003247 ,"10,632.0"
E01003249 ,"18,431.9"
E01034387 ,"36,873.6"
E01034388 ,"22,839.3"
E01034389 ,"18,473.5"
E01003246 ,"9,991.7"
E01003248 ,"6,430.3"
E01003251 ,"7,555.6"
E01003252 ,"22,053.1"
E01003253 ,"9,588.7"
E01003297 ,"4,566.7"
E01003299 ,"11,838.6"
E01003301 ,"12,230.5"
E01003302 ,"14,829.2"
E01003305 ,"20,193.8"
E01003207 ,"19,296.9"
E01003209 ,"15,007.9"
E01003210 ,"9,411.1"
E01003212 ,"8,933.8"
E01003215 ,"8,882.1"
E01003338 ,"14,416.8"
E01003339 ,"11,304.3"
E01003340 ,"11,817.1"
E01003341 ,"7,590.6"
E01003343 ,"11,452.2"
E01003199 ,"6,221.6"
E01003201 ,"10,721.1"
E01003204 ,"6,272.4"
E01003205 ,"15,455.6"
E01003206 ,"6,859.8"
E01003211 ,"7,722.1"
E01003213 ,"9,160.4"
E01003214 ,"11,366.5"
E01033324 ,"8,593.0"
E01033325 ,"22,483.6"
E01003198 ,"8,824.6"
E01003200 ,"1,997.6"
E01003202 ,"6,750.4"
E01003203 ,"13,265.9"
E01003336 ,"12,158.7"
E01003337 ,"10,831.4"
E01003342 ,"10,366.7"
E01003344 ,"8,913.7"
E01003345 ,"12,227.1"
E01003273 ,"8,145.9"
E01003277 ,"11,714.5"
E01003278 ,"13,863.0"
E01003279 ,"8,614.9"
E01003282 ,"11,175.4"
E01003283 ,"9,101.4"
E01003284 ,"11,709.3"
E01003286 ,"9,127.2"
E01003272 ,"13,418.6"
E01003274 ,"10,831.1"
E01003275 ,"8,734.6"
E01003276 ,"4,125.0"
E01003225 ,"7,487.1"
E01003231 ,"8,970.5"
E01003232 ,"8,382.5"
E01003233 ,"13,292.3"
E01003280 ,"8,265.5"
E01003281 ,"4,312.5"
E01003285 ,"7,951.9"
E01003287 ,"8,099.5"
E01003292 ,"13,466.2"
E01003293 ,"14,122.4"
E01003295 ,"9,840.2"
E01033320 ,"10,702.6"
E01033322 ,"17,957.1"
E01003319 ,"13,653.0"
E01003320 ,"8,490.4"
E01003323 ,"8,908.6"
E01003325 ,"13,572.5"
E01003226 ,"10,154.7"
E01003227 ,"6,643.7"
E01003228 ,"11,097.0"
E01003229 ,"7,893.3"
E01003230 ,"9,473.4"
E01003318 ,"5,876.5"
E01003321 ,"10,498.5"
E01003322 ,"11,040.5"
E01003324 ,"18,092.2"
E01034390 ,"9,260.6"
E01034391 ,"6,882.7"
E01003254 ,"4,457.5"
E01003255 ,"11,012.7"
E01003260 ,"7,722.0"
E01003261 ,"8,440.3"
E01003262 ,"9,465.8"
E01003217 ,"12,010.0"
E01003218 ,"10,907.2"
E01003220 ,"9,287.3"
E01003222 ,"8,600.3"
E01003224 ,"11,387.2"
E01003263 ,"5,104.9"
E01003268 ,"6,317.8"
E01003269 ,"7,582.8"
E01003270 ,"5,837.5"
E01003271 ,"5,527.2"
E01003307 ,"11,050.4"
E01003308 ,"11,351.5"
E01003314 ,"10,606.1"
E01003315 ,"9,082.1"
E01003316 ,"10,214.4"
E01003216 ,"7,901.7"
E01003219 ,"8,224.3"
E01003221 ,"6,472.9"
E01003223 ,"5,595.8"
E01003346 ,"4,822.3"
E01003349 ,"11,244.5"
E01003351 ,"9,204.8"
E01003354 ,"5,617.1"
E01003309 ,"10,207.9"
E01003310 ,"9,931.3"
E01003311 ,"8,531.0"
E01003312 ,"8,850.8"
E01003313 ,"6,702.2"
E01003256 ,"9,586.5"
E01003257 ,"7,352.0"
E01003258 ,"12,870.2"
E01003259 ,"8,472.7"
E01003193 ,"5,163.6"
E01003194 ,"5,357.8"
E01003195 ,"7,581.6"
E01003196 ,"6,598.1"
E01003197 ,"7,806.0"
E01003347 ,"12,246.3"
E01003348 ,"5,530.5"
E01003350 ,"5,456.4"
E01003352 ,"10,246.3"
E01003353 ,"6,899.9"
E01003264 ,"7,231.5"
E01003265 ,"7,134.8"
E01003266 ,"10,064.3"
E01003267 ,"5,324.0"
E01003329 ,"9,313.3"
E01003330 ,"6,133.4"
E01003331 ,"9,675.8"
E01003332 ,"7,792.5"
E01003334 ,"10,506.2"
E01003189 ,"9,251.3"
E01003190 ,"7,108.2"
E01003191 ,"8,402.4"
E01003192 ,"1,760.5"
E01003326 ,"13,202.3"
E01003327 ,"7,925.2"
E01003328 ,"9,277.9"
E01003333 ,"12,211.6"
E01003335 ,"12,918.1"
E01003236 ,"9,542.4"
E01003237 ,"6,516.2"
E01003238 ,"11,410.9"
E01003239 ,"7,337.3"
E01032564 ,"8,537.7"
E01003235 ,"2,910.4"
E01003240 ,"9,550.5"
E01003241 ,"5,583.3"
E01003243 ,"6,174.3"
E01032565 ,"6,708.3"
E01003298 ,"9,349.9"
E01003300 ,"12,569.7"
E01003303 ,"7,778.3"
E01003304 ,"13,204.0"
E01032579 ,"12,390.8"
E01034392 ,"16,074.4"
E01034393 ,"16,615.9"
E01034394 ,"12,098.6"
E01034395 ,"19,505.2"
E01003288 ,"12,649.5"
E01003290 ,"13,254.7"
E01003291 ,"5,465.5"
E01033327 ,"6,771.0"
E01033341 ,"10,376.2"
E01003472 ,"14,889.9"
E01003473 ,"7,166.5"
E01003474 ,"2,251.6"
E01003478 ,"5,704.5"
E01034578 ,"2,866.5"
E01034579 ,"5,580.4"
E01003460 ,395.8
E01003462 ,"3,211.9"
E01003464 ,"1,758.5"
E01003465 ,"2,113.2"
E01003400 ,"8,023.1"
E01003454 ,"8,675.2"
E01003456 ,"6,715.6"
E01003476 ,"7,913.5"
E01003477 ,"8,764.4"
E01003401 ,"7,844.0"
E01003402 ,"6,544.9"
E01003403 ,"5,895.7"
E01003404 ,"8,564.1"
E01003461 ,"5,313.8"
E01003369 ,"17,532.1"
E01003370 ,"13,017.0"
E01003371 ,"12,818.2"
E01003455 ,"7,873.6"
E01034580 ,"7,860.9"
E01034581 ,"5,429.2"
E01003359 ,"10,306.6"
E01003360 ,"12,965.9"
E01003457 ,"11,577.8"
E01003458 ,"12,834.2"
E01003459 ,"11,521.4"
E01003394 ,"12,875.9"
E01003395 ,"7,581.1"
E01003396 ,"15,829.8"
E01003397 ,"12,079.4"
E01003398 ,"9,130.4"
E01003368 ,"11,259.3"
E01003372 ,"13,364.7"
E01003393 ,"21,011.7"
E01003406 ,"8,893.6"
E01003407 ,"9,818.3"
E01003355 ,"12,485.9"
E01003356 ,"4,004.4"
E01003358 ,"11,681.9"
E01003383 ,"6,561.8"
E01003384 ,"10,985.6"
E01003442 ,"6,715.9"
E01003443 ,"7,358.9"
E01003444 ,"6,111.5"
E01003445 ,"3,795.9"
E01003463 ,"2,771.1"
E01003380 ,"7,621.1"
E01003382 ,"10,793.0"
E01003385 ,"8,241.8"
E01003399 ,"10,773.9"
E01003423 ,"7,921.9"
E01003357 ,"5,632.0"
E01003376 ,"8,011.2"
E01003377 ,"14,972.6"
E01003408 ,"12,321.3"
E01003410 ,"12,898.9"
E01003386 ,"14,316.3"
E01003388 ,"11,780.4"
E01003389 ,"9,750.3"
E01003392 ,"5,851.2"
E01003409 ,"8,000.0"
E01003387 ,"8,967.7"
E01003391 ,"15,230.4"
E01003411 ,"9,746.2"
E01003412 ,"8,417.3"
E01003435 ,"2,587.0"
E01003361 ,"7,946.8"
E01003424 ,"5,144.3"
E01003425 ,"5,490.8"
E01003426 ,"4,461.4"
E01003428 ,"5,014.9"
E01003366 ,"3,044.0"
E01003381 ,"10,181.3"
E01003446 ,"8,214.1"
E01003447 ,"3,996.0"
E01003471 ,"5,645.5"
E01003413 ,"6,910.1"
E01003414 ,"7,706.8"
E01003415 ,"10,978.4"
E01003416 ,"4,936.2"
E01003434 ,"8,699.3"
E01003373 ,"9,064.9"
E01003378 ,"9,995.5"
E01003379 ,"14,977.8"
E01003390 ,"19,402.8"
E01003405 ,"8,621.1"
E01003429 ,"10,653.6"
E01003430 ,"13,752.1"
E01003431 ,"13,507.9"
E01003432 ,"3,509.7"
E01003433 ,"5,840.4"
E01003466 ,"7,219.4"
E01003467 ,"4,493.6"
E01003468 ,"3,774.1"
E01003469 ,"5,591.7"
E01003470 ,"7,844.5"
E01003362 ,"3,256.4"
E01003363 ,"3,665.8"
E01003364 ,"8,251.6"
E01003365 ,"4,429.2"
E01003421 ,"5,819.6"
E01003374 ,"5,427.0"
E01003375 ,972.5
E01003437 ,"5,198.4"
E01003440 ,"3,666.5"
E01003441 ,"8,666.7"
E01003427 ,"5,719.2"
E01003436 ,"8,049.9"
E01003439 ,"4,377.8"
E01003448 ,"11,505.0"
E01003453 ,"8,930.5"
E01003438 ,"9,432.1"
E01003449 ,"6,247.5"
E01003450 ,"7,966.3"
E01003451 ,"3,391.5"
E01003452 ,"6,576.1"
E01003417 ,"5,299.8"
E01003418 ,"9,549.7"
E01003419 ,"3,019.4"
E01003420 ,"7,760.3"
E01003422 ,"5,093.9"
E01003543 ,"14,088.2"
E01003544 ,"11,938.0"
E01003546 ,"15,387.3"
E01003550 ,"15,362.7"
E01003576 ,"12,030.7"
E01003581 ,"17,736.2"
E01003582 ,"18,646.4"
E01003583 ,"21,344.2"
E01003578 ,"2,408.2"
E01003584 ,"5,772.8"
E01003586 ,"12,285.5"
E01003590 ,"6,235.9"
E01003579 ,"20,203.5"
E01003585 ,"22,332.0"
E01003587 ,"15,431.4"
E01003591 ,"13,706.0"
E01003528 ,"17,072.9"
E01003575 ,"11,262.7"
E01003577 ,"13,655.6"
E01003580 ,"8,957.0"
E01003545 ,"10,336.1"
E01003548 ,"9,769.7"
E01003549 ,"17,912.1"
E01003557 ,"11,094.7"
E01003547 ,"10,964.7"
E01003555 ,"11,174.4"
E01003561 ,"21,532.7"
E01003567 ,"19,735.0"
E01003556 ,"14,268.1"
E01003558 ,"11,410.5"
E01003570 ,"18,596.5"
E01003571 ,"21,695.2"
E01003572 ,"17,878.5"
E01003551 ,"19,171.9"
E01003553 ,"19,414.0"
E01003554 ,"19,417.2"
E01003559 ,"15,429.3"
E01003529 ,"20,517.8"
E01003530 ,"15,700.1"
E01003531 ,"10,125.8"
E01003532 ,"20,634.5"
E01003534 ,"16,931.5"
E01003533 ,"20,218.3"
E01003560 ,"21,081.8"
E01003563 ,"28,791.2"
E01003588 ,"20,939.6"
E01003589 ,"13,498.2"
E01003616 ,"12,678.6"
E01003618 ,"14,145.9"
E01003619 ,"9,775.6"
E01034199 ,"17,225.4"
E01034200 ,"12,352.5"
E01003562 ,"21,363.2"
E01003564 ,"21,755.5"
E01003565 ,"23,159.6"
E01003566 ,"20,164.4"
E01003625 ,"5,276.0"
E01003626 ,"16,409.8"
E01003627 ,"19,986.9"
E01003628 ,"18,202.4"
E01003629 ,"29,907.8"
E01003552 ,"15,009.4"
E01003596 ,"15,371.5"
E01003597 ,"24,430.8"
E01003635 ,"4,602.8"
E01003568 ,"23,551.9"
E01003569 ,"23,521.0"
E01003573 ,"23,383.5"
E01003574 ,"13,477.8"
E01003520 ,"15,218.7"
E01003521 ,"15,947.1"
E01003522 ,"23,682.9"
E01003525 ,"16,080.6"
E01003526 ,"17,553.7"
E01003488 ,"15,253.8"
E01003489 ,"24,373.0"
E01003490 ,"19,821.1"
E01003524 ,"21,882.1"
E01003631 ,"11,268.1"
E01003632 ,"17,713.7"
E01003633 ,"19,303.5"
E01003634 ,"12,050.9"
E01003636 ,"11,203.5"
E01003598 ,"26,378.8"
E01003600 ,"14,755.4"
E01003630 ,"18,103.4"
E01003637 ,"20,074.4"
E01003491 ,"19,130.4"
E01003592 ,"12,913.8"
E01003599 ,"12,313.4"
E01034201 ,"20,641.9"
E01034202 ,"17,444.3"
E01003535 ,"3,729.2"
E01003536 ,"12,128.1"
E01003621 ,"24,656.7"
E01003622 ,"7,537.3"
E01003623 ,"6,449.8"
E01003523 ,"11,990.3"
E01003527 ,"11,126.0"
E01003537 ,"11,139.2"
E01003542 ,"16,646.8"
E01003624 ,"11,819.5"
E01003492 ,"21,617.0"
E01003494 ,"20,018.9"
E01003495 ,"17,481.0"
E01034203 ,"28,773.8"
E01034204 ,"21,315.5"
E01003594 ,"15,775.9"
E01003595 ,"19,567.6"
E01003602 ,"18,347.3"
E01003607 ,"15,075.6"
E01003496 ,"7,085.5"
E01003498 ,"8,010.3"
E01003500 ,"2,792.3"
E01003593 ,"13,860.3"
E01003601 ,"6,224.5"
E01003603 ,"9,566.1"
E01003605 ,"19,509.9"
E01003608 ,"21,871.0"
E01003538 ,"12,270.1"
E01003539 ,"10,132.9"
E01003540 ,"9,778.5"
