lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,layer,adult_entertainment,eating_drinking,education,parking,recreational,sports_other_entertainment,transport_stations,accommodation,off_premise_alcohol_outlets,major_retail_hubs,Area_km2,adult_entertainment_density_per_km2,eating_drinking_density_per_km2,education_density_per_km2,parking_density_per_km2,recreational_density_per_km2,sports_other_entertainment_density_per_km2,transport_stations_density_per_km2,accommodation_density_per_km2,off_premise_alcohol_outlets_density_per_km2,major_retail_hubs_density_per_km2,log_adult_entertainment_density_per_km2,log_eating_drinking_density_per_km2,log_education_density_per_km2,log_parking_density_per_km2,log_recreational_density_per_km2,log_sports_other_entertainment_density_per_km2,log_transport_stations_density_per_km2,log_accommodation_density_per_km2,log_off_premise_alcohol_outlets_density_per_km2,log_major_retail_hubs_density_per_km2
E01002987,Kingston upon Thames 011B,E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,3,48,2,3,0,4,1,2,2,5,0.21259407,14.11140018,225.7824029,9.407600119,14.11140018,0,18.81520024,4.70380006,9.407600119,9.407600119,23.5190003,2.715449438,5.42399098,2.34253632,2.715449438,0,2.986449332,1.74113263,2.34253632,2.34253632,3.199448339
E01002988,Kingston upon Thames 011C,E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,12,1,0,1,4,0,0,1,0,0.285180083,0,42.07867484,3.506556236,0,3.506556236,14.02622495,0,0,3.506556236,0,0,3.763028091,1.505533278,0,1.505533278,2.709797004,0,0,1.505533278,0
E01003005,Kingston upon Thames 018E,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231304355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E01003006,Kingston upon Thames 001A,E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,1,0,2,3,0,0,0,0,0.321043874,0,0,3.114839064,0,6.229678127,9.344517191,0,0,0,0,0,0,1.414599724,0,1.978194516,2.336456639,0,0,0,0
E01002925,Kingston upon Thames 013B,E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,9,0,0,0,2,0,0,1,0,0.231241553,0,38.92034064,0,0,0,8.648964587,0,0,4.324482294,0,0,3.686885985,0,0,0,2.266850613,0,0,1.672315485,0
E01002959,Kingston upon Thames 002E,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,2,0,0,2,0,0,0,0,0.428473972,0,0,4.667728102,0,0,4.667728102,0,0,0,0,0,0,1.73478835,0,0,1.73478835,0,0,0,0
E01002972,Kingston upon Thames 005D,E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,13,0,0,0,0,0,0,1,1,0.167272283,0,77.71759753,0,0,0,0,0,0,5.978276733,5.978276733,0,4.365866733,0,0,0,0,0,0,1.942802,1.942802
E01002984,Kingston upon Thames 012E,E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,2,0,1,0,0,0,0,0,0.271473946,0,0,7.367189478,0,3.683594739,0,0,0,0,0,0,0,2.124318043,0,1.544065922,0,0,0,0,0
E01002986,Kingston upon Thames 008E,E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,2,0,0,0,8,0,0,0,0,0.438768093,0,4.558216585,0,0,0,18.23286634,0,0,0,0,0,1.715277299,0,0,0,2.956620604,0,0,0,0
E01002992,Kingston upon Thames 010D,E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,0,0,0,1,0,0,0,0,0.330074513,0,0,0,0,0,3.029618956,0,0,0,0,0,0,0,0,0,1.39367182,0,0,0,0
E01002994,Kingston upon Thames 016A,E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,2,1,0,0,0,0,0,0,0,0.319265465,0,6.264379399,3.132189699,0,0,0,0,0,0,0,0,1.98298287,1.41880746,0,0,0,0,0,0,0
E01002926,Kingston upon Thames 010B,E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,2,0,1,1,0,1,1,0,0,0.288916533,0,6.922414503,0,3.461207252,3.461207252,0,3.461207252,3.461207252,0,0,0,2.069696021,0,1.495419414,1.495419414,0,1.495419414,1.495419414,0,0
E01002939,Kingston upon Thames 018A,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,2,4,2,1,0,1,1,0,0,0,0.261767496,7.640368012,15.28073602,7.640368012,3.820184006,0,3.820184006,3.820184006,0,0,0,2.156445176,2.78998257,2.156445176,1.572812103,0,1.572812103,1.572812103,0,0,0
E01002961,Kingston upon Thames 008D,E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,1,1,0,0,0,0,0,0,0,0.338208314,0,2.956757589,2.956757589,0,0,0,0,0,0,0,0,1.375424899,1.375424899,0,0,0,0,0,0,0
E01002976,Kingston upon Thames 015A,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,0,0,2,0,0,0,0,0,0.277712267,0,0,0,0,7.201698441,0,0,0,0,0,0,0,0,0,2.10434126,0,0,0,0,0
E01002917,Kingston upon Thames 014C,E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,1,0,0,0,0,0,0,0,0.275741546,0,0,3.626584436,0,0,0,0,0,0,0,0,0,1.531818893,0,0,0,0,0,0,0
E01002982,Kingston upon Thames 015D,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258120384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E01002928,Kingston upon Thames 008B,E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,9,2,0,0,0,0,1,0,0,0.25529561,0,35.25325015,7.834055588,0,0,0,0,3.917027794,0,0,0,3.590529037,2.178614206,0,0,0,0,1.592704241,0,0
E01002933,Kingston upon Thames 004A,E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,1,1,1,2,1,0,0,0,0,0.164445179,0,6.081053902,6.081053902,6.081053902,12.1621078,6.081053902,0,0,0,0,0,1.957422753,1.957422753,1.957422753,2.577342081,1.957422753,0,0,0,0
E01002979,Kingston upon Thames 015C,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,1,0,0,0,0,0,0,0,0.338223594,0,0,2.956624012,0,0,0,0,0,0,0,0,0,1.37539114,0,0,0,0,0,0,0
E01003003,Kingston upon Thames 017E,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,4,20,0,0,0,1,0,0,0,2,0.233463748,17.13328098,85.66640488,0,0,0,4.283320244,0,0,0,8.566640488,2.897748978,4.462066322,0,0,0,1.664554734,0,0,0,2.258282098
E01002916,Kingston upon Thames 014B,E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,2,1,0,1,5,0,0,0,0,0.439876993,0,4.546725629,2.273362815,0,2.273362815,11.36681407,0,0,0,0,0,1.713207777,1.18581784,0,1.18581784,2.515016601,0,0,0,0
E01002918,Kingston upon Thames 017A,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,0,0,1,6,0,0,0,0,0.43689813,0,0,0,0,2.28886308,13.73317848,0,0,0,0,0,0,0,0,1.190541937,2.69010199,0,0,0,0
E01002965,Kingston upon Thames 009A,E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,24,1,1,0,1,0,1,0,0,0.348612881,0,68.84427203,2.868511334,2.868511334,0,2.868511334,0,2.868511334,0,0,0,4.246268078,1.352869765,1.352869765,0,1.352869765,0,1.352869765,0,0
E01002983,Kingston upon Thames 015E,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,1,2,0,1,3,0,0,0,0,0.649265999,0,1.540200784,3.080401567,0,1.540200784,4.620602351,0,0,0,0,0,0.932243127,1.406195407,0,0.932243127,1.726438838,0,0,0,0
E01003010,Kingston upon Thames 001E,E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,2,0,1,2,0,0,0,0,0.302380552,0,0,6.614181984,0,3.307090992,6.614181984,0,0,0,0,0,0,2.030012559,0,1.460262732,2.030012559,0,0,0,0
E01002920,Kingston upon Thames 014D,E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,2,0,1,0,0,0,0,0,0,0.464589496,0,4.304875629,0,2.152437815,0,0,0,0,0,0,0,1.668626328,0,1.148176063,0,0,0,0,0,0
E01002930,Kingston upon Thames 007B,E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,3,43,0,3,0,2,1,0,0,5,0.267076986,11.23271623,161.002266,0,11.23271623,0,7.488477487,3.744238744,0,0,18.72119372,2.504114021,5.087610323,0,2.504114021,0,2.138709654,1.556930986,0,0,2.981693881
E01002941,Kingston upon Thames 018B,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,1,7,0,1,1,6,0,0,0,0,0.619000677,1.615507118,11.30854983,0,1.615507118,1.615507118,9.69304271,0,0,0,0,0.961458005,2.510294129,0,0.961458005,0.961458005,2.369593316,0,0,0,0
E01002949,Kingston upon Thames 020D,E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,1,2,0,0,0,0,0,0,0,0.298298654,0,3.352344992,6.704689983,0,0,0,0,0,0,0,0,1.470714778,2.041829232,0,0,0,0,0,0,0
E01002981,Kingston upon Thames 012D,E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,1,0,0,0,5,0,0,0,0,0.377016468,0,2.652404035,0,0,0,13.26202017,0,0,0,0,0,1.29538559,0,0,0,2.657600072,0,0,0,0
E01002922,Kingston upon Thames 010A,E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,0,0,0,8,0,0,0,0,0.316899208,0,0,0,0,0,25.24461971,0,0,0,0,0,0,0,0,0,3.267461005,0,0,0,0
E01002977,Kingston upon Thames 012B,E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,2,1,0,1,1,1,0,0,0,0.298875582,0,6.691747746,3.345873873,0,3.345873873,3.345873873,3.345873873,0,0,0,0,2.040148033,1.46922686,0,1.46922686,1.46922686,1.46922686,0,0,0
E01002978,Kingston upon Thames 015B,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,5,0,1,1,0,1,0,0,0,0.363737032,0,13.74619455,0,2.74923891,2.74923891,0,2.74923891,0,0,0,0,2.690985053,0,1.321552862,1.321552862,0,1.321552862,0,0,0
E01003004,Kingston upon Thames 018D,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,9,1,0,0,4,0,0,0,0,0.312143842,0,28.83286097,3.203651219,0,0,12.81460488,0,0,0,0,0,3.395610503,1.435953485,0,0,2.625726357,0,0,0,0
E01002966,Kingston upon Thames 010C,E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,3,0,0,1,1,0,0,0,0,0.504493122,0,5.946562735,0,0,1.982187578,1.982187578,0,0,0,0,0,1.938246967,0,0,1.092657118,1.092657118,0,0,0,0
E01002971,Kingston upon Thames 005C,E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,2,0,0,3,0,1,0,1,0.317977316,0,0,6.289756852,0,0,9.434635278,0,3.144878426,0,3.144878426,0,0,1.986470192,0,0,2.345130588,0,1.421873458,0,1.421873458
E01002946,Kingston upon Thames 019C,E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,1,0,0,0,0,0,0,0,0,0.46727259,0,2.140078451,0,0,0,0,0,0,0,0,0,1.144247784,0,0,0,0,0,0,0,0
E01002955,Kingston upon Thames 002C,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,1,0,0,0,2,0,0,0,0,0.493964812,0,2.024435702,0,0,0,4.048871403,0,0,0,0,0,1.106724529,0,0,0,1.619164734,0,0,0,0
E01002995,Kingston upon Thames 013D,E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,1,0,0,0,0,1,0,0,0.40930145,0,0,2.443187047,0,0,0,0,2.443187047,0,0,0,0,1.23639751,0,0,0,0,1.23639751,0,0
E01003001,Kingston upon Thames 017D,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,0,1,0,0,3,1,0,0,0.367848987,0,0,0,2.718506874,0,0,8.155520623,2.718506874,0,0,0,0,0,1.31332221,0,0,2.214357044,1.31332221,0,0
E01002919,Kingston upon Thames 017B,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,1,16,1,1,1,10,0,1,0,0,0.767344276,1.303196012,20.85113618,1.303196012,1.303196012,1.303196012,13.03196012,0,1.303196012,0,0,0.834297729,3.084252919,0.834297729,0.834297729,0.834297729,2.641337593,0,0.834297729,0,0
E01002956,Kingston upon Thames 002D,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,2,0,0,1,0,0,0,0,0.640440751,0,0,3.122849377,0,0,1.561424688,0,0,0,0,0,0,1.416544521,0,0,0.940563623,0,0,0,0
E01002929,Kingston upon Thames 007A,E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,7,0,1,0,6,0,0,0,1,0.600263354,0,11.66154814,0,1.665935449,0,9.995612694,0,0,0,1.665935449,0,2.538569695,0,0.980555009,0,2.397496347,0,0,0,0.980555009
E01002950,Kingston upon Thames 020E,E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,0,2,2,2,0,0,0,0,0.982282132,0,0,0,2.036074907,2.036074907,2.036074907,0,0,0,0,0,0,0,1.110565532,1.110565532,1.110565532,0,0,0,0
E01002968,Kingston upon Thames 009C,E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,7,167,3,13,0,15,1,2,2,13,0.555785834,12.59477944,300.4754524,5.397762619,23.39030468,0,26.98881309,1.799254206,3.598508412,3.598508412,23.39030468,2.609685855,5.708688595,1.855948338,3.194185704,0,3.331804898,1.029353027,1.525731993,1.525731993,3.194185704
E01002964,Kingston upon Thames 005A,E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,1,4,3,2,3,4,1,1,1,0,0.313981563,3.184900381,12.73960152,9.554701142,6.369800761,9.554701142,12.73960152,3.184900381,3.184900381,3.184900381,0,1.4314829,2.620282285,2.356571367,1.997390672,2.356571367,2.620282285,1.4314829,1.4314829,1.4314829,0
E01002953,Kingston upon Thames 002B,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,0,0,0,2,0,0,0,0,1.16981541,0,0,0,0,0,1.709671443,0,0,0,0,0,0,0,0,0,0.996827389,0,0,0,0
E01002952,Kingston upon Thames 002A,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,1,4,0,0,7,0,1,0,0,1.422892649,0,0.702793707,2.811174829,0,0,4.919555951,0,0.702793707,0,0,0,0.532270259,1.337937496,0,0,1.778261438,0,0.532270259,0,0
E01003000,Kingston upon Thames 017C,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,0,0,0,2,4,0,0,0,2,1.147226441,0,0,0,0,1.743334993,3.486669986,0,0,0,1.743334993,0,0,0,0,1.009174331,1.501110775,0,0,0,1.009174331
E01002948,Kingston upon Thames 020C,E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,Greater London LSOAs by separate boroughs/Kingston upon Thames.shp,0,11,1,3,3,10,1,3,0,3,5.261320088,0,2.090730048,0.190066368,0.570199104,0.570199104,1.90066368,0.190066368,0.570199104,0,0.570199104,0,1.128407324,0.174009077,0.451202429,0.451202429,1.064939566,0.174009077,0.451202429,0,0.451202429
E01003174,Lambeth 024C,E02000641,Lambeth 024,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,1,2,0,3,1,0,0,0,0,0.151678683,0,6.592884252,13.1857685,0,19.77865276,6.592884252,0,0,0,0,0,2.027211526,2.652239244,0,3.03392615,2.027211526,0,0,0,0
E01003175,Lambeth 024D,E02000641,Lambeth 024,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,0,0,0,4,0,0,0,0,0,0.121272665,0,0,0,0,32.98352508,0,0,0,0,0,0,0,0,0,3.525875851,0,0,0,0,0
E01003176,Lambeth 016E,E02000633,Lambeth 016,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,1,0,0,5,1,0,0,0,0,0.127128367,0,7.866065018,0,0,39.33032509,7.866065018,0,0,0,0,0,2.18223107,0,0,3.69710367,2.18223107,0,0,0,0
E01003177,Lambeth 020D,E02000637,Lambeth 020,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,14,0,0,0,0,0,0,1,1,0.097163626,0,144.0868419,0,0,0,0,0,0,10.29191728,10.29191728,0,4.977332473,0,0,0,0,0,0,2.424087185,2.424087185
E01003178,Lambeth 020E,E02000637,Lambeth 020,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,7,0,0,0,0,0,0,0,0,0.107560742,0,65.07950614,0,0,0,0,0,0,0,0,0,4.190858656,0,0,0,0,0,0,0,0
E01003179,Lambeth 024E,E02000641,Lambeth 024,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,0,1,0,1,0,0,0,0,0,0.073184115,0,0,13.6641675,0,13.6641675,0,0,0,0,0,0,0,2.685406933,0,2.685406933,0,0,0,0,0
E01003181,Lambeth 007A,E02000624,Lambeth 007,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,1,1,0,2,0,0,0,0,0,0.081221204,0,12.3120558,12.3120558,0,24.62411159,0,0,0,0,0,0,2.588670075,2.588670075,0,3.243533767,0,0,0,0,0
E01003184,Lambeth 007B,E02000624,Lambeth 007,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,2,1,0,0,2,0,0,0,0,0.055765872,0,35.86422891,17.93211445,0,0,35.86422891,0,0,0,0,0,3.607241675,2.940859658,0,0,3.607241675,0,0,0,0
E01003185,Lambeth 007C,E02000624,Lambeth 007,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,1,0,0,1,0,0,0,0,0,0.087872074,0,11.38017982,0,0,11.38017982,0,0,0,0,0,0,2.516096793,0,0,2.516096793,0,0,0,0,0
E01003188,Lambeth 009E,E02000626,Lambeth 009,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,4,0,0,0,1,0,0,1,0,0.081014044,0,49.37415543,0,0,0,12.34353886,0,0,12.34353886,0,0,3.919478255,0,0,0,2.591032287,0,0,2.591032287,0
E01003161,Lambeth 023E,E02000640,Lambeth 023,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,0,1,0,2,1,0,0,0,0,0.118946693,0,0,8.407127406,0,16.81425481,8.407127406,0,0,0,0,0,0,2.241467637,0,2.879998969,2.241467637,0,0,0,0
E01003136,Lambeth 022A,E02000639,Lambeth 022,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116357667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E01003135,Lambeth 026C,E02000643,Lambeth 026,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,5,0,0,0,1,0,0,1,0,0.103261595,0,48.42071228,0,0,0,9.684142457,0,0,9.684142457,0,0,3.900369613,0,0,0,2.368760629,0,0,2.368760629,0
E01003129,Lambeth 004E,E02000621,Lambeth 004,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,1,13,1,0,1,0,0,0,1,2,0.086400721,11.57397744,150.4617067,11.57397744,0,11.57397744,0,0,0,11.57397744,23.14795488,2.531629396,5.020332832,2.531629396,0,2.531629396,0,0,0,2.531629396,3.184199692
E01003128,Lambeth 008E,E02000625,Lambeth 008,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,1,10,0,0,1,2,2,0,0,0,0.08661169,11.54578556,115.4578556,0,0,11.54578556,23.09157113,23.09157113,0,0,0,2.529384798,4.757529453,0,0,2.529384798,3.181862034,3.181862034,0,0,0
E01003127,Lambeth 010E,E02000627,Lambeth 010,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,1,8,0,0,1,0,0,0,0,0,0.134175244,7.452939665,59.62351732,0,0,7.452939665,0,0,0,0,0,2.13451427,4.104682892,0,0,2.13451427,0,0,0,0,0
E01003126,Lambeth 008D,E02000625,Lambeth 008,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,9,1,0,0,1,0,0,0,1,0.097880456,0,91.94889691,10.2165441,0,0,10.2165441,0,0,0,10.2165441,0,4.532049847,2.41738984,0,0,2.41738984,0,0,0,2.41738984
E01003125,Lambeth 006E,E02000623,Lambeth 006,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,0,0,0,0,2,0,0,0,0,0.072816693,0,0,0,0,0,27.46622933,0,0,0,0,0,0,0,0,0,3.348718449,0,0,0,0
E01003124,Lambeth 006D,E02000623,Lambeth 006,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,3,0,0,0,0,1,0,0,0,0.081186223,0,36.95208228,0,0,0,0,12.31736076,0,0,0,0,3.636324371,0,0,0,0,2.589068504,0,0,0
E01003122,Lambeth 004D,E02000621,Lambeth 004,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,10,0,0,1,4,0,0,1,0,0.103183004,0,96.91518621,0,0,9.691518621,38.76607448,0,0,9.691518621,0,0,4.584101657,0,0,2.369450775,3.683014149,0,0,2.369450775,0
E01003121,Lambeth 006B,E02000623,Lambeth 006,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,1,0,0,2,3,0,0,0,0,0.061396189,0,16.28765597,0,0,32.57531194,48.86296791,0,0,0,0,0,2.849992719,0,0,3.513791033,3.909278601,0,0,0,0
E01003115,Lambeth 034A,E02000651,Lambeth 034,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,8,0,0,0,0,0,0,1,1,0.108732292,0,73.57519857,0,0,0,0,0,0,9.196899821,9.196899821,0,4.311807993,0,0,0,0,0,0,2.322083735,2.322083735
E01003111,Lambeth 002D,E02000619,Lambeth 002,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,0,2,0,3,1,0,0,0,0,0.073460394,0,0,27.22555497,0,40.83833246,13.61277749,0,0,0,0,0,0,3.340227772,0,3.733812964,2.681896316,0,0,0,0
E01003100,Lambeth 005C,E02000622,Lambeth 005,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,19,0,0,1,0,0,0,0,0,0.10160546,0,186.9978249,0,0,9.841990784,0,0,0,0,0,0,5.236430393,0,0,2.383426631,0,0,0,0,0
E01003094,Lambeth 010C,E02000627,Lambeth 010,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,0,1,0,0,1,0,0,0,0,0.081216361,0,0,12.31279004,0,0,12.31279004,0,0,0,0,0,0,2.58872523,0,0,2.58872523,0,0,0,0
E01003093,Lambeth 010B,E02000627,Lambeth 010,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,2,4,0,0,2,1,0,0,0,0,0.073521265,27.20301406,54.40602812,0,0,27.20301406,13.60150703,0,0,0,0,3.339428854,4.014688399,0,0,3.339428854,2.681124745,0,0,0,0
E01003091,Lambeth 008B,E02000625,Lambeth 008,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,7,0,0,1,0,0,0,0,0,0.080284492,0,87.18993907,0,0,12.45570558,0,0,0,0,0,0,4.479492887,0,0,2.599403223,0,0,0,0,0
E01003088,Lambeth 010A,E02000627,Lambeth 010,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,6,0,0,2,1,0,0,0,0,0.094436118,0,63.53501295,0,0,21.17833765,10.58916883,0,0,0,0,0,4.167207913,0,0,3.099116031,2.45007094,0,0,0,0
E01003070,Lambeth 033E,E02000650,Lambeth 033,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,2,0,0,6,1,1,0,0,0,0.128301663,0,15.58826243,0,0,46.76478729,7.794131216,7.794131216,0,0,0,0,2.808695363,0,0,3.866288701,2.174084592,2.174084592,0,0,0
E01003064,Lambeth 028A,E02000645,Lambeth 028,E09000022,Lambeth,Greater London LSOAs by separate boroughs/Lambeth.shp,0,1,0,0,0,1,0,0,0,1,0.152394003,0,6.561937989,0,0,0,6.561937989,0,0,0,6.561937989,0,2.023127505,0,0,0,2.023127505,0,0,0,2.023127505
