lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,layer,path,LSOA code,LSOA name,Community buildings,Leisure and recreational buildings,Community service Total,Defence Total,Industry,Offices,Retail,Storage and warehousing,Industry and commerce Total,Landfill and waste disposal,Minerals and mining,Minerals and landfill Total,Institutional and communal accommo-dations,Residential,Residential Total,Highways and road transport,Transport (other),Utilities,Transport and utilities Total,Unidentified building,Unidentified general manmade surface,Unidentified structure,Unknown,Unknown developed use Total,Developed use Total,Agricultural buildings,Agricultural land,Agriculture Total,Forestry and woodland,Natural land,Rough grassland,Water,"Forest, open land and water Total",Outdoor recreation Total,Residential gardens Total,Undeveloped land Total,Non-developed Total,Vacant Total
E01000011,Barking and Dagenham 016C,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000011,Barking and Dagenham 016C,0.042052868,,0.042052868,,,0.068381469,0.621494373,,0.689875842,,,,0.139583988,29.08659851,29.2261825,19.96682622,0.010765655,0.023932233,20.00152411,0.351891981,3.043125649,,,3.39501763,53.35465295,,,,,,,0.269657345,0.269657345,10.86921497,35.33799296,0.168481775,46.64534705,
E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000046,Barking and Dagenham 017D,2.443817582,,2.443817582,,,,,,,,,,,19.83191164,19.83191164,18.50807313,0.008203107,0.022747677,18.53902391,0.165558762,2.359550731,,,2.525109492,43.33986262,,,,,,,,,,56.01421948,0.645917893,56.66013738,
E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000051,Barking and Dagenham 021D,0.919527341,,0.919527341,,,0.665861099,0.572482467,,1.238343565,,,,,21.22324024,21.22324024,23.46517504,0.012380915,0.092336074,23.56989202,0.255337584,5.533628176,,,5.788965759,52.73996893,,,,,,,,,0.013322374,5.492454561,2.345783961,7.851560897,39.40847017
E01000077,Barking and Dagenham 008F,E02000009,Barking and Dagenham 008,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000077,Barking and Dagenham 008F,14.90074746,,14.90074746,,,0.043510099,0.482339196,,0.525849295,,,,,15.91030134,15.91030134,19.3814778,0.012343173,0.022054082,19.41587506,0.244659983,1.303784772,,,1.548444756,52.30121791,,2.436569802,2.436569802,,,,,,,43.98150804,1.280704248,47.69878209,
E01000083,Barking and Dagenham 007F,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000083,Barking and Dagenham 007F,0.259047811,,0.259047811,,,,0.022076437,,0.022076437,,,,0.029886342,17.41503082,17.44491716,22.84046032,0.020439857,0.360405375,23.22130555,0.07030666,1.305867153,,,1.376173812,42.32352077,,7.456889615,7.456889615,,,,,,,47.35139404,2.86819557,57.67647923,
E01032580,Barking and Dagenham 023F,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01032580,Barking and Dagenham 023F,1.326087831,0.064179855,1.390267686,,0.012564476,0.051526861,6.453356938,,7.761331359,,,,,18.36258964,18.36258964,19.78654872,0.015572511,0.708536241,20.51065748,1.195272378,2.54812506,,,3.743397438,51.7682436,,,,,,,,,0.172268906,46.41932213,1.117816753,47.70940779,0.522348614
E01034472,Barking and Dagenham 008H,E02000009,Barking and Dagenham 008,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01034472,Barking and Dagenham 008H,5.448314401,,5.448314401,,,,,,,,,,,27.08569408,27.08569408,16.44379017,,,16.44379017,0.26392577,15.03816237,,,15.30208814,64.2798868,,,,,,0.566781445,0.191654095,0.758435539,8.889955832,5.574563369,20.49715846,35.7201132,
E01000006,Barking and Dagenham 016A,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000006,Barking and Dagenham 016A,0.092979279,,0.092979279,,,,,,,,,,,20.96587737,20.96587737,17.82346679,16.93398172,0.038072672,34.79552118,0.139329787,4.007635887,,,4.146965674,60.0013435,,,,,,,,,,36.162625,3.8360315,39.9986565,
E01000009,Barking and Dagenham 016B,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000009,Barking and Dagenham 016B,0.701058883,,0.701058883,,0.004586263,0.527330234,4.427000091,0.084485317,5.497441929,,,,0.003738006,22.73319889,22.73693689,25.78143932,4.675254925,1.134521139,31.59121538,1.734014125,6.647668056,,,8.381682181,68.90833527,,,,,,,,,0.75185662,26.54956298,3.790245134,31.09166473,
E01000022,Barking and Dagenham 008B,E02000009,Barking and Dagenham 008,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000022,Barking and Dagenham 008B,,,,,0.001361738,,,,0.136173784,,,,0.202228024,19.12271476,19.32494279,22.46787126,,0.079149787,22.54702105,0.111877145,1.114521552,,,1.226398697,43.23453632,,,,,,,,,,55.17881972,1.151492117,56.33031184,0.435151842
E01000074,Barking and Dagenham 012C,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000074,Barking and Dagenham 012C,6.109791759,,6.109791759,,,0.24161918,,0.094379306,0.335998486,,,,,17.60708886,17.60708886,19.48050218,0.005264097,0.017289507,19.50305579,0.272404881,3.290254744,,,3.562659625,47.11859451,,,,,,,,,,51.93936234,0.942043147,52.88140549,
E01000084,Barking and Dagenham 013D,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000084,Barking and Dagenham 013D,0.153681095,,0.153681095,,,,1.321171064,,1.321171064,,,,,16.06564968,16.06564968,20.58989064,4.410180635,0.016295461,25.01636673,0.053397927,0.821124653,,,0.874522581,43.43139115,,3.729533963,3.729533963,,,,0.14301678,0.14301678,5.046488144,43.66243623,3.987133729,56.56860885,
E01000089,Barking and Dagenham 020D,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000089,Barking and Dagenham 020D,0.151433164,,0.151433164,,,,,,,,,,,20.73597801,20.73597801,16.03163452,,0.01350702,16.04514154,0.233508198,4.157678771,,,4.39118697,41.32373968,,,,0.21785321,,,,0.21785321,6.963135624,48.47628611,3.018985379,58.67626032,
E01000097,Barking and Dagenham 023C,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000097,Barking and Dagenham 023C,8.281152323,,8.281152323,,,,0.119758055,,0.119758055,,,,,18.97046188,18.97046188,23.98680929,0.02295483,0.017822797,24.02758692,0.03962113,2.978733864,,,3.018354994,54.41731417,,0.464487739,0.464487739,,,,,,,42.38330143,2.734896654,45.58268583,
E01000113,Barking and Dagenham 002F,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000113,Barking and Dagenham 002F,1.238782563,,1.238782563,,0.000662729,0.295239507,1.754144451,,2.115656829,,,,,22.28823572,22.28823572,24.87183917,7.535928854,0.059130393,32.46689842,0.624114701,4.366526759,,,4.990641459,63.10021499,,,,,,,,,,35.10623652,1.793548493,36.89978501,
E01034470,Barking and Dagenham 004G,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01034470,Barking and Dagenham 004G,0.426159051,,0.426159051,,,,0.938101931,,0.938101931,,,,,19.71986091,19.71986091,18.7767238,0.008786983,0.012462365,18.79797314,0.511052414,3.986179772,,,4.497232186,44.37932723,,,,,,,,,,53.18234428,2.438328497,55.62067277,
E01034473,Barking and Dagenham 015E,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01034473,Barking and Dagenham 015E,3.378249664,0.096069595,3.474319259,,,3.02064043,15.47576022,,18.49640065,,,,0.01993303,12.89581165,12.91574468,27.13424308,5.435257824,0.033056731,32.60255763,2.99001818,15.88137886,,,18.87139704,86.36041926,,,,,,,,,,9.143666392,2.987934002,12.13160039,1.50798035
E01034477,Barking and Dagenham 019H,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01034477,Barking and Dagenham 019H,14.5641158,,14.5641158,,,,0.055191451,,0.055191451,,,,,13.92130267,13.92130267,28.83026584,0.020809109,0.043779978,28.89485493,0.102674239,10.01040326,0.01950333,,10.13258083,67.56804569,,,,,,3.690649137,,3.690649137,1.443559564,16.08102976,11.21671585,32.43195431,
E01000012,Barking and Dagenham 015D,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000012,Barking and Dagenham 015D,0.69731382,,0.69731382,,0.003897918,0.033550824,0.969131768,,1.39247436,,,,0.167544778,17.82298022,17.990525,14.86623505,20.76165881,0.034966391,35.66286025,0.946472412,12.19470641,0.024042329,,13.16522115,68.90839458,,,,,0.002489772,,0.9534202,0.955909972,,17.6299406,12.21761536,30.80346593,0.288139495
E01000017,Barking and Dagenham 009C,E02000010,Barking and Dagenham 009,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000017,Barking and Dagenham 009C,0.941859027,,0.941859027,,0.00077144,,,,0.077143967,,,,,18.22640127,18.22640127,18.81227966,0.010684654,0.006750489,18.8297148,0.65424106,1.478048526,,,2.132289586,40.20740865,,,,,,0.652279407,,0.652279407,,57.14299453,1.981239811,59.77651375,0.016077601
E01000024,Barking and Dagenham 008D,E02000009,Barking and Dagenham 008,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000024,Barking and Dagenham 008D,0.092449833,,0.092449833,,,,,,,,,,0.209453296,18.48355416,18.69300746,24.59568902,0.008973101,0.004098922,24.60876104,0.095195019,1.941299549,,,2.036494568,45.4307129,,0.309620882,0.309620882,,,,,,,52.09979476,2.159871464,54.5692871,
E01000038,Barking and Dagenham 003C,E02000004,Barking and Dagenham 003,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000038,Barking and Dagenham 003C,3.20197269,0.16728373,3.369256419,,,,0.29857584,,0.29857584,,,,,16.62375705,16.62375705,16.91237112,0.009321614,0.02909922,16.95079196,0.299120527,4.359347386,,,4.658467912,41.90084918,,,,,,,,,0.077335425,56.61563372,1.406181674,58.09915082,
E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000040,Barking and Dagenham 019A,9.869329871,,9.869329871,,0.000215576,0.058943337,1.387316068,,1.467816969,,,,,15.90011555,15.90011555,23.37830492,3.827274195,0.131097002,27.33667612,0.51525626,4.202788028,,,4.718044288,59.29198279,,,,,,,0.00667001,0.00667001,,37.14498573,3.556361464,40.70801721,
E01000041,Barking and Dagenham 017A,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000041,Barking and Dagenham 017A,0.110234212,,0.110234212,,,,,,,,,,,18.5009821,18.5009821,19.76400147,5.676959631,0.024246006,25.46520711,0.15823561,1.205229134,0.001190746,,1.364655489,45.44107892,,,,,,,,,,54.43239912,0.126521962,54.55892108,
E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000043,Barking and Dagenham 019B,5.851237605,0.407401886,6.25863949,,0.080173673,,1.333302165,,9.350669463,,,,0.018997864,10.43447419,10.45347206,17.90081149,2.684371097,0.024916858,20.61009944,0.655585996,10.56459722,0.000440674,,11.22062389,57.89350434,,,,2.204096516,,2.41216388,0.821286599,5.437546996,,31.50138397,5.167564689,42.10649566,
E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000050,Barking and Dagenham 019C,6.186077936,,6.186077936,,0.000572644,0.086648023,0.929600032,0.005566463,1.079078923,,,,,19.87234333,19.87234333,22.45661887,3.072287721,0.007781368,25.53668796,0.885035849,7.976482678,,,8.861518527,61.53570667,,,,0.310589225,,,,0.310589225,,34.02677152,1.886264433,36.22362518,2.240668152
E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000058,Barking and Dagenham 018D,0.521443214,,0.521443214,,,,,,,,,,,17.16700796,17.16700796,17.15307957,5.16812745,0.014231137,22.33543816,0.109297102,2.568696881,,,2.677993982,42.70188331,,4.486674625,4.486674625,,,,0.106543793,0.106543793,,45.08197926,7.622919014,57.29811669,
E01000076,Barking and Dagenham 012E,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000076,Barking and Dagenham 012E,7.314035182,,7.314035182,,,,,,,,,,0.260556648,17.15222656,17.41278321,15.36708059,3.990935481,0.023816596,19.38183267,0.121050828,1.710411901,,,1.831462728,45.94011379,,,,0.612093155,,,,0.612093155,,51.86100931,0.96886887,53.44197133,0.617914877
E01000081,Barking and Dagenham 007D,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000081,Barking and Dagenham 007D,11.15136405,,11.15136405,,,,,,,,,,0.058252186,17.65553163,17.71378382,15.46308222,0.004401831,0.015331272,15.48281532,0.10746388,1.107015555,,,1.214479435,45.56244262,,,,,,,,,,53.84786101,0.589696365,54.43755738,
E01000082,Barking and Dagenham 007E,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000082,Barking and Dagenham 007E,0.000579729,,0.000579729,,,0.068878516,1.331744581,,1.400623097,,,,,18.86978755,18.86978755,21.8339849,0.008318761,0.44100091,22.28330457,0.651066295,2.957607668,,,3.608673963,46.1629689,,,,0.846758887,,,,0.846758887,,50.99954101,1.990731199,53.8370311,
E01000085,Barking and Dagenham 013E,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000085,Barking and Dagenham 013E,0.146043777,0.140997936,0.287041713,,0.000358823,,1.656652084,0.050152786,1.742687186,,,,0.52101723,18.51382081,19.03483804,20.53723464,0.017304269,0.023538917,20.57807783,0.21096184,2.442147834,,,2.653109674,44.29575444,,8.369719623,8.369719623,,0.012822872,,,0.012822872,,44.91522711,2.406475956,55.70424556,
E01000086,Barking and Dagenham 013F,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000086,Barking and Dagenham 013F,7.712219379,,7.712219379,,,,,,,,,,,17.44945088,17.44945088,19.00510306,0.004537833,,19.0096409,0.039764436,0.455491156,,,0.495255591,44.66656675,,,,,,,0.114126928,0.114126928,11.46468152,41.86316868,1.891456127,55.33343325,
E01000025,Barking and Dagenham 008E,E02000009,Barking and Dagenham 008,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000025,Barking and Dagenham 008E,0.727357295,,0.727357295,,,,,,,,,,,19.48861991,19.48861991,18.08305687,0.0042401,0.012066191,18.09936316,0.050285707,2.180741278,,,2.231026985,40.54636734,,1.484796634,1.484796634,,,,,,0.245958492,54.66903898,3.053838546,59.45363266,
E01000028,Barking and Dagenham 001B,E02000002,Barking and Dagenham 001,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000028,Barking and Dagenham 001B,0.233638946,,0.233638946,,,,,,,,,,,20.05213112,20.05213112,16.19117337,,0.011223952,16.20239732,0.381184014,16.06299288,,,16.44417689,52.93234428,,,,0.095428065,,,0.529386026,0.624814092,,26.77947032,19.66337131,47.06765572,
E01000033,Barking and Dagenham 006A,E02000007,Barking and Dagenham 006,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000033,Barking and Dagenham 006A,,,,,,0.000345882,,,0.000345882,,,,0.202712821,17.0184173,17.22113012,18.78615931,0.002738121,0.096693853,18.88559128,0.100195184,4.231507344,,,4.331702529,40.43876982,,,,,,,0.005409549,0.005409549,0.279421295,56.57406748,2.702331854,59.56123018,
E01000042,Barking and Dagenham 017B,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000042,Barking and Dagenham 017B,19.81406047,,19.81406047,,,,,0.045731555,0.045731555,,,,,12.67015245,12.67015245,15.35759361,5.335207653,0.09530072,20.78810199,0.12029869,6.931842512,0.000677897,,7.052819098,60.37086557,,,,,,,0.017016078,0.017016078,1.325446362,32.05156365,4.892170857,38.28619694,1.34293749
E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000052,Barking and Dagenham 019D,,0.046121346,0.046121346,,,,0.193296587,0.005931408,0.199227995,,,,,19.35654178,19.35654178,27.58667576,4.421760613,0.010656874,32.01909325,0.525827055,4.28297098,0.001726689,,4.810524724,56.4315091,,,,0.283609335,,0.161043392,0.00123199,0.445884717,7.282987127,34.46456221,1.375056849,43.5684909,
E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000055,Barking and Dagenham 018B,7.803633274,,7.803633274,,,,,,,,,,,18.32191436,18.32191436,16.71268367,,0.011306205,16.72398988,0.151496967,1.016869896,,,1.168366863,44.01790438,,,,,,,,,,54.53832854,1.44376708,55.98209562,
E01000063,Barking and Dagenham 004A,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000063,Barking and Dagenham 004A,6.543665008,,6.543665008,,,,,,,,,,,17.00194937,17.00194937,18.07186142,0.007315727,0.016505418,18.09568257,0.043464387,1.354639186,,,1.398103573,43.03940052,,,,1.223780608,,,,1.223780608,,54.44600405,1.290814817,56.96059948,
E01000078,Barking and Dagenham 007B,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01000078,Barking and Dagenham 007B,6.573166508,,6.573166508,,,0.035631038,0.684177933,,0.719808971,,,,,17.77305046,17.77305046,21.72757581,0.010258864,0.030318739,21.76815342,0.480988685,1.904946971,,,2.385935656,49.22011501,,,,,,,,,,47.75794657,2.571207688,50.32915425,0.450730739
E01034474,Barking and Dagenham 015F,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Greater London LSOAs by separate boroughs/Barking and Dagenham.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Barking and Dagenham.shp|layername=Barking and Dagenham,E01034474,Barking and Dagenham 015F,17.81631909,,17.81631909,,,,3.901026262,,3.901026262,,,,,10.53764915,10.53764915,20.78465381,0.362278676,0.967626675,22.11455916,2.992503415,9.123252333,0.015386641,,12.13114239,66.50069605,,,,,,,,,21.29327128,4.635452722,5.923002061,31.85172606,1.647577882
