lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,layer,path,LSOA code,LSOA name,Community buildings,Leisure and recreational buildings,Community service Total,Defence Total,Industry,Offices,Retail,Storage and warehousing,Industry and commerce Total,Landfill and waste disposal,Minerals and mining,Minerals and landfill Total,Institutional and communal accommo-dations,Residential,Residential Total,Highways and road transport,Transport (other),Utilities,Transport and utilities Total,Unidentified building,Unidentified general manmade surface,Unidentified structure,Unknown,Unknown developed use Total,Developed use Total,Agricultural buildings,Agricultural land,Agriculture Total,Forestry and woodland,Natural land,Rough grassland,Water,"Forest, open land and water Total",Outdoor recreation Total,Residential gardens Total,Undeveloped land Total,Non-developed Total,Vacant Total
E01001423,Enfield 027A,E02000303,Enfield 027,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001423,Enfield 027A,16.16863172,,16.16863172,,,0.315201051,0.129288423,,0.444489474,,,,,17.27052559,17.27052559,19.83329725,,0.045176739,19.87847399,0.285275112,3.61917318,,,3.904448292,57.66656907,,,,,,,,,0.556933255,37.50610622,3.807930486,41.87096996,0.462460967
E01001392,Enfield 032A,E02000308,Enfield 032,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001392,Enfield 032A,0.129037913,,0.129037913,,0.000316286,,,,0.031628598,,,,,24.19934841,24.19934841,23.01660529,2.035917999,0.035811013,25.0883343,0.10146914,2.695447077,,,2.796916217,52.24526543,,,,,,,,,1.757319113,45.21451566,0.78289979,47.75473457,
E01001409,Enfield 005B,E02000281,Enfield 005,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001409,Enfield 005B,0.020179402,,0.020179402,,,0.313256516,,,0.313256516,,,,0.328255855,16.87272124,17.2009771,24.05095594,0.002315758,0.167734978,24.22100668,0.88423139,10.85970599,,,11.74393738,53.49935708,,,,,,,0.83415556,0.83415556,,34.06201718,11.60447019,46.50064292,
E01001410,Enfield 005C,E02000281,Enfield 005,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001410,Enfield 005C,,,,,0.000624859,,,,0.06248591,,,,1.223893085,18.35560059,19.57949367,15.64022786,,0.027288479,15.66751634,0.447364346,11.43366025,,,11.8810246,47.19052052,,,,,,,1.092965094,1.092965094,5.792683066,31.6327024,14.29112892,52.80947948,
E01001434,Enfield 007B,E02000283,Enfield 007,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001434,Enfield 007B,0.024939345,,0.024939345,,,,,,,,,,,18.11532972,18.11532972,17.11441641,,0.051660483,17.1660769,1.027420756,4.293424504,,,5.320845261,40.62719122,,1.270526149,1.270526149,,,,,,2.635926283,52.65354576,2.812810589,59.37280878,
E01001438,Enfield 007E,E02000283,Enfield 007,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001438,Enfield 007E,2.709955384,,2.709955384,,0.000108475,0.018079274,0.611917674,0.874406359,1.515250817,,,,0.066751714,12.22025788,12.2870096,14.96344308,2.702167458,0.051349569,17.7169601,0.601469946,5.582224026,,,6.183693972,40.41286988,,0.228165935,0.228165935,0.625915946,,,0.003687251,0.629603197,13.32425239,29.11248518,16.29262342,59.58713012,
E01001444,Enfield 001A,E02000277,Enfield 001,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001444,Enfield 001A,,,,,0.000262496,2.542026541,3.868782231,4.308183401,10.74524179,,,,,10.07819592,10.07819592,18.11376319,2.056896095,4.273322191,24.44398147,4.219657428,11.59074581,0.027436023,,15.83783926,61.10525844,,,,1.404520814,,,,1.404520814,5.412815851,27.02713109,5.050273803,38.89474156,
E01001449,Enfield 003E,E02000279,Enfield 003,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001449,Enfield 003E,7.551674602,,7.551674602,,,0.035673115,0.092143165,,0.12781628,,,,,13.32686334,13.32686334,13.81390083,5.662572681,,19.47647351,0.32434294,4.143757771,,,4.46810071,44.95092845,,3.353781257,3.353781257,1.547112402,,0.084691155,1.645504709,3.277308266,10.65035592,36.43037017,1.337255937,55.04907155,
E01001456,Enfield 022A,E02000298,Enfield 022,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001456,Enfield 022A,0.029548619,,0.029548619,,,0.292904797,,,0.292904797,,,,,17.0793548,17.0793548,15.69358101,0.737678377,0.021080008,16.45233939,0.058515452,1.291731679,,,1.350247131,35.20439474,,,,4.069770124,,,,4.069770124,1.747963243,58.59092451,0.280673763,64.68933164,0.106273616
E01001472,Enfield 010D,E02000286,Enfield 010,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001472,Enfield 010D,,,,,,0.131447819,0.505997163,,0.637444981,,,,,17.49270942,17.49270942,15.81010936,1.543174385,0.052426086,17.40570983,0.540691936,5.3361013,,,5.876793236,41.41265747,,,,7.580887041,,,,7.580887041,,47.63281116,3.373644323,58.58734253,
E01001539,Enfield 009B,E02000285,Enfield 009,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001539,Enfield 009B,13.00426109,,13.00426109,,,0.094584194,0.104021999,,0.198606193,,,,,16.37300293,16.37300293,16.76040131,,0.031282212,16.79168352,0.128204476,2.859849938,,,2.988054414,49.35560815,,,,,,,,,,49.62669721,0.903451988,50.5301492,0.114242652
E01001546,Enfield 001C,E02000277,Enfield 001,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001546,Enfield 001C,14.80759355,,14.80759355,,,0.063625805,0.439563817,,0.503189622,,,,,13.79513779,13.79513779,13.1070383,0.002714766,0.032247424,13.14200049,0.433007644,3.445345002,,,3.878352645,46.12627409,,5.58129585,5.58129585,,,,,,5.83730512,39.42416011,1.724592328,52.5673534,1.306372502
E01001393,Enfield 036C,E02000312,Enfield 036,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001393,Enfield 036C,0.115932702,,0.115932702,,,,0.386174798,0.023814118,0.409988916,,,,,22.82158859,22.82158859,15.47668122,4.189225933,0.160852464,19.82675961,0.700925435,2.561465587,,,3.262391022,46.43666084,,3.514420164,3.514420164,7.149242111,,,0.40705664,7.556298751,1.615406302,39.97195731,0.905256628,53.56333916,
E01001398,Enfield 021A,E02000297,Enfield 021,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001398,Enfield 021A,0.954494956,,0.954494956,,,0.060153502,,,0.060153502,,,,,19.68226801,19.68226801,21.1787387,0.695312392,0.033755424,21.90780652,0.091644235,0.979637845,0.001135876,,1.072417956,43.67714094,,,,0.203171458,,,,0.203171458,,56.02719233,0.092495269,56.32285906,
E01001411,Enfield 004B,E02000280,Enfield 004,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001411,Enfield 004B,0.887550625,0.268048215,1.15559884,,0.002237953,0.320791143,2.012697046,,2.557283517,,,,,22.10066965,22.10066965,23.45120601,0.002415045,0.06120238,23.51482343,0.653427498,6.35205513,,,7.005482627,56.33385807,,,,,,,,,0.629319711,41.81848704,1.218335186,43.66614193,
E01001481,Enfield 018C,E02000294,Enfield 018,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001481,Enfield 018C,10.31874571,,10.31874571,,0.000214303,,,,0.02143034,,,,0.311145935,18.37793099,18.68907693,16.85188039,0.002920129,0.022534615,16.87733514,0.423416191,6.582276479,,,7.00569267,52.91228079,,,,,,,,,0.130742808,45.42440979,1.532566613,47.08771921,
E01001528,Enfield 032B,E02000308,Enfield 032,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001528,Enfield 032B,0.002908605,,0.002908605,,0.017438552,0.318619724,2.285530811,0.013484934,4.361490664,,,,,10.96671996,10.96671996,24.00663896,10.50453932,0.698150904,35.20932919,3.411014636,18.46289133,0.105234098,,21.97914007,72.51958848,,,,1.933600253,,,0.320026346,2.253626599,3.102480734,8.517548103,8.70527135,22.57892679,4.901484735
E01001551,Enfield 002E,E02000278,Enfield 002,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001551,Enfield 002E,3.796383992,,3.796383992,,,,0.561559796,,0.561559796,,,,0.30113746,11.12726394,11.4284014,29.36627599,1.543089862,0.14450066,31.05386652,0.646295998,7.437282114,0.025918015,,8.109496128,54.94970783,0.009202201,0.123190815,0.132393016,8.824151336,,0.051296009,0.006723385,8.88217073,1.764290582,28.67858835,4.3274445,43.78488718,1.265404995
E01001564,Enfield 022B,E02000298,Enfield 022,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001564,Enfield 022B,0.872042514,,0.872042514,,,0.074479995,0.391680708,,0.466160702,,,,0.233774558,19.53250025,19.76627481,17.49444514,0.35425487,0.172364006,18.02106401,1.240501153,6.522566436,,,7.763067588,46.88860962,,,,3.205400225,,0.137031265,,3.342431491,,46.72925441,3.039704475,53.11139038,
E01032574,Enfield 037E,E02006793,Enfield 037,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01032574,Enfield 037E,22.46690263,0.301,22.76809443,,0.03324084,5.586310772,0.909513199,4.609182465,14.42909043,,,,,9.591499431,9.591499431,16.03458931,0.541358563,0.60515229,17.18110016,1.802037374,8.718908414,,,10.52094579,74.49073024,0.041777832,,0.041777832,0.507978405,,0.440722846,,0.948701251,8.223846881,14.9578685,1.337075297,25.50926976,
E01001390,Enfield 036A,E02000312,Enfield 036,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001390,Enfield 036A,2.398395681,,2.398395681,,,0.050351176,,,0.050351176,,,,,25.72383982,25.72383982,21.4297976,0.005756252,0.009150702,21.44470455,0.099197621,2.21992547,,,2.319123091,51.93641432,,,,,,,,,2.229447276,45.40026688,0.43387153,48.06358568,
E01001394,Enfield 035A,E02000311,Enfield 035,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001394,Enfield 035A,5.082523543,,5.082523543,,,0.03712176,1.642506715,,1.679628475,,,,,21.24479112,21.24479112,25.45702574,0.010537596,0.055317754,25.52288109,0.48904137,5.007516899,,,5.496558269,59.0263825,,,,,,,0.394757382,0.394757382,,38.26942804,2.309432083,40.9736175,
E01001426,Enfield 030B,E02000306,Enfield 030,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001426,Enfield 030B,45.62115421,,45.62115421,,0.002012255,0.067849693,0.114543326,0.545233231,0.928851796,,,,,9.00649065,9.00649065,11.33307051,,0.085438392,11.4185089,1.031887148,3.393092782,,,4.42497993,71.39998549,,,,,,,0.821230201,0.821230201,4.586028392,21.50778819,1.684967726,28.60001451,
E01001457,Enfield 010A,E02000286,Enfield 010,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001457,Enfield 010A,1.097193372,,1.097193372,,,1.41079459,0.006925747,,1.417720336,,,,,15.44569029,15.44569029,18.21044362,2.418561114,0.047214715,20.67621944,0.511818158,8.78524254,,,9.297060698,47.93388414,,,,3.304757203,,,0.828963472,4.133720675,7.007269178,37.46717748,3.457948529,52.06611586,
E01001469,Enfield 008A,E02000284,Enfield 008,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001469,Enfield 008A,0.66136112,,0.66136112,,,,,,,,,,0.050028678,16.51249528,16.56252396,19.0541825,2.18867147,0.016830775,21.25968474,0.399685159,3.095610623,,,3.495295782,41.97886561,,,,5.146017051,,,,5.146017051,1.377054456,49.15598532,1.73380362,57.41286045,0.608273946
E01001525,Enfield 020E,E02000296,Enfield 020,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001525,Enfield 020E,0.692906429,0.214575968,0.907482397,,,,0.012559253,,0.012559253,,,,1.120735219,16.91199586,18.03273108,17.69072097,,1.550186188,19.24090716,0.961208921,5.896826397,,,6.858035318,45.0517152,,4.556529146,4.556529146,,,,,,,50.02730047,0.364455185,54.9482848,
E01001552,Enfield 001D,E02000277,Enfield 001,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001552,Enfield 001D,7.890774647,,7.890774647,,,0.167637843,0.327373926,,0.495011769,,,,0.23230726,14.21054203,14.44284928,17.33101818,0.005608734,0.132454593,17.4690815,1.112720412,4.930493621,,,6.043214033,46.34093124,,4.358869716,4.358869716,,,,,,8.713020157,40.05066425,0.536514637,53.65906876,
E01001570,Enfield 026E,E02000302,Enfield 026,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001570,Enfield 026E,21.46558712,,21.46558712,,0.000931632,0.038632664,0.162279845,,0.294075735,,,,,9.41850787,9.41850787,14.22811263,0.001889223,0.278576602,14.50857846,1.577907884,6.176643401,,,7.754551285,53.44130047,,0.503458471,0.503458471,0.443188255,,,1.096202657,1.539390913,15.75837262,22.90853187,5.848945656,46.55869953,
E01001402,Enfield 021D,E02000297,Enfield 021,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001402,Enfield 021D,0.176518848,0.112962158,0.289481006,,6.54675e-05,0.0918299,0.419433842,,0.517810495,,,,0.067711473,14.28155401,14.34926548,18.16705481,0.00554692,0.145965872,18.3185676,0.398284526,3.121127143,0.001609022,,3.52102069,36.99614528,,,,0.115147899,,,1.55398526,1.669133159,24.63996734,34.04198977,2.621264541,62.97235481,0.031499911
E01001405,Enfield 015A,E02000291,Enfield 015,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001405,Enfield 015A,0.04461325,,0.04461325,,,0.304698195,,,0.304698195,,,,0.509581762,15.12406419,15.63364595,15.28372195,2.578308809,0.059078854,17.92110962,0.775931952,8.686348201,,,9.462280154,43.36634716,,,,0.143366206,,,0.121466755,0.264832961,8.855781825,44.52684057,2.986197478,56.63365284,
E01001414,Enfield 004E,E02000280,Enfield 004,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001414,Enfield 004E,31.86327147,,31.86327147,,,0.035828695,,,0.035828695,,,,,5.699614805,5.699614805,7.25512485,0.771211465,0.069159774,8.095496088,0.043038058,3.742257643,,,3.7852957,49.47950676,0.479475072,2.359262247,2.83873732,7.981541557,,0.020966984,0.686831095,8.689339635,21.19014342,15.03821405,2.764058822,50.52049324,
E01001416,Enfield 013A,E02000289,Enfield 013,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001416,Enfield 013A,4.788533078,,4.788533078,,,,,,,,,,,16.48686569,16.48686569,19.04777586,0.279753783,0.027290559,19.3548202,0.013170841,0.649337453,,,0.662508294,41.29272726,,,,1.342190276,,,,1.342190276,1.613901591,55.74605509,0.005125778,58.70727274,
E01001429,Enfield 030D,E02000306,Enfield 030,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001429,Enfield 030D,2.425304867,,2.425304867,,0.000235715,1.48237404,13.3666435,0.012733746,14.88532278,,,,,8.935404884,8.935404884,22.87166954,3.431826347,0.37422039,26.67771627,2.633194294,14.47784681,0.000593024,,17.11163413,70.03538294,,12.62940244,12.62940244,0.628106168,,,0.238627797,0.866733964,5.522506288,6.954617122,3.991357245,29.96461706,
E01001498,Enfield 029B,E02000305,Enfield 029,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001498,Enfield 029B,1.224284752,,1.224284752,,,0.482050323,5.106838613,0.011856172,5.600745108,,,,0.046865392,21.32616585,21.37303124,22.95423341,1.280154509,0.025598004,24.25998592,2.147740649,4.829827811,,,6.97756846,59.43561549,,,,1.492005653,,,0.181594393,1.673600046,,36.59408234,1.004220328,39.27190272,1.292481794
E01001524,Enfield 019D,E02000295,Enfield 019,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001524,Enfield 019D,9.332575502,,9.332575502,,,0.12963056,,,0.12963056,,,,0.071530425,14.19973887,14.2712693,15.85024123,2.687859379,0.033795469,18.57189607,0.127534823,2.678690119,,,2.806224942,45.11159637,,,,7.154934439,,,,7.154934439,0.388276931,46.37547548,0.969716776,54.88840363,
E01001526,Enfield 019E,E02000295,Enfield 019,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001526,Enfield 019E,,,,,,,,,,,,,,16.21493103,16.21493103,16.52080038,0.001602933,0.002414534,16.52481785,0.283183246,1.506220044,,,1.78940329,34.52915217,,,,,,,,,4.01738306,60.71486304,0.735216333,65.46746244,0.003385395
E01001538,Enfield 009A,E02000285,Enfield 009,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001538,Enfield 009A,12.53421356,,12.53421356,,,,,,,,,,,14.43059607,14.43059607,16.54132337,0.003555534,0.016956499,16.5618354,0.15808773,2.207403748,,,2.365491478,45.89213651,,0.00610349,0.00610349,,,,1.567942013,1.567942013,0.461706407,46.65922648,5.408189529,54.10316792,0.004695573
E01001556,Enfield 035E,E02000311,Enfield 035,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001556,Enfield 035E,4.423631145,,4.423631145,,,,,,,,,,,16.38506798,16.38506798,14.50723567,0.001778315,0.013949919,14.52296391,0.232472326,5.342291554,,,5.57476388,40.90642691,,7.919095793,7.919095793,9.672826039,,,,9.672826039,4.360005984,35.5914936,1.550151675,59.09357309,
E01001560,Enfield 035F,E02000311,Enfield 035,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001560,Enfield 035F,11.0712615,,11.0712615,,,0.011981328,0.165116489,,0.177097818,,,,,11.97304881,11.97304881,18.50551731,0.008582804,0.026054451,18.54015457,0.186351865,4.148899081,,,4.335250946,46.09681363,,,,2.591021139,,,0.750945446,3.341966585,21.84189505,26.93066045,1.788664284,53.90318637,
E01001563,Enfield 029C,E02000305,Enfield 029,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001563,Enfield 029C,2.916568597,0.204030793,3.12059939,,,0.442573131,0.350630766,,0.793203897,,,,0.963313646,18.2456795,19.20899314,18.55871586,3.138835903,0.074316944,21.77186871,0.819419,4.673058226,,,5.492477226,50.38714236,,,,3.788631563,,2.275436203,,6.064067767,,40.23217438,1.598876039,47.89511818,1.717739453
E01033150,Enfield 003G,E02000279,Enfield 003,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01033150,Enfield 003G,0.268359345,0.017742226,0.286101571,,,0.344531491,0.660223632,,1.004755124,,,,,13.66110849,13.66110849,22.62680554,0.008349961,0.159263525,22.79441902,0.482256954,11.14028218,,,11.62253914,49.36892334,,0.043827804,0.043827804,5.03460922,,0.003389608,6.814861522,11.85286035,16.19124794,17.94500342,4.598137144,50.63107666,
E01033928,Enfield 020G,E02000296,Enfield 020,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01033928,Enfield 020G,2.207087004,0.31037163,2.517458634,,3.3317e-05,0.120759131,1.791576925,0.537643666,2.453311425,,,,0.406983242,14.10389173,14.51087497,25.13137214,,0.042988239,25.17436038,0.9541892,12.51066554,,,13.46485474,58.12086015,,,,0.683668368,,,,0.683668368,1.672008602,34.01417742,5.509285467,41.87913985,
E01001395,Enfield 035B,E02000311,Enfield 035,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001395,Enfield 035B,,,,,,,,,,,,,,11.25573911,11.25573911,9.566439194,,0.008669847,9.575109041,0.501280097,5.617919031,,,6.119199128,26.95004728,,0.671158781,0.671158781,,,,,,42.30840816,26.31459692,3.750195841,73.0443597,0.005593021
E01001397,Enfield 035C,E02000311,Enfield 035,E09000010,Enfield,Greater London LSOAs by separate boroughs/Enfield.shp,/vsizip/C:\Users\timuk\OneDrive\Desktop\Dissertation\Greater London LSOAs by separate boroughs.zip/Greater London LSOAs by separate boroughs/Enfield.shp|layername=Enfield,E01001397,Enfield 035C,,,,,,,0.139274895,0.032274768,0.171549663,,,,,12.21212793,12.21212793,22.55135032,0.006021408,1.512128286,24.06950001,1.740093784,8.98168129,,,10.72177507,47.17495268,,5.845607324,5.845607324,3.048003643,,,3.421846924,6.469850567,7.106270343,26.7992681,6.604050989,52.82504732,
