lsoa21cd,tfv_count
E01001894,184
E01001900,116
E01001913,32
E01001917,28
E01001922,117
E01001927,23
E01001928,60
E01001934,10
E01001935,23
E01001937,36
E01001941,45
E01001950,43
E01001858,34
E01001870,27
E01001871,17
E01001886,23
E01001887,18
E01001899,269
E01001920,30
E01001921,64
E01001923,65
E01001959,35
E01035487,26
E01001880,20
E01001911,11
E01001916,32
E01001954,29
E01001860,31
E01001866,20
E01001891,209
E01001925,21
E01001955,35
E01035485,29
E01035486,24
E01001919,27
E01001933,115
E01001898,295
E01001869,34
E01001943,133
E01001930,34
E01001932,481
E01001915,54
E01001876,59
E01001877,21
E01035484,51
E01001975,32
E01001977,33
E01001983,52
E01002001,77
E01002004,46
E01002097,70
E01002089,29
E01002087,54
E01002085,81
E01002081,88
E01002074,58
E01002050,37
E01002049,53
E01002047,57
E01002044,62
E01002043,54
E01002040,69
E01002039,47
E01002031,126
E01002028,56
E01002027,32
E01033086,16
E01033945,15
E01033946,24
E01001971,20
E01001981,37
E01001982,53
E01001986,37
E01002005,40
E01002016,27
E01002021,37
E01002026,206
E01002032,54
E01002045,53
E01002048,61
E01002051,58
E01002054,31
E01002055,37
E01002058,33
E01002060,27
E01002065,40
E01002079,46
E01002098,39
E01002105,62
E01033944,59
E01002093,62
E01002096,46
E01002100,55
E01002099,57
E01002083,37
E01002082,19
E01002077,127
E01002067,61
E01002064,30
E01002061,50
E01002057,48
E01002053,48
E01002046,54
E01002041,90
E01002023,27
E01002015,37
E01002013,23
E01002006,20
E01001976,41
E01001969,34
E01001965,31
E01002000,37
E01002076,55
E01002088,52
E01002103,26
E01002092,47
E01002073,79
E01002071,67
E01002062,56
E01002059,41
E01002036,124
E01002024,21
E01002017,37
E01001991,23
E01001974,31
E01001972,35
E01002018,13
E01002052,18
E01002090,50
E01002091,81
E01002104,27
E01002063,29
E01002007,25
E01001980,55
E01001978,84
E01032575,69
E01001967,34
E01001979,62
E01002033,65
E01002072,118
E01002034,144
E01002025,27
E01001988,29
E01001985,53
E01002066,134
E01002094,50
E01001998,55
E01001997,23
E01001984,31
E01001993,36
E01002014,59
E01002030,87
E01002069,102
E01002070,80
E01002078,31
E01001987,37
E01001995,35
E01001999,88
E01002038,89
E01001968,40
E01001970,31
E01001973,51
E01001994,31
E01002056,66
E01002086,50
E01002101,22
E01001990,37
E01002022,69
E01002029,176
E01002042,51
E01001996,22
E01002020,32
E01001989,35
E01001992,28
E01002009,44
E01002019,24
E01002095,58
E01002084,48
E01001963,55
E01002068,124
E01002075,63
E01002102,39
E01001964,37
E01002003,68
E01033943,72
E01001966,35
E01002002,57
E01002010,42
E01001962,34
E01002011,39
E01002037,177
E01002008,69
E01002206,23
E01034590,10
E01034596,16
E01034598,6
E01034600,49
E01002120,25
E01002124,22
E01002138,35
E01002169,10
E01002214,30
E01002217,19
E01002224,17
E01002231,32
E01002237,15
E01034595,19
E01034597,10
E01002207,16
E01002235,50
E01002211,22
E01002185,29
E01002182,46
E01002177,20
E01002170,14
E01002106,28
E01034592,34
E01034599,40
E01002108,30
E01002171,18
E01002197,15
E01002215,16
E01002234,62
E01002222,32
E01002220,21
E01002219,54
E01002165,20
E01002160,37
E01002131,25
E01002123,38
E01002125,27
E01002127,89
E01002198,17
E01002241,21
E01002143,26
E01034594,37
E01002167,16
E01002173,23
E01002178,25
E01002183,47
E01002204,22
E01002209,21
E01002210,17
E01002216,26
E01002240,30
E01002242,13
E01002238,26
E01002153,24
E01002121,23
E01002168,16
E01002201,14
E01002232,44
E01002236,86
E01002239,23
E01034589,23
E01034591,38
E01002122,19
E01002161,22
E01002163,29
E01002199,28
E01002208,14
E01032576,18
E01002119,49
E01002128,36
E01002151,26
E01002159,36
E01002162,44
E01002107,8
E01002109,8
E01002116,16
E01002164,47
E01002166,15
E01002175,17
E01002193,7
E01002195,14
E01002202,19
E01002218,36
E01002221,25
E01002223,31
E01002233,80
E01002136,32
E01002141,36
E01002111,34
E01002139,24
E01002149,32
E01002156,25
E01002157,27
E01002158,16
E01002172,35
E01002179,71
E01002188,24
E01002191,13
E01002196,20
E01002200,15
E01002227,24
E01002118,28
E01002129,53
E01002147,18
E01002148,54
E01002203,16
E01002145,20
E01002184,52
E01002192,15
E01002212,38
E01002110,13
E01002115,22
E01002130,97
E01002140,24
E01002146,21
E01002135,16
E01002150,42
E01002152,45
E01002174,13
E01002176,158
E01002189,25
E01002194,17
E01002142,44
E01002181,42
E01002228,21
E01002132,20
E01002186,33
E01002137,21
E01002133,29
E01002230,18
E01002113,17
E01002112,60
E01002226,57
E01034593,23
E01002155,10
E01002187,29
E01002190,34
E01002229,24
E01002134,23
E01002225,11
E01002114,28
E01002144,34
E01002287,8
E01002297,41
E01033786,22
E01033787,6
E01002378,23
E01002365,6
E01002355,18
E01002272,26
E01002264,10
E01033785,18
E01002351,40
E01002359,20
E01002318,36
E01002267,6
E01033788,16
E01002280,45
E01002346,9
E01002364,11
E01002335,19
E01002332,21
E01002261,11
E01002251,21
E01002316,57
E01002333,15
E01002340,17
E01002341,14
E01002358,27
E01002366,11
E01002258,10
E01002262,11
E01002283,26
E01002295,34
E01002336,22
E01002338,18
E01002352,45
E01002303,23
E01002274,22
E01002291,23
E01002322,18
E01002347,13
E01002362,28
E01002381,17
E01002382,47
E01002243,24
E01002256,9
E01002278,36
E01002315,22
E01002317,29
E01002327,12
E01002367,27
E01002245,19
E01002286,10
E01002309,24
E01002320,29
E01002323,22
E01002343,9
E01002363,27
E01002372,15
E01032741,61
E01002290,10
E01002307,21
E01002310,95
E01002314,48
E01002331,11
E01002350,43
E01002375,14
E01002292,20
E01002306,22
E01002326,28
E01002354,16
E01002356,66
E01002288,3
E01002302,25
E01002328,22
E01002342,25
E01002380,51
E01002383,25
E01002373,17
E01002284,38
E01002298,29
E01002300,30
E01002301,17
E01002324,11
E01002371,19
E01002386,20
E01002247,23
E01002281,48
E01002289,12
E01002376,28
E01032742,32
E01002266,5
E01002271,13
E01002308,10
E01002361,54
E01002244,25
E01002246,14
E01002255,5
E01002299,37
E01002339,19
E01002384,31
E01002390,13
E01002275,11
E01002279,22
E01002282,50
E01002319,72
E01002325,23
E01002360,13
E01002313,47
E01002330,26
E01002369,16
E01002379,23
E01002388,18
E01033784,114
E01002248,50
E01002269,19
E01002353,30
E01002265,6
E01002270,13
E01002321,41
E01002345,64
E01002349,8
E01002377,29
E01002329,18
E01002337,27
E01002374,11
E01002257,12
E01002263,4
E01002312,49
E01002254,14
E01002294,17
E01002334,30
E01002252,8
E01002253,11
E01002285,7
E01002250,32
E01002273,9
E01002368,84
E01002389,22
E01002260,9
E01002268,29
E01002277,33
E01002311,33
E01002387,18
E01002259,16
E01002305,12
E01002348,11
E01002370,58
E01002276,49
E01002296,33
E01002304,22
E01002391,18
E01002344,153
E01002385,20
E01034614,29
E01002395,33
E01002445,50
E01002546,26
E01034616,22
E01002398,41
E01002466,23
E01002493,19
E01002542,43
E01034606,39
E01034611,16
E01002394,40
E01002409,10
E01002450,13
E01002468,26
E01002469,15
E01002523,53
E01002550,27
E01002484,13
E01002413,28
E01002416,21
E01002420,11
E01002492,33
E01002501,22
E01002529,57
E01002553,15
E01002393,40
E01002429,10
E01002457,17
E01002487,17
E01002491,22
E01002518,32
E01002528,27
E01002547,18
E01002471,17
E01002417,18
E01034602,46
E01034609,24
E01002399,41
E01002421,43
E01002427,24
E01002431,13
E01002483,40
E01002415,20
E01002418,19
E01002422,18
E01002456,20
E01002465,23
E01002514,74
E01002530,77
E01002396,148
E01002511,24
E01002531,20
E01034604,53
E01002403,36
E01002404,40
E01002410,23
E01002424,28
E01002452,14
E01002489,165
E01002503,32
E01002551,19
E01034605,42
E01002397,43
E01002402,15
E01002408,12
E01002506,63
E01002508,61
E01002539,12
E01002552,39
E01002425,15
E01002451,9
E01002453,15
E01002467,15
E01002490,89
E01002526,31
E01002534,8
E01034610,26
E01034612,56
E01002401,39
E01002419,20
E01002426,22
E01002437,16
E01002482,16
E01002513,31
E01002537,25
E01002498,46
E01002502,36
E01002543,51
E01034617,36
E01002423,27
E01002449,200
E01002488,35
E01002545,15
E01002549,21
E01034601,23
E01002411,26
E01002435,9
E01002459,22
E01002463,7
E01002464,9
E01002478,13
E01002428,13
E01002432,39
E01002436,24
E01002448,54
E01002455,30
E01002470,32
E01002472,59
E01002496,108
E01002519,25
E01032577,26
E01034615,19
E01002481,24
E01002535,76
E01002536,37
E01002540,69
E01002509,18
E01002525,40
E01034603,23
E01002412,34
E01002414,39
E01002460,21
E01002462,13
E01002477,17
E01002479,25
E01002480,14
E01002548,32
E01034607,53
E01002392,37
E01002485,63
E01002541,48
E01002544,79
E01002433,29
E01002486,117
E01002495,38
E01002516,9
E01002520,65
E01002521,252
E01034608,86
E01002430,13
E01002439,32
E01002512,78
E01002434,32
E01002476,8
E01002497,222
E01002505,131
E01002507,88
E01002527,50
E01002538,16
E01002400,37
E01002440,17
E01002474,16
E01034613,36
E01002405,83
E01002442,13
E01002475,36
E01002446,47
E01002454,17
E01002458,17
E01002494,17
E01002533,13
E01002447,243
E01002461,11
E01002443,273
E01002499,20
E01002438,12
E01002473,47
E01002441,19
E01002444,553
E01002580,31
E01002627,20
E01002673,14
E01002689,30
E01033030,16
E01033081,122
E01034034,6
E01034043,26
E01034044,49
E01034045,105
E01002567,34
E01002602,14
E01002690,46
E01033000,11
E01033083,20
E01034035,11
E01034038,27
E01034041,20
E01034046,38
E01002556,25
E01002561,8
E01002588,27
E01002600,10
E01002613,45
E01002646,25
E01002656,11
E01002665,32
E01034032,47
E01034033,35
E01034040,23
E01002574,57
E01002616,32
E01002624,20
E01002630,26
E01002631,24
E01002636,11
E01002639,15
E01002651,25
E01002658,10
E01034036,146
E01002570,189
E01002573,107
E01002582,32
E01002584,73
E01002599,13
E01002603,15
E01002606,14
E01002619,18
E01002641,44
E01002647,30
E01002649,28
E01002659,12
E01002669,13
E01034039,18
E01002564,48
E01002609,37
E01002632,64
E01002652,48
E01002661,23
E01002666,33
E01002671,21
E01002681,22
E01002558,20
E01002587,27
E01002591,21
E01002605,35
E01002612,25
E01002643,51
E01002653,15
E01002657,30
E01002578,49
E01002590,22
E01002617,42
E01002625,31
E01002660,22
E01002662,24
E01002674,11
E01002687,53
E01034037,29
E01002622,25
E01002623,19
E01002640,25
E01002645,31
E01002663,31
E01002693,301
E01002575,126
E01002576,22
E01002581,32
E01002585,25
E01002595,29
E01002672,73
E01002577,71
E01002579,28
E01002604,20
E01002655,24
E01002675,18
E01032573,227
E01033082,55
E01033084,16
E01002560,25
E01002618,20
E01002557,29
E01002569,100
E01002586,13
E01002594,29
E01002620,34
E01002626,25
E01002596,16
E01002621,23
E01002628,18
E01002654,9
E01002670,25
E01002682,32
E01002607,32
E01002667,42
E01002668,31
E01034042,81
E01002571,20
E01002635,22
E01002563,19
E01002572,82
E01002598,23
E01002677,12
E01002691,52
E01002692,227
E01002555,29
E01002593,28
E01002680,22
E01002565,119
E01002629,27
E01002634,28
E01002562,125
E01002583,51
E01002637,218
E01002589,52
E01002608,35
E01002614,33
E01002676,36
E01002679,53
E01002601,33
E01002611,22
E01002638,69
E01002615,29
E01002650,51
E01002686,149
E01002592,46
E01002633,98
E01002610,27
E01002559,33
E01002678,136
E01002810,49
E01002809,54
E01002799,21
E01002796,29
E01002789,81
E01002785,77
E01002783,60
E01002781,19
E01002780,26
E01002778,18
E01002777,34
E01002772,37
E01002768,33
E01002767,43
E01002763,46
E01002760,36
E01002757,37
E01002755,38
E01002753,32
E01002752,20
E01002751,41
E01002749,27
E01002747,28
E01002741,43
E01002736,33
E01002733,31
E01002725,15
E01002723,40
E01002722,16
E01002721,32
E01002720,27
E01002715,27
E01002714,40
E01002711,43
E01002709,19
E01002703,39
E01002702,58
E01002701,30
E01002698,31
E01002694,14
E01033486,19
E01033487,13
E01033493,5
E01035651,33
E01035654,24
E01035656,16
E01002697,28
E01002699,22
E01002707,26
E01002717,25
E01002718,36
E01002719,35
E01002727,23
E01002728,18
E01002729,40
E01002730,77
E01002735,79
E01002737,33
E01002742,34
E01002743,30
E01002744,17
E01002745,27
E01002756,50
E01002759,40
E01002764,71
E01002766,50
E01002771,35
E01002773,21
E01002775,25
E01002776,25
E01002782,13
E01002786,44
E01002791,40
E01002792,35
E01002797,40
E01002798,29
E01002804,52
E01002811,55
E01033489,30
E01035652,70
E01035653,7
E01002807,44
E01002806,66
E01002801,33
E01002800,21
E01002795,64
E01002793,51
E01002790,13
E01002787,29
E01002765,64
E01002754,32
E01002748,42
E01002739,30
E01002716,42
E01002713,52
E01002710,19
E01002706,42
E01033490,29
E01035655,25
E01002784,55
E01002779,27
E01002769,48
E01002734,54
E01002726,28
E01002712,39
E01002696,35
E01002695,15
E01033488,40
E01002808,59
E01002802,20
E01002794,60
E01002770,95
E01002762,74
E01002732,30
E01002700,36
E01002758,34
E01002740,31
E01033494,14
E01002788,62
E01002738,42
E01002724,32
E01002708,54
E01002774,61
E01002805,33
E01002704,269
E01033491,50
E01002812,37
E01002815,29
E01002816,16
E01002823,37
E01002828,48
E01002829,26
E01002832,27
E01002833,26
E01002834,26
E01002836,63
E01002837,23
E01002841,129
E01002842,1
E01002843,43
E01002845,48
E01002846,15
E01002848,18
E01002849,13
E01002850,23
E01002851,19
E01002853,13
E01002857,22
E01002858,36
E01002865,93
E01002867,66
E01002869,31
E01002874,17
E01002876,37
E01002879,33
E01002880,10
E01002881,13
E01002882,19
E01002885,20
E01002891,45
E01002897,19
E01002904,6
E01002907,16
E01002909,31
E01002910,68
E01002914,114
E01002902,54
E01002899,48
E01002862,40
E01002861,67
E01002830,24
E01002831,52
E01002835,193
E01002839,51
E01002844,121
E01002855,21
E01002856,31
E01002860,57
E01002863,51
E01002866,27
E01002873,40
E01002878,33
E01002883,33
E01002886,25
E01002888,62
E01002889,170
E01002892,61
E01002893,26
E01002894,23
E01002896,29
E01002898,21
E01002903,104
E01002908,31
E01002813,13
E01002818,763
E01002847,23
E01002854,25
E01002872,30
E01002875,38
E01002884,29
E01002887,47
E01002859,98
E01002814,92
E01002840,29
E01002870,34
E01002905,30
E01002906,23
E01002913,50
E01002868,13
E01002871,41
E01002890,31
E01002911,249
E01035714,95
E01002817,37
E01002827,58
E01002877,57
E01002825,93
E01002864,36
E01002912,67
E01002819,181
E01002826,26
E01002900,49
E01002821,79
E01002824,23
E01002901,26
E01035713,226
E01002852,58
E01002969,7
E01034576,6
E01034577,5
E01002923,15
E01002980,9
E01002985,9
E01002993,9
E01002963,9
E01002967,21
E01002974,15
E01003008,6
E01002998,14
E01002934,14
E01002935,21
E01003011,41
E01002975,13
E01002942,6
E01002921,18
E01002915,9
E01002960,25
E01002997,9
E01002999,18
E01003007,10
E01002996,16
E01002990,11
E01002989,26
E01002943,6
E01033569,21
E01002940,7
E01002954,13
E01002973,10
E01002991,8
E01002944,13
E01002931,20
E01002947,7
E01002951,17
E01002958,13
E01002970,22
E01003002,15
E01002927,13
E01002932,17
E01002937,15
E01002938,18
E01002957,9
E01003009,12
E01002924,14
E01002945,19
E01002962,20
E01002987,19
E01002988,7
E01003005,27
E01003006,17
E01002925,25
E01002959,10
E01002972,12
E01002984,10
E01002986,15
E01002992,6
E01002994,10
E01002926,12
E01002939,17
E01002961,12
E01002976,8
E01002917,16
E01002982,9
E01002928,23
E01002933,21
E01002979,6
E01003003,37
E01002916,11
E01002918,20
E01002965,27
E01002983,15
E01003010,11
E01002920,19
E01002930,35
E01002941,8
E01002949,6
E01002981,14
E01002922,11
E01002977,22
E01002978,9
E01003004,28
E01002966,22
E01002971,12
E01002946,11
E01002955,19
E01002995,17
E01003001,51
E01002919,51
E01002956,20
E01002929,44
E01002950,7
E01002968,55
E01002964,27
E01002953,18
E01002952,21
E01003000,25
E01002948,48
E01003174,16
E01003175,18
E01003176,33
E01003177,40
E01003178,24
E01003179,12
E01003181,8
E01003184,12
E01003185,23
E01003188,24
E01003161,27
E01003136,15
E01003135,26
E01003129,23
E01003128,18
E01003127,31
E01003126,10
E01003125,12
E01003124,6
E01003122,13
E01003121,12
E01003115,14
E01003111,3
E01003100,21
E01003094,33
E01003093,27
E01003091,22
E01003088,18
E01003070,14
E01003064,49
E01003063,14
E01003061,49
E01003060,11
E01003059,13
E01003058,44
E01003056,27
E01003055,47
E01003046,20
E01003045,19
E01003044,21
E01003042,15
E01003034,20
E01003031,20
E01003025,31
E01003022,25
E01003017,15
E01003015,9
E01033208,5
E01033864,11
E01033866,22
E01003019,37
E01003023,22
E01003027,35
E01003029,48
E01003030,40
E01003037,28
E01003039,94
E01003041,60
E01003052,37
E01003054,67
E01003062,17
E01003075,20
E01003082,15
E01003086,13
E01003095,37
E01003097,23
E01003098,14
E01003104,12
E01003108,8
E01003113,13
E01003118,28
E01003120,20
E01003131,54
E01003132,19
E01003133,45
E01003142,18
E01003143,8
E01003146,25
E01003150,22
E01003157,47
E01003159,22
E01003160,11
E01003172,20
E01003180,22
E01003182,30
E01033863,11
E01003092,21
E01003112,6
E01003171,25
E01003173,37
E01003183,17
E01003165,54
E01003162,11
E01003158,37
E01003151,15
E01003149,21
E01003138,33
E01003134,33
E01003130,24
E01003119,12
E01003105,12
E01003102,21
E01003089,6
E01003057,27
E01003053,50
E01003048,16
E01003038,51
E01003035,82
E01003033,37
E01003032,48
E01003020,84
E01003016,9
E01003036,33
E01003069,20
E01003187,25
E01003156,30
E01003154,12
E01003114,22
E01003110,17
E01003087,15
E01003077,47
E01003050,54
E01003047,79
E01003043,55
E01003040,31
E01003024,11
E01003021,26
E01003065,27
E01003140,22
E01003167,65
E01003153,20
E01003145,18
E01003123,30
E01003101,7
E01003090,36
E01003084,22
E01003049,21
E01003067,19
E01003072,40
E01003139,18
E01003186,46
E01003163,17
E01003137,20
E01003106,17
E01003083,17
E01003080,30
E01003018,48
E01003014,16
E01033862,11
E01003117,25
E01003155,17
E01003148,25
E01003028,21
E01003066,17
E01003085,29
E01003096,32
E01003107,12
E01003116,41
E01003141,19
E01003169,44
E01033865,34
E01003078,43
E01003147,34
E01003068,14
E01003071,60
E01003051,36
E01003076,45
E01003079,31
E01003152,33
E01003164,39
E01003168,25
E01003073,42
E01003166,54
E01003026,58
E01003074,126
E01003081,26
E01032582,27
E01003099,10
E01003170,68
E01003013,33
E01003144,63
E01003205,7
E01003299,27
E01003305,22
E01003321,29
E01003322,46
E01003337,19
E01003338,25
E01003349,21
E01003252,10
E01003244,17
E01003238,20
E01003218,33
E01003209,28
E01033322,8
E01033325,8
E01034387,12
E01034388,8
E01034389,10
E01034393,5
E01034395,10
E01003195,30
E01003203,17
E01003214,28
E01003220,36
E01003224,44
E01003228,33
E01003245,18
E01003249,24
E01003253,23
E01003258,28
E01003262,29
E01003266,30
E01003290,26
E01003300,10
E01003302,23
E01003312,63
E01003315,41
E01003324,29
E01003326,34
E01003328,39
E01003329,32
E01003339,22
E01003340,35
E01003341,25
E01003344,23
E01003347,20
E01033341,16
E01003231,34
E01003272,35
E01003278,11
E01003279,26
E01003288,21
E01003293,30
E01003304,65
E01003308,28
E01003309,41
E01003311,44
E01003314,30
E01003316,30
E01003319,38
E01003333,48
E01003335,42
E01003343,24
E01003261,27
E01003259,33
E01003207,41
E01003206,11
E01032564,11
E01033320,34
E01034394,23
E01003189,32
E01003197,52
E01003215,40
E01003216,45
E01003273,9
E01003283,34
E01003298,9
E01003307,31
E01003313,45
E01003323,28
E01003327,65
E01003336,20
E01003345,22
E01003353,49
E01003257,41
E01003222,29
E01003211,36
E01003210,28
E01032579,45
E01034392,21
E01003204,16
E01003239,27
E01003241,40
E01003274,27
E01003280,9
E01003286,43
E01003287,29
E01003310,29
E01003330,44
E01003350,32
E01003352,46
E01003251,17
E01003230,32
E01003229,53
E01032565,26
E01034390,10
E01034391,23
E01003194,52
E01003201,26
E01003223,46
E01003232,25
E01003236,24
E01003268,23
E01003269,19
E01003275,17
E01003282,35
E01003320,28
E01003325,37
E01003255,33
E01003198,19
E01003202,20
E01003225,27
E01003227,31
E01003277,21
E01003284,30
E01003342,15
E01003256,52
E01003243,42
E01003190,89
E01003191,55
E01003221,61
E01003233,28
E01003247,24
E01003265,16
E01003270,20
E01003331,37
E01003332,47
E01003348,40
E01033324,32
E01003217,41
E01003246,30
E01003260,68
E01003263,25
E01003267,12
E01003271,24
E01003281,30
E01003291,37
E01003295,32
E01003301,33
E01003334,33
E01003351,26
E01003219,52
E01003226,36
E01003264,34
E01003285,21
E01003354,37
E01003212,33
E01003303,56
E01003196,46
E01003213,37
E01003235,30
E01003297,21
E01003193,62
E01003292,37
E01003318,53
E01033327,41
E01003237,24
E01003254,48
E01003276,29
E01003248,24
E01003199,27
E01003200,16
E01003240,31
E01003346,39
E01003192,59
E01003360,24
E01003369,31
E01003379,18
E01003390,6
E01003391,5
E01003393,30
E01003399,12
E01003472,29
E01003359,24
E01003371,20
E01003372,21
E01003377,8
E01003381,14
E01003397,27
E01003408,25
E01003410,21
E01003415,24
E01003430,9
E01003457,25
E01003355,12
E01003358,16
E01003368,8
E01003373,13
E01003394,16
E01003396,24
E01003407,23
E01003420,20
E01003423,7
E01003361,18
E01003382,9
E01003384,18
E01003385,11
E01003388,20
E01003400,26
E01003409,7
E01003411,19
E01003436,18
E01003438,17
E01003441,21
E01003456,19
E01003386,22
E01003395,17
E01003416,15
E01003429,11
E01003431,12
E01003450,26
E01003458,18
E01003477,34
E01003357,29
E01003401,29
E01003403,20
E01003404,9
E01003406,7
E01003424,17
E01003443,31
E01003448,26
E01003454,13
E01003455,19
E01003459,25
E01003461,18
E01003466,8
E01034580,8
E01003376,9
E01003387,28
E01003402,17
E01003418,10
E01003380,14
E01003414,27
E01003417,15
E01003433,10
E01003434,18
E01003442,16
E01003389,21
E01003378,26
E01003421,17
E01003422,20
E01003447,26
E01003476,22
E01003364,17
E01003366,15
E01003383,13
E01003392,14
E01003405,26
E01003412,14
E01003425,14
E01003428,9
E01003473,24
E01003478,41
E01003374,21
E01003398,23
E01003444,18
E01003463,9
E01003419,13
E01003440,18
E01003467,12
E01003469,58
E01003470,19
E01034579,25
E01034581,48
E01003413,15
E01003426,32
E01003453,30
E01003471,46
E01003356,22
E01003365,19
E01003370,9
E01003449,19
E01034578,30
E01003362,16
E01003439,22
E01003446,22
E01003451,18
E01003462,15
E01003468,25
E01003427,14
E01003363,10
E01003437,37
E01003474,20
E01003435,16
E01003445,19
E01003432,13
E01003452,20
E01003465,26
E01003464,22
E01003375,56
E01003460,41
E01003489,43
E01003491,69
E01003495,38
E01003496,18
E01003506,45
E01003509,30
E01003511,41
E01003519,18
E01003522,33
E01003524,21
E01003527,49
E01003530,28
E01003532,29
E01003534,52
E01003551,24
E01003553,30
E01003554,41
E01003560,20
E01003563,23
E01003565,18
E01003566,39
E01003567,13
E01003568,29
E01003569,43
E01003570,23
E01003572,22
E01003581,39
E01003582,33
E01003583,36
E01003585,24
E01003588,23
E01003589,25
E01003593,21
E01003597,17
E01003598,30
E01003607,31
E01003608,29
E01003621,14
E01003626,19
E01003627,22
E01003629,21
E01003633,34
E01003634,28
E01034200,59
E01034201,28
E01034203,31
E01034204,34
E01034214,0
E01034215,6
E01034216,7
E01034223,11
E01034226,7
E01034227,7
E01034228,9
E01034230,3
E01003484,11
E01003490,29
E01003492,36
E01003494,35
E01003521,93
E01003526,43
E01003528,26
E01003529,28
E01003533,29
E01003552,29
E01003555,37
E01003556,34
E01003561,29
E01003562,23
E01003564,49
E01003571,29
E01003573,22
E01003579,33
E01003580,33
E01003586,32
E01003595,31
E01003599,39
E01003602,30
E01003605,47
E01003611,14
E01003615,30
E01003628,23
E01003632,24
E01003637,19
E01034199,53
E01034202,30
E01034210,42
E01003487,19
E01003488,43
E01003507,59
E01003520,34
E01003525,61
E01003531,31
E01003543,42
E01003547,33
E01003549,26
E01003558,28
E01003575,31
E01003592,35
E01003594,28
E01003618,43
E01003624,20
E01003631,29
E01034207,32
E01034208,80
E01034221,75
E01003499,71
E01003516,24
E01003536,27
E01003538,32
E01003542,42
E01003550,37
E01003559,40
E01003577,48
E01003623,25
E01003630,35
E01003636,40
E01033584,38
E01034212,31
E01034219,14
E01003501,50
E01003508,69
E01003518,16
E01003537,35
E01003541,25
E01003545,27
E01003546,34
E01003574,38
E01003591,49
E01003596,25
E01003600,38
E01003603,61
E01003616,32
E01034231,5
E01003514,14
E01003523,60
E01003540,36
E01003557,34
E01033580,12
E01003480,21
E01034213,12
E01003485,9
E01003539,30
E01003548,32
E01003576,45
E01003604,71
E01003479,10
E01003498,44
E01034209,154
E01003587,35
E01003619,57
E01034217,36
E01003483,21
E01003512,56
E01003502,91
E01003503,122
E01003544,36
E01003625,23
E01034222,31
E01003486,187
E01003517,48
E01003601,62
E01003635,24
E01003513,105
E01003584,47
E01003590,51
E01033579,22
E01033586,31
E01034211,45
E01003535,80
E01003622,22
E01034218,31
E01033582,6
E01034220,285
E01034225,86
E01034229,35
E01003481,33
E01003578,57
E01003497,211
E01003500,106
E01003515,155
E01034224,24
E01034206,87
E01033581,27
E01034205,242
E01003684,27
E01003714,55
E01003729,42
E01003730,28
E01003733,33
E01003736,28
E01003761,25
E01003786,35
E01033590,8
E01034482,18
E01034483,23
E01003644,29
E01003652,37
E01003683,25
E01003688,39
E01003695,19
E01003696,37
E01003712,12
E01003713,34
E01003718,44
E01003731,24
E01003734,52
E01003742,28
E01003766,32
E01003772,29
E01003779,23
E01003781,40
E01034480,12
E01003647,22
E01003649,28
E01003651,37
E01003662,33
E01003668,52
E01003685,46
E01003715,38
E01003732,28
E01003738,56
E01003743,38
E01003754,21
E01003782,27
E01003787,21
E01034481,21
E01003646,71
E01003669,53
E01003672,37
E01003676,31
E01003691,32
E01003692,36
E01003701,62
E01003727,25
E01003741,38
E01003753,28
E01003767,36
E01003771,27
E01003784,25
E01003788,34
E01033589,51
E01033592,15
E01003653,41
E01003654,22
E01003661,31
E01003665,12
E01003673,41
E01003689,156
E01003698,14
E01003706,19
E01003721,19
E01003735,26
E01003762,31
E01003768,38
E01003769,60
E01003780,25
E01033591,58
E01003643,50
E01003645,49
E01003648,39
E01003650,31
E01003670,27
E01003680,27
E01003686,42
E01003725,18
E01003749,29
E01003752,49
E01003759,28
E01003765,93
E01034484,75
E01003638,59
E01003664,18
E01003671,27
E01003705,40
E01003724,14
E01003773,35
E01003704,35
E01003755,38
E01003757,43
E01032581,29
E01003659,17
E01003675,55
E01003697,55
E01003716,34
E01003737,36
E01003756,33
E01003783,84
E01003789,39
E01003682,29
E01003694,25
E01003710,24
E01003722,21
E01003760,31
E01003679,28
E01003707,22
E01003709,24
E01003723,23
E01003763,57
E01003641,33
E01003663,15
E01003739,36
E01003745,10
E01003656,35
E01003666,33
E01003674,70
E01003777,80
E01003655,27
E01003711,30
E01003720,35
E01003747,12
E01003750,50
E01003657,55
E01003658,26
E01003678,23
E01003699,33
E01003775,28
E01003793,36
E01003796,32
E01003702,19
E01003660,21
E01003690,60
E01003748,56
E01003778,76
E01003708,38
E01003740,52
E01003751,38
E01003774,40
E01003785,42
E01003794,29
E01003719,40
E01003790,33
E01003792,20
E01003677,99
E01003776,37
E01003642,95
E01003693,49
E01003700,87
E01003744,11
E01003764,47
E01003770,86
E01003681,41
E01003703,24
E01003746,28
E01003795,52
E01003791,38
E01003639,49
E01003726,41
E01003640,38
E01003808,41
E01003865,25
E01003868,20
E01003871,18
E01003854,57
E01003856,19
E01003863,18
E01003866,17
E01003902,7
E01003807,40
E01003811,12
E01003844,66
E01003858,30
E01003859,30
E01003874,20
E01003879,14
E01003898,20
E01003906,24
E01003798,60
E01003804,18
E01003832,13
E01003840,43
E01003857,22
E01003897,25
E01003861,46
E01003882,17
E01003883,16
E01003890,8
E01003803,19
E01003842,26
E01003862,70
E01003892,12
