Lower layer Super Output Areas Code,Age (6 categories),Observation
E01000136,Aged 15 years and under,314
E01000136,Aged 16 to 24 years,110
E01000136,Aged 25 to 34 years,144
E01000136,Aged 35 to 49 years,299
E01000136,Aged 50 to 64 years,300
E01000136,Aged 65 years and over,320
E01000137,Aged 15 years and under,411
E01000137,Aged 16 to 24 years,169
E01000137,Aged 25 to 34 years,259
E01000137,Aged 35 to 49 years,362
E01000137,Aged 50 to 64 years,277
E01000137,Aged 65 years and over,180
E01000138,Aged 15 years and under,286
E01000138,Aged 16 to 24 years,152
E01000138,Aged 25 to 34 years,252
E01000138,Aged 35 to 49 years,385
E01000138,Aged 50 to 64 years,317
E01000138,Aged 65 years and over,226
E01000139,Aged 15 years and under,239
E01000139,Aged 16 to 24 years,130
E01000139,Aged 25 to 34 years,230
E01000139,Aged 35 to 49 years,305
E01000139,Aged 50 to 64 years,257
E01000139,Aged 65 years and over,225
E01000140,Aged 15 years and under,331
E01000140,Aged 16 to 24 years,191
E01000140,Aged 25 to 34 years,430
E01000140,Aged 35 to 49 years,473
E01000140,Aged 50 to 64 years,333
E01000140,Aged 65 years and over,199
E01000141,Aged 15 years and under,298
E01000141,Aged 16 to 24 years,225
E01000141,Aged 25 to 34 years,351
E01000141,Aged 35 to 49 years,481
E01000141,Aged 50 to 64 years,335
E01000141,Aged 65 years and over,174
E01000142,Aged 15 years and under,429
E01000142,Aged 16 to 24 years,217
E01000142,Aged 25 to 34 years,357
E01000142,Aged 35 to 49 years,571
E01000142,Aged 50 to 64 years,372
E01000142,Aged 65 years and over,290
E01000143,Aged 15 years and under,358
E01000143,Aged 16 to 24 years,230
E01000143,Aged 25 to 34 years,323
E01000143,Aged 35 to 49 years,357
E01000143,Aged 50 to 64 years,254
E01000143,Aged 65 years and over,150
E01000144,Aged 15 years and under,311
E01000144,Aged 16 to 24 years,149
E01000144,Aged 25 to 34 years,330
E01000144,Aged 35 to 49 years,444
E01000144,Aged 50 to 64 years,231
E01000144,Aged 65 years and over,195
E01000145,Aged 15 years and under,433
E01000145,Aged 16 to 24 years,194
E01000145,Aged 25 to 34 years,206
E01000145,Aged 35 to 49 years,306
E01000145,Aged 50 to 64 years,221
E01000145,Aged 65 years and over,254
E01000146,Aged 15 years and under,283
E01000146,Aged 16 to 24 years,218
E01000146,Aged 25 to 34 years,385
E01000146,Aged 35 to 49 years,488
E01000146,Aged 50 to 64 years,276
E01000146,Aged 65 years and over,221
E01000147,Aged 15 years and under,303
E01000147,Aged 16 to 24 years,225
E01000147,Aged 25 to 34 years,342
E01000147,Aged 35 to 49 years,410
E01000147,Aged 50 to 64 years,348
E01000147,Aged 65 years and over,285
E01000150,Aged 15 years and under,466
E01000150,Aged 16 to 24 years,243
E01000150,Aged 25 to 34 years,347
E01000150,Aged 35 to 49 years,512
E01000150,Aged 50 to 64 years,375
E01000150,Aged 65 years and over,310
E01000151,Aged 15 years and under,515
E01000151,Aged 16 to 24 years,223
E01000151,Aged 25 to 34 years,246
E01000151,Aged 35 to 49 years,383
E01000151,Aged 50 to 64 years,254
E01000151,Aged 65 years and over,100
E01000152,Aged 15 years and under,712
E01000152,Aged 16 to 24 years,281
E01000152,Aged 25 to 34 years,487
E01000152,Aged 35 to 49 years,705
E01000152,Aged 50 to 64 years,368
E01000152,Aged 65 years and over,140
E01000153,Aged 15 years and under,440
E01000153,Aged 16 to 24 years,235
E01000153,Aged 25 to 34 years,259
E01000153,Aged 35 to 49 years,481
E01000153,Aged 50 to 64 years,307
E01000153,Aged 65 years and over,209
E01000154,Aged 15 years and under,385
E01000154,Aged 16 to 24 years,229
E01000154,Aged 25 to 34 years,384
E01000154,Aged 35 to 49 years,468
E01000154,Aged 50 to 64 years,284
E01000154,Aged 65 years and over,165
E01000156,Aged 15 years and under,495
E01000156,Aged 16 to 24 years,165
E01000156,Aged 25 to 34 years,244
E01000156,Aged 35 to 49 years,535
E01000156,Aged 50 to 64 years,370
E01000156,Aged 65 years and over,216
E01000157,Aged 15 years and under,364
E01000157,Aged 16 to 24 years,117
E01000157,Aged 25 to 34 years,177
E01000157,Aged 35 to 49 years,464
E01000157,Aged 50 to 64 years,275
E01000157,Aged 65 years and over,185
E01000158,Aged 15 years and under,302
E01000158,Aged 16 to 24 years,121
E01000158,Aged 25 to 34 years,204
E01000158,Aged 35 to 49 years,326
E01000158,Aged 50 to 64 years,311
E01000158,Aged 65 years and over,200
E01000159,Aged 15 years and under,319
E01000159,Aged 16 to 24 years,190
E01000159,Aged 25 to 34 years,198
E01000159,Aged 35 to 49 years,380
E01000159,Aged 50 to 64 years,397
E01000159,Aged 65 years and over,301
E01000160,Aged 15 years and under,377
E01000160,Aged 16 to 24 years,180
E01000160,Aged 25 to 34 years,317
E01000160,Aged 35 to 49 years,531
E01000160,Aged 50 to 64 years,348
E01000160,Aged 65 years and over,201
E01000161,Aged 15 years and under,407
E01000161,Aged 16 to 24 years,185
E01000161,Aged 25 to 34 years,259
E01000161,Aged 35 to 49 years,537
E01000161,Aged 50 to 64 years,340
E01000161,Aged 65 years and over,304
E01000162,Aged 15 years and under,289
E01000162,Aged 16 to 24 years,152
E01000162,Aged 25 to 34 years,211
E01000162,Aged 35 to 49 years,318
E01000162,Aged 50 to 64 years,307
E01000162,Aged 65 years and over,370
E01000163,Aged 15 years and under,360
E01000163,Aged 16 to 24 years,155
E01000163,Aged 25 to 34 years,277
E01000163,Aged 35 to 49 years,469
E01000163,Aged 50 to 64 years,288
E01000163,Aged 65 years and over,142
E01000164,Aged 15 years and under,370
E01000164,Aged 16 to 24 years,193
E01000164,Aged 25 to 34 years,238
E01000164,Aged 35 to 49 years,397
E01000164,Aged 50 to 64 years,329
E01000164,Aged 65 years and over,185
E01000165,Aged 15 years and under,345
E01000165,Aged 16 to 24 years,190
E01000165,Aged 25 to 34 years,204
E01000165,Aged 35 to 49 years,416
E01000165,Aged 50 to 64 years,364
E01000165,Aged 65 years and over,293
E01000166,Aged 15 years and under,316
E01000166,Aged 16 to 24 years,153
E01000166,Aged 25 to 34 years,176
E01000166,Aged 35 to 49 years,341
E01000166,Aged 50 to 64 years,321
E01000166,Aged 65 years and over,313
E01000167,Aged 15 years and under,289
E01000167,Aged 16 to 24 years,131
E01000167,Aged 25 to 34 years,177
E01000167,Aged 35 to 49 years,301
E01000167,Aged 50 to 64 years,321
E01000167,Aged 65 years and over,171
E01000168,Aged 15 years and under,236
E01000168,Aged 16 to 24 years,135
E01000168,Aged 25 to 34 years,152
E01000168,Aged 35 to 49 years,271
E01000168,Aged 50 to 64 years,350
E01000168,Aged 65 years and over,372
E01000169,Aged 15 years and under,322
E01000169,Aged 16 to 24 years,127
E01000169,Aged 25 to 34 years,246
E01000169,Aged 35 to 49 years,355
E01000169,Aged 50 to 64 years,323
E01000169,Aged 65 years and over,257
E01000170,Aged 15 years and under,394
E01000170,Aged 16 to 24 years,251
E01000170,Aged 25 to 34 years,244
E01000170,Aged 35 to 49 years,406
E01000170,Aged 50 to 64 years,386
E01000170,Aged 65 years and over,226
E01000171,Aged 15 years and under,558
E01000171,Aged 16 to 24 years,192
E01000171,Aged 25 to 34 years,425
E01000171,Aged 35 to 49 years,570
E01000171,Aged 50 to 64 years,383
E01000171,Aged 65 years and over,163
E01000172,Aged 15 years and under,367
E01000172,Aged 16 to 24 years,139
E01000172,Aged 25 to 34 years,244
E01000172,Aged 35 to 49 years,332
E01000172,Aged 50 to 64 years,315
E01000172,Aged 65 years and over,293
E01000173,Aged 15 years and under,389
E01000173,Aged 16 to 24 years,177
E01000173,Aged 25 to 34 years,145
E01000173,Aged 35 to 49 years,379
E01000173,Aged 50 to 64 years,348
E01000173,Aged 65 years and over,251
E01000174,Aged 15 years and under,378
E01000174,Aged 16 to 24 years,191
E01000174,Aged 25 to 34 years,217
E01000174,Aged 35 to 49 years,406
E01000174,Aged 50 to 64 years,324
E01000174,Aged 65 years and over,243
E01000175,Aged 15 years and under,521
E01000175,Aged 16 to 24 years,181
E01000175,Aged 25 to 34 years,252
E01000175,Aged 35 to 49 years,457
E01000175,Aged 50 to 64 years,332
E01000175,Aged 65 years and over,288
E01000176,Aged 15 years and under,244
E01000176,Aged 16 to 24 years,273
E01000176,Aged 25 to 34 years,212
E01000176,Aged 35 to 49 years,311
E01000176,Aged 50 to 64 years,325
E01000176,Aged 65 years and over,357
E01000177,Aged 15 years and under,385
E01000177,Aged 16 to 24 years,102
E01000177,Aged 25 to 34 years,252
E01000177,Aged 35 to 49 years,430
E01000177,Aged 50 to 64 years,260
E01000177,Aged 65 years and over,234
E01000178,Aged 15 years and under,363
E01000178,Aged 16 to 24 years,162
E01000178,Aged 25 to 34 years,189
E01000178,Aged 35 to 49 years,359
E01000178,Aged 50 to 64 years,350
E01000178,Aged 65 years and over,250
E01000179,Aged 15 years and under,387
E01000179,Aged 16 to 24 years,106
E01000179,Aged 25 to 34 years,321
E01000179,Aged 35 to 49 years,531
E01000179,Aged 50 to 64 years,296
E01000179,Aged 65 years and over,148
E01000180,Aged 15 years and under,314
E01000180,Aged 16 to 24 years,125
E01000180,Aged 25 to 34 years,283
E01000180,Aged 35 to 49 years,346
E01000180,Aged 50 to 64 years,270
E01000180,Aged 65 years and over,278
E01000181,Aged 15 years and under,287
E01000181,Aged 16 to 24 years,112
E01000181,Aged 25 to 34 years,329
E01000181,Aged 35 to 49 years,403
E01000181,Aged 50 to 64 years,304
E01000181,Aged 65 years and over,253
E01000182,Aged 15 years and under,263
E01000182,Aged 16 to 24 years,129
E01000182,Aged 25 to 34 years,257
E01000182,Aged 35 to 49 years,391
E01000182,Aged 50 to 64 years,318
E01000182,Aged 65 years and over,262
E01000183,Aged 15 years and under,320
E01000183,Aged 16 to 24 years,95
E01000183,Aged 25 to 34 years,177
E01000183,Aged 35 to 49 years,339
E01000183,Aged 50 to 64 years,254
E01000183,Aged 65 years and over,337
E01000184,Aged 15 years and under,358
E01000184,Aged 16 to 24 years,288
E01000184,Aged 25 to 34 years,319
E01000184,Aged 35 to 49 years,395
E01000184,Aged 50 to 64 years,335
E01000184,Aged 65 years and over,178
E01000185,Aged 15 years and under,241
E01000185,Aged 16 to 24 years,169
E01000185,Aged 25 to 34 years,274
E01000185,Aged 35 to 49 years,329
E01000185,Aged 50 to 64 years,272
E01000185,Aged 65 years and over,191
E01000186,Aged 15 years and under,459
E01000186,Aged 16 to 24 years,217
E01000186,Aged 25 to 34 years,171
E01000186,Aged 35 to 49 years,331
E01000186,Aged 50 to 64 years,273
E01000186,Aged 65 years and over,320
E01000187,Aged 15 years and under,484
E01000187,Aged 16 to 24 years,145
E01000187,Aged 25 to 34 years,193
E01000187,Aged 35 to 49 years,297
E01000187,Aged 50 to 64 years,291
E01000187,Aged 65 years and over,328
E01000188,Aged 15 years and under,373
E01000188,Aged 16 to 24 years,152
E01000188,Aged 25 to 34 years,134
E01000188,Aged 35 to 49 years,288
E01000188,Aged 50 to 64 years,290
E01000188,Aged 65 years and over,341
E01000189,Aged 15 years and under,570
E01000189,Aged 16 to 24 years,257
E01000189,Aged 25 to 34 years,498
E01000189,Aged 35 to 49 years,675
E01000189,Aged 50 to 64 years,337
E01000189,Aged 65 years and over,135
E01000190,Aged 15 years and under,384
E01000190,Aged 16 to 24 years,186
E01000190,Aged 25 to 34 years,179
E01000190,Aged 35 to 49 years,341
E01000190,Aged 50 to 64 years,311
E01000190,Aged 65 years and over,330
E01000191,Aged 15 years and under,353
E01000191,Aged 16 to 24 years,140
E01000191,Aged 25 to 34 years,151
E01000191,Aged 35 to 49 years,303
E01000191,Aged 50 to 64 years,234
E01000191,Aged 65 years and over,368
E01000192,Aged 15 years and under,450
E01000192,Aged 16 to 24 years,171
E01000192,Aged 25 to 34 years,279
E01000192,Aged 35 to 49 years,414
E01000192,Aged 50 to 64 years,320
E01000192,Aged 65 years and over,363
E01000193,Aged 15 years and under,360
E01000193,Aged 16 to 24 years,233
E01000193,Aged 25 to 34 years,315
E01000193,Aged 35 to 49 years,423
E01000193,Aged 50 to 64 years,316
E01000193,Aged 65 years and over,300
E01000194,Aged 15 years and under,455
E01000194,Aged 16 to 24 years,180
E01000194,Aged 25 to 34 years,313
E01000194,Aged 35 to 49 years,450
E01000194,Aged 50 to 64 years,274
E01000194,Aged 65 years and over,234
E01000195,Aged 15 years and under,502
E01000195,Aged 16 to 24 years,220
E01000195,Aged 25 to 34 years,320
E01000195,Aged 35 to 49 years,436
E01000195,Aged 50 to 64 years,340
E01000195,Aged 65 years and over,199
E01000196,Aged 15 years and under,303
E01000196,Aged 16 to 24 years,139
E01000196,Aged 25 to 34 years,439
E01000196,Aged 35 to 49 years,628
E01000196,Aged 50 to 64 years,301
E01000196,Aged 65 years and over,315
E01000197,Aged 15 years and under,358
E01000197,Aged 16 to 24 years,139
E01000197,Aged 25 to 34 years,331
E01000197,Aged 35 to 49 years,467
E01000197,Aged 50 to 64 years,317
E01000197,Aged 65 years and over,239
E01000198,Aged 15 years and under,578
E01000198,Aged 16 to 24 years,207
E01000198,Aged 25 to 34 years,284
E01000198,Aged 35 to 49 years,490
E01000198,Aged 50 to 64 years,304
E01000198,Aged 65 years and over,330
E01000199,Aged 15 years and under,292
E01000199,Aged 16 to 24 years,136
E01000199,Aged 25 to 34 years,149
E01000199,Aged 35 to 49 years,303
E01000199,Aged 50 to 64 years,275
E01000199,Aged 65 years and over,424
E01000200,Aged 15 years and under,360
E01000200,Aged 16 to 24 years,150
E01000200,Aged 25 to 34 years,234
E01000200,Aged 35 to 49 years,411
E01000200,Aged 50 to 64 years,319
E01000200,Aged 65 years and over,504
E01000201,Aged 15 years and under,314
E01000201,Aged 16 to 24 years,156
E01000201,Aged 25 to 34 years,123
E01000201,Aged 35 to 49 years,297
E01000201,Aged 50 to 64 years,265
E01000201,Aged 65 years and over,388
E01000202,Aged 15 years and under,319
E01000202,Aged 16 to 24 years,154
E01000202,Aged 25 to 34 years,240
E01000202,Aged 35 to 49 years,330
E01000202,Aged 50 to 64 years,336
E01000202,Aged 65 years and over,294
E01000203,Aged 15 years and under,372
E01000203,Aged 16 to 24 years,214
E01000203,Aged 25 to 34 years,254
E01000203,Aged 35 to 49 years,385
E01000203,Aged 50 to 64 years,361
E01000203,Aged 65 years and over,257
E01000204,Aged 15 years and under,308
E01000204,Aged 16 to 24 years,152
E01000204,Aged 25 to 34 years,214
E01000204,Aged 35 to 49 years,375
E01000204,Aged 50 to 64 years,285
E01000204,Aged 65 years and over,367
E01000205,Aged 15 years and under,342
E01000205,Aged 16 to 24 years,107
E01000205,Aged 25 to 34 years,125
E01000205,Aged 35 to 49 years,366
E01000205,Aged 50 to 64 years,276
E01000205,Aged 65 years and over,291
E01000206,Aged 15 years and under,266
E01000206,Aged 16 to 24 years,148
E01000206,Aged 25 to 34 years,155
E01000206,Aged 35 to 49 years,259
E01000206,Aged 50 to 64 years,345
E01000206,Aged 65 years and over,331
E01000207,Aged 15 years and under,324
E01000207,Aged 16 to 24 years,120
E01000207,Aged 25 to 34 years,163
E01000207,Aged 35 to 49 years,301
E01000207,Aged 50 to 64 years,269
E01000207,Aged 65 years and over,403
E01000208,Aged 15 years and under,322
E01000208,Aged 16 to 24 years,113
E01000208,Aged 25 to 34 years,199
E01000208,Aged 35 to 49 years,379
E01000208,Aged 50 to 64 years,293
E01000208,Aged 65 years and over,323
E01000209,Aged 15 years and under,245
E01000209,Aged 16 to 24 years,81
E01000209,Aged 25 to 34 years,107
E01000209,Aged 35 to 49 years,285
E01000209,Aged 50 to 64 years,258
E01000209,Aged 65 years and over,506
E01000210,Aged 15 years and under,377
E01000210,Aged 16 to 24 years,125
E01000210,Aged 25 to 34 years,191
E01000210,Aged 35 to 49 years,374
E01000210,Aged 50 to 64 years,260
E01000210,Aged 65 years and over,222
E01000211,Aged 15 years and under,404
E01000211,Aged 16 to 24 years,215
E01000211,Aged 25 to 34 years,399
E01000211,Aged 35 to 49 years,576
E01000211,Aged 50 to 64 years,283
E01000211,Aged 65 years and over,248
E01000212,Aged 15 years and under,230
E01000212,Aged 16 to 24 years,109
E01000212,Aged 25 to 34 years,182
E01000212,Aged 35 to 49 years,286
E01000212,Aged 50 to 64 years,251
E01000212,Aged 65 years and over,292
E01000213,Aged 15 years and under,320
E01000213,Aged 16 to 24 years,161
E01000213,Aged 25 to 34 years,95
E01000213,Aged 35 to 49 years,253
E01000213,Aged 50 to 64 years,288
E01000213,Aged 65 years and over,232
E01000214,Aged 15 years and under,238
E01000214,Aged 16 to 24 years,131
E01000214,Aged 25 to 34 years,297
E01000214,Aged 35 to 49 years,408
E01000214,Aged 50 to 64 years,309
E01000214,Aged 65 years and over,242
E01000215,Aged 15 years and under,716
E01000215,Aged 16 to 24 years,239
E01000215,Aged 25 to 34 years,323
E01000215,Aged 35 to 49 years,360
E01000215,Aged 50 to 64 years,192
E01000215,Aged 65 years and over,317
E01000216,Aged 15 years and under,508
E01000216,Aged 16 to 24 years,210
E01000216,Aged 25 to 34 years,327
E01000216,Aged 35 to 49 years,396
E01000216,Aged 50 to 64 years,275
E01000216,Aged 65 years and over,263
E01000217,Aged 15 years and under,540
E01000217,Aged 16 to 24 years,176
E01000217,Aged 25 to 34 years,262
E01000217,Aged 35 to 49 years,365
E01000217,Aged 50 to 64 years,229
E01000217,Aged 65 years and over,212
E01000218,Aged 15 years and under,544
E01000218,Aged 16 to 24 years,215
E01000218,Aged 25 to 34 years,308
E01000218,Aged 35 to 49 years,306
E01000218,Aged 50 to 64 years,260
E01000218,Aged 65 years and over,209
E01000219,Aged 15 years and under,723
E01000219,Aged 16 to 24 years,220
E01000219,Aged 25 to 34 years,391
E01000219,Aged 35 to 49 years,408
E01000219,Aged 50 to 64 years,257
E01000219,Aged 65 years and over,197
E01000220,Aged 15 years and under,514
E01000220,Aged 16 to 24 years,172
E01000220,Aged 25 to 34 years,303
E01000220,Aged 35 to 49 years,331
E01000220,Aged 50 to 64 years,249
E01000220,Aged 65 years and over,319
E01000221,Aged 15 years and under,367
E01000221,Aged 16 to 24 years,166
E01000221,Aged 25 to 34 years,191
E01000221,Aged 35 to 49 years,338
E01000221,Aged 50 to 64 years,234
E01000221,Aged 65 years and over,116
E01000222,Aged 15 years and under,419
E01000222,Aged 16 to 24 years,248
E01000222,Aged 25 to 34 years,323
E01000222,Aged 35 to 49 years,458
E01000222,Aged 50 to 64 years,387
E01000222,Aged 65 years and over,203
E01000223,Aged 15 years and under,501
E01000223,Aged 16 to 24 years,226
E01000223,Aged 25 to 34 years,331
E01000223,Aged 35 to 49 years,463
E01000223,Aged 50 to 64 years,354
E01000223,Aged 65 years and over,158
E01000224,Aged 15 years and under,367
E01000224,Aged 16 to 24 years,187
E01000224,Aged 25 to 34 years,242
E01000224,Aged 35 to 49 years,386
E01000224,Aged 50 to 64 years,279
E01000224,Aged 65 years and over,232
E01000225,Aged 15 years and under,630
E01000225,Aged 16 to 24 years,195
E01000225,Aged 25 to 34 years,184
E01000225,Aged 35 to 49 years,357
E01000225,Aged 50 to 64 years,218
E01000225,Aged 65 years and over,285
E01000226,Aged 15 years and under,366
